Source,Target 
Q2877882,Q243761
Q28807501,Q28364679
Q28807547,Q1441641
Q28807593,Q28807586
Q28807749,Q28807586
Q28807860,Q28807586
Q28808096,Q28807586
Q28808289,Q3497147
Q28810889,Q25405925
Q28812394,Q695773
Q28812523,Q25405925
Q28812551,Q695773
Q28812582,Q695773
Q28812662,Q695773
Q28812779,Q5711695
Q28814209,Q132908
Q28819603,Q23888233
Q28819619,Q906092
Q28819634,Q23888233
Q28828422,Q1956383
Q28830064,Q1956383
Q28830963,Q23818622
Q28831199,Q23818622
Q28831321,Q23818622
Q28831415,Q23818622
Q28836866,Q1307485
Q28837044,Q23889505
Q28837056,Q23889505
Q28837085,Q23889505
Q28837094,Q28837092
Q28837099,Q2050255
Q28840106,Q1088541
Q28840248,Q28840223
Q28840274,Q28840266
Q28840287,Q1088541
Q28840598,Q23817796
Q28840605,Q2376830
Q28842440,Q28842439
Q28843721,Q28843719
Q28846476,Q452054
Q28856408,Q28856405
Q28856684,Q10826912
Q28859502,Q28859500
Q28859716,Q28859436
Q28859733,Q21522400
Q28859747,Q21522400
Q28859754,Q28859750
Q28860133,Q1003690
Q28860323,Q28399371
Q28860338,Q28399371
Q28860378,Q28399371
Q28860393,Q1003690
Q28860395,Q28860394
Q28861745,Q1003690
Q28861748,Q10804233
Q28861751,Q1003690
Q28861756,Q28861754
Q28861801,Q28861795
Q28861838,Q28861837
Q28861841,Q1003690
Q28861842,Q28860394
Q28861848,Q1003690
Q28861856,Q10821690
Q28867079,Q906092
Q28871215,Q28871213
Q28871236,Q28871231
Q28871243,Q640140
Q28872718,Q28872688
Q28878311,Q28878310
Q28878694,Q2351914
Q28878767,Q1083905
Q28916318,Q1037940
Q28916803,Q10826912
Q28919223,Q12814009
Q28919229,Q12814009
Q28920189,Q1027912
Q28920220,Q1027912
Q28922057,Q10826912
Q28922061,Q10826912
Q28922167,Q10826912
Q2897097,Q25399
Q289949,Q13571873
Q29510268,Q11792265
Q2967365,Q1088825
Q2967366,Q1088825
Q2967368,Q1088825
Q2982363,Q2520305
Q29828580,Q16069825
Q2998367,Q2376830
Q29996857,Q1180282
Q3043686,Q3078833
Q3047427,Q383275
Q3051593,Q527497
Q30521266,Q18340387
Q305228,Q13571873
Q3109543,Q1072218
Q31206,Q148764
Q3121374,Q132908
Q3154566,Q1093604
Q31646,Q583551
Q31700,Q723059
Q3176524,Q132908
Q31771,Q900889
Q3178553,Q132908
Q3180300,Q193807
Q31804,Q723059
Q3181155,Q430477
Q3181161,Q430477
Q31872926,Q28915
Q31872948,Q15198021
Q31873638,Q900889
Q31873639,Q583551
Q31873647,Q10783918
Q31873650,Q900889
Q31873651,Q900889
Q31873653,Q900889
Q31873662,Q10748935
Q31873718,Q868238
Q31873752,Q278941
Q31873828,Q132916
Q31873893,Q963172
Q31873898,Q2697360
Q31873914,Q1007595
Q31874006,Q769083
Q31874041,Q28915
Q31874089,Q454872
Q31874125,Q923089
Q31874160,Q899824
Q31874169,Q1083925
Q31874175,Q193807
Q31874177,Q132908
Q31874216,Q868083
Q31874303,Q2283911
Q31874304,Q10766379
Q31874308,Q1180282
Q31874321,Q1180282
Q31874364,Q1083905
Q31874421,Q10794522
Q31874429,Q3154331
Q31874469,Q1081020
Q31874489,Q132900
Q31874522,Q899824
Q31874536,Q944905
Q31874544,Q132900
Q31874562,Q2351914
Q31874629,Q578756
Q31874705,Q10784792
Q31874716,Q38028436
Q31898,Q608715
Q31965,Q371767
Q31998,Q608715
Q320043,Q10745257
Q32048,Q583551
Q32824778,Q1274121
Q328359,Q135923
Q3285195,Q2498241
Q328982,Q1193805
Q3295310,Q2345384
Q3314363,Q2376830
Q3314376,Q899824
Q3314399,Q2376830
Q3314462,Q2314111
Q3314642,Q1081434
Q3314649,Q2350191
Q3314657,Q2376830
Q3314677,Q989763
Q3314694,Q2314111
Q3314726,Q1923209
Q3314811,Q2450563
Q3314842,Q193807
Q3315010,Q899824
Q3315021,Q899824
Q3315243,Q193807
Q3315267,Q193807
Q3315305,Q1983632
Q3315319,Q1088541
Q3315389,Q899824
Q3315409,Q899824
Q3315420,Q2376830
Q3315428,Q1081434
Q3315434,Q2376830
Q3315466,Q1081020
Q3315529,Q2498241
Q3315537,Q2376830
Q3315617,Q2715984
Q3315817,Q2350191
Q3315840,Q29510268
Q3316087,Q1083925
Q3318502,Q1081434
Q3319485,Q111674
Q3319625,Q2314111
Q3367021,Q1180282
Q3367023,Q923089
Q3367025,Q923089
Q3375612,Q198837
Q33822285,Q22232515
Q3382374,Q1088825
Q3382384,Q131901
Q3382432,Q1088825
Q3382439,Q868238
Q3382441,Q1264601
Q3382444,Q1261971
Q3382445,Q723059
Q3382580,Q926314
Q3389034,Q193807
Q3514702,Q1895444
Q3532792,Q883140
Q3538084,Q945186
Q3643669,Q2376830
Q368657,Q131901
Q370148,Q260768
Q371767,Q1607847
Q371843,Q1089134
Q372465,Q192575
Q3726268,Q28915
Q3726273,Q193807
Q3726546,Q81901857
Q3726693,Q2667976
Q3726823,Q1880170
Q3726933,Q2283911
Q3726948,Q2520305
Q3727042,Q968266
Q3727089,Q1525378
Q3727179,Q1265431
Q3727643,Q28915
Q3727740,Q81901857
Q3727900,Q81901857
Q3728578,Q2376830
Q3728611,Q28915
Q3728761,Q18340387
Q3728970,Q2314111
Q3729166,Q906092
Q3729173,Q906092
Q3729315,Q1081434
Q373067,Q454872
Q373436,Q13571873
Q374500,Q1584645
Q375157,Q738146
Q377733,Q10811213
Q382929,Q514515
Q383275,Q1607847
Q384846,Q389600
Q385185,Q132908
Q385723,Q28915
Q385814,Q478281
Q386467,Q230042
Q386866,Q630807
Q387649,Q2345384
Q388285,Q638999
Q3892877,Q2699864
Q390081,Q5711695
Q39023,Q310935
Q39277,Q723059
Q40427087,Q1082895
Q40429541,Q1590485
Q40430153,Q997394
Q40430224,Q997394
Q40430301,Q997394
Q40430384,Q1190005
Q40430462,Q1190005
Q40430532,Q1190005
Q40430611,Q1190005
Q40430695,Q1190005
Q40430963,Q1072218
Q40431055,Q583508
Q40431132,Q649859
Q40431301,Q1930678
Q40431386,Q1930678
Q40431476,Q2225590
Q40431555,Q1923293
Q40431637,Q1923293
Q40431724,Q1923293
Q40431812,Q1923293
Q40434196,Q2668204
Q40434269,Q2668189
Q40434371,Q2668189
Q40436469,Q1072218
Q40436532,Q27075518
Q40436624,Q1304473
Q40436711,Q1304473
Q40436797,Q1304473
Q40436915,Q607540
Q40437017,Q1588271
Q40437153,Q1588271
Q40437271,Q394708
Q40437378,Q3314462
Q40437918,Q806262
Q40437949,Q1445158
Q40438035,Q806262
Q40438077,Q1445158
Q40438198,Q27226
Q40438296,Q782023
Q40438394,Q782023
Q40438487,Q782023
Q40438588,Q782023
Q40438685,Q642685
Q40438787,Q26956
Q40438887,Q904790
Q40438974,Q904790
Q40439058,Q904790
Q40439135,Q3315243
Q40439725,Q848772
Q40439826,Q848772
Q40439940,Q848772
Q40440076,Q1300762
Q40440101,Q4876403
Q40440179,Q1300762
Q40440210,Q4876403
Q40440274,Q1300762
Q40440302,Q4876403
Q40440374,Q3319625
Q40440412,Q4876403
Q40440518,Q4876403
Q40440740,Q3389034
Q40440816,Q3315267
Q40440902,Q995602
Q40440995,Q995602
Q40441092,Q1305533
Q40441187,Q2668338
Q40441265,Q782023
Q40441441,Q782023
Q40441587,Q26956
Q40441703,Q904790
Q40441820,Q904790
Q40441939,Q904790
Q40442028,Q904790
Q40442057,Q372790
Q40442132,Q904790
Q40442170,Q372790
Q40442254,Q1590538
Q40442279,Q372790
Q40442371,Q1590538
Q40442406,Q955024
Q40442473,Q1590538
Q40442504,Q790643
Q40442576,Q1590302
Q40442600,Q790643
Q40442661,Q1590302
Q40442684,Q1268626
Q40442725,Q1590302
Q40442743,Q1268626
Q40442778,Q1590302
Q40442858,Q1590302
Q40442943,Q208707
Q40443000,Q208707
Q40443074,Q2669742
Q40444857,Q838924
Q40445885,Q1369768
Q40445991,Q1369768
Q40446045,Q1369768
Q40446854,Q179747
Q40446876,Q1273597
Q40447036,Q1587171
Q40447267,Q1535791
Q40447302,Q791200
Q40447535,Q1261701
Q40447627,Q832564
Q40447875,Q1306331
Q40447967,Q1306331
Q40448027,Q1306331
Q40448101,Q1306331
Q40448181,Q1318056
Q40448274,Q1318056
Q40448296,Q746019
Q40448313,Q1318056
Q40449221,Q1272719
Q40449340,Q1272719
Q40450300,Q1262205
Q40450377,Q1262205
Q40450397,Q817868
Q40450459,Q857875
Q40454683,Q1273813
Q40454805,Q1273813
Q40454966,Q817868
Q40455052,Q1264601
Q40455133,Q1264601
Q40455211,Q1268301
Q40455336,Q1261971
Q40455451,Q929962
Q40457163,Q427241
Q40457279,Q166985
Q40460555,Q775368
Q40460655,Q545006
Q40461162,Q1259739
Q40462188,Q1588513
Q40462650,Q842013
Q40462737,Q842013
Q40462828,Q842013
Q40462917,Q842013
Q40462981,Q842013
Q40463007,Q842013
Q40463071,Q842013
Q40463095,Q247159
Q40463144,Q842013
Q40463169,Q247159
Q40463249,Q247159
Q40463328,Q247159
Q40463419,Q247159
Q40463528,Q2225339
Q40463632,Q2225339
Q40463746,Q2225339
Q40463878,Q2225339
Q40464005,Q2225618
Q40464122,Q1934942
Q40464228,Q842020
Q40464332,Q842020
Q40464436,Q842020
Q40464581,Q842020
Q40464756,Q27075633
Q40464856,Q2225549
Q40464957,Q2225549
Q40465052,Q2225549
Q40465150,Q2827234
Q40465786,Q2827231
Q40466219,Q1052008
Q40467228,Q1083170
Q40467308,Q1083170
Q40467363,Q934147
Q40467384,Q1083170
Q40467469,Q841444
Q40467546,Q841444
Q40467664,Q841444
Q40467754,Q1080371
Q40467981,Q3382374
Q40468046,Q27074942
Q40468113,Q27074942
Q40468404,Q2729475
Q40468476,Q901986
Q40468570,Q201831
Q40468754,Q942728
Q40469202,Q28919243
Q40469965,Q867085
Q40470043,Q867085
Q40472791,Q1260919
Q40473492,Q1048555
Q40473688,Q629204
Q40473769,Q1589096
Q40473853,Q266761
Q40474517,Q1307485
Q40474586,Q26198
Q40474651,Q26198
Q40474721,Q26198
Q40474761,Q27075727
Q40474779,Q111674
Q40474844,Q25394
Q40474901,Q25394
Q40474965,Q25394
Q40475044,Q25394
Q40475114,Q1586680
Q40475185,Q420818
Q40475264,Q420818
Q40475336,Q922782
Q40476008,Q795554
Q40476631,Q25394
Q40477241,Q1264939
Q40477323,Q1264939
Q40477400,Q266761
Q40477465,Q266761
Q40477768,Q1089617
Q40477849,Q3315434
Q40477944,Q1589176
Q40478027,Q1589176
Q40478101,Q3314363
Q40478176,Q3314363
Q40478426,Q1077291
Q40478498,Q1034934
Q40478911,Q73700
Q40478969,Q73700
Q40479014,Q73700
Q40479120,Q838749
Q40479370,Q28872863
Q40479438,Q28872863
Q40479491,Q503807
Q40479510,Q918078
Q40479566,Q1024059
Q40479585,Q918078
Q40479635,Q1024059
Q40479658,Q918078
Q40479728,Q198837
Q40479810,Q198837
Q40479880,Q198837
Q40479904,Q503807
Q40479952,Q198837
Q40479971,Q503807
Q40480007,Q116986
Q40480021,Q198837
Q40480073,Q5400036
Q40480145,Q3315010
Q40480213,Q3726421
Q40480290,Q3726421
Q40480410,Q116986
Q40480468,Q854856
Q40480492,Q2229839
Q40480841,Q1589793
Q40481072,Q754042
Q40481152,Q903942
Q40481223,Q903942
Q40481285,Q780890
Q40481354,Q606886
Q40481432,Q606886
Q40481506,Q606886
Q40481574,Q1263488
Q40481925,Q282256
Q40482009,Q39277
Q40482109,Q31700
Q40482286,Q883043
Q40482363,Q1387037
Q40482448,Q542898
Q40482534,Q542898
Q40482628,Q670963
Q40482716,Q670963
Q40482806,Q670963
Q40482881,Q125134
Q40482949,Q125134
Q40483023,Q754042
Q40483107,Q754042
Q40483168,Q754042
Q40483211,Q1028431
Q40483227,Q754042
Q40483281,Q1317282
Q40483298,Q754042
Q40483441,Q754042
Q40483519,Q754042
Q40483586,Q754042
Q40483635,Q906558
Q40483656,Q754042
Q40483707,Q684078
Q40483730,Q754042
Q40483787,Q1273672
Q40483809,Q754042
Q40483865,Q942666
Q40484026,Q754042
Q40484094,Q754042
Q40484167,Q1586252
Q40484240,Q1586252
Q40484293,Q840098
Q40484312,Q1586252
Q40484361,Q1308728
Q40484385,Q655885
Q40484464,Q655885
Q40484549,Q655885
Q40485131,Q606886
Q40485214,Q890900
Q40485298,Q890900
Q40485448,Q585125
Q40485539,Q268810
Q40485617,Q268810
Q40485692,Q543325
Q40485768,Q543325
Q40485843,Q543325
Q40485923,Q268886
Q40486559,Q25334
Q40486575,Q1087793
Q40486625,Q25334
Q40486692,Q25334
Q40486964,Q1587882
Q40487027,Q2226046
Q40487114,Q25649286
Q40487208,Q1050978
Q40487235,Q1269603
Q40487420,Q583220
Q40487511,Q583220
Q40487598,Q934845
Q40487687,Q256018
Q40487713,Q1317282
Q40488398,Q997313
Q40489734,Q774382
Q40489941,Q1589248
Q40490013,Q1084869
Q40490098,Q1084869
Q40491264,Q1305983
Q40491283,Q2064800
Q40491359,Q2064800
Q40492095,Q25334
Q40492241,Q1050978
Q40492312,Q934845
Q40492400,Q1084995
Q40492977,Q3315662
Q40493047,Q1588950
Q40493110,Q3098479
Q40493168,Q3098479
Q40493259,Q31874611
Q40493512,Q25354
Q40493659,Q25354
Q40493843,Q204154
Q40493918,Q44109
Q40493971,Q1265228
Q40494039,Q1265228
Q40494111,Q1265228
Q40494175,Q1262659
Q40494241,Q27075625
Q40494306,Q769977
Q40494325,Q27442
Q40494371,Q841635
Q40494394,Q241499
Q40494443,Q281555
Q40494460,Q2226183
Q40494851,Q882870
Q40495007,Q1302540
Q40496446,Q1585047
Q40496849,Q27075716
Q40497017,Q1588596
Q40497086,Q1588596
Q40497309,Q790658
Q40497395,Q1269164
Q40497473,Q1270808
Q40497559,Q838793
Q40497644,Q838793
Q40497728,Q1637687
Q40498098,Q966162
Q40498139,Q2669101
Q40499858,Q1300593
Q40499954,Q281555
Q40501155,Q2828923
Q40501227,Q1273605
Q40501302,Q1259052
Q40501371,Q1259052
Q40501435,Q1260894
Q40501452,Q785007
Q40501506,Q1265078
Q40501522,Q785007
Q40501600,Q1265078
Q40501943,Q25267465
Q40502170,Q1585047
Q40502255,Q1585047
Q40502396,Q1073606
Q40502420,Q1073606
Q40502500,Q28831321
Q40502576,Q28831321
Q40502613,Q28831321
Q40502681,Q603915
Q40502770,Q1077362
Q40502848,Q1077355
Q40502936,Q560326
Q40503201,Q1302555
Q40503390,Q1029809
Q40503448,Q1304963
Q40503525,Q28920800
Q40506742,Q478632
Q40506811,Q1301701
Q40507007,Q1260153
Q40507212,Q1586281
Q40507289,Q1243481
Q40507372,Q335126
Q40507468,Q402531
Q40507562,Q402531
Q40507645,Q402531
Q40509465,Q27075362
Q40509806,Q570351
Q40510292,Q578352
Q40510479,Q876231
Q40510565,Q27075637
Q40510651,Q655016
Q40511563,Q605846
Q40511958,Q420840
Q40512019,Q420840
Q40512401,Q899755
Q40512852,Q480060
Q40512936,Q480060
Q40513026,Q1303002
Q40513239,Q2225329
Q40513323,Q829683
Q40514575,Q1268784
Q40514827,Q285855
Q40514830,Q285855
Q40514833,Q1588867
Q40514871,Q1080355
Q40515181,Q25984
Q40515201,Q1590939
Q40515256,Q27075551
Q40515278,Q1258942
Q40515338,Q841997
Q40515366,Q1258942
Q40515432,Q2229871
Q40515640,Q3321742
Q40515726,Q3321742
Q40515812,Q3726393
Q40515889,Q2668264
Q40515973,Q2668264
Q40516063,Q1262867
Q40516140,Q639178
Q40516219,Q834638
Q40516286,Q834638
Q40516369,Q1267414
Q40516438,Q31874439
Q40516847,Q3315428
Q40516949,Q3315428
Q40517692,Q3182170
Q40517834,Q3182119
Q40518103,Q790687
Q40518234,Q1318063
Q40518377,Q478632
Q40518504,Q478632
Q40518627,Q478632
Q40518752,Q478632
Q40518880,Q478632
Q40518967,Q1269270
Q40519358,Q2226198
Q40519720,Q27075225
Q40519800,Q1304997
Q40520391,Q251086
Q40520498,Q1586281
Q40521407,Q1586903
Q40521513,Q1584260
Q40521632,Q3727643
Q40521734,Q1274442
Q40522511,Q795531
Q40522594,Q795556
Q40522619,Q74225
Q40522681,Q795556
Q40522708,Q74225
Q40522768,Q1300537
Q40523152,Q283406
Q40523826,Q1306848
Q40524218,Q1589589
Q40524368,Q534838
Q40524564,Q2226344
Q40524699,Q2226344
Q40524833,Q2226344
Q40524969,Q25485
Q40525089,Q1591261
Q40525417,Q14683
Q40525556,Q1316022
Q40525692,Q1316022
Q40525845,Q466200
Q40525997,Q466200
Q40526130,Q1090157
Q40526258,Q1090157
Q40526390,Q1317241
Q40526539,Q862819
Q40526574,Q557447
Q40526705,Q557447
Q40527419,Q28740045
Q40527502,Q647138
Q40527535,Q28740045
Q40527664,Q28740002
Q40527788,Q28740002
Q40527902,Q28740002
Q40528030,Q28740002
Q40528224,Q28740002
Q40528342,Q281744
Q40528451,Q736313
Q40528496,Q281744
Q40528614,Q1317318
Q40528654,Q281744
Q40528754,Q1317318
Q40528794,Q2667669
Q40528929,Q2667669
Q40529060,Q31873698
Q40529199,Q31873698
Q40529362,Q31873698
Q40529384,Q741249
Q40529388,Q741249
Q40529460,Q741249
Q40529656,Q26755
Q40531698,Q25307
Q40531805,Q201106
Q40531912,Q201106
Q40532020,Q1273697
Q40532119,Q1273697
Q40532213,Q1273697
Q40532300,Q166171
Q40532395,Q1269775
Q40535230,Q282687
Q40535322,Q1264771
Q40535733,Q28114243
Q40535842,Q1048800
Q40535961,Q1048800
Q40537409,Q904932
Q40537492,Q904932
Q40537579,Q25399
Q40537672,Q201316
Q40537747,Q201316
Q40537803,Q540372
Q40537826,Q206540
Q40537885,Q540372
Q40537976,Q1272965
Q40538752,Q2746307
Q40539104,Q790623
Q40539205,Q26607
Q40540305,Q3315255
Q40540505,Q1042845
Q40540615,Q1259512
Q40542835,Q2229962
Q40543469,Q930270
Q40543889,Q220191
Q40543984,Q603124
Q40545789,Q976063
Q40546544,Q1934956
Q40548546,Q607143
Q40548583,Q383611
Q40548789,Q383611
Q40548879,Q2670949
Q40549011,Q864893
Q40549128,Q155869
Q40549227,Q920950
Q40549377,Q184820
Q40549460,Q3726383
Q40551654,Q1027429
Q40551684,Q898022
Q40551762,Q1027429
Q40551807,Q1261755
Q40551951,Q1261755
Q40552106,Q1265431
Q40554048,Q912081
Q40554201,Q11858961
Q40554420,Q11858961
Q40554592,Q1584260
Q40554771,Q672928
Q40554947,Q672928
Q40555129,Q672928
Q40555389,Q882923
Q40555538,Q882923
Q40555726,Q882923
Q40558225,Q934735
Q40558406,Q795556
Q40558651,Q1302367
Q40561632,Q1038419
Q40561794,Q3728131
Q40561952,Q3728131
Q40562222,Q27062493
Q40565272,Q188446
Q40565874,Q206089
Q40566577,Q206089
Q40566685,Q596278
Q40567078,Q1270101
Q40567190,Q1270101
Q40567304,Q1270101
Q40570313,Q650748
Q40570426,Q616770
Q40570843,Q28736197
Q40570985,Q1317356
Q40571661,Q1317767
Q40571784,Q1317767
Q40571914,Q1317767
Q40572056,Q1317767
Q40572166,Q1317767
Q40572383,Q1312414
Q40572584,Q3729712
Q40574266,Q1315068
Q40574409,Q12267883
Q40574470,Q1305124
Q40574518,Q891225
Q40575009,Q2667930
Q40575421,Q25242054
Q40575562,Q25242054
Q40575724,Q25242054
Q40575864,Q1953447
Q40575999,Q1953447
Q40576142,Q1953447
Q40576305,Q1953447
Q40576457,Q285064
Q40576995,Q1070522
Q40577027,Q1300679
Q40577099,Q619229
Q40577118,Q2093403
Q40577220,Q2093403
Q40577341,Q2093403
Q40577447,Q2093403
Q40577529,Q319545
Q40577557,Q2226344
Q40577650,Q1266727
Q40577686,Q22231582
Q40577789,Q1266727
Q40577828,Q22231582
Q40577921,Q1266727
Q40577958,Q22231582
Q40578029,Q1266727
Q40578055,Q25689712
Q40578143,Q1266727
Q40578178,Q25689712
Q40578319,Q25689712
Q40578469,Q25689712
Q40578668,Q25689712
Q40578790,Q25689712
Q40578910,Q25689712
Q40579034,Q22232931
Q40579142,Q22232931
Q40579246,Q22231749
Q40579339,Q20823397
Q40579447,Q20823397
Q40579555,Q20823397
Q40579734,Q20823397
Q40579829,Q22026587
Q40579937,Q22026587
Q40580043,Q2784527
Q40580177,Q2784527
Q40580265,Q589946
Q40580304,Q11328137
Q40580395,Q589946
Q40580432,Q25485
Q40580516,Q684348
Q40580800,Q25485
Q40581826,Q770366
Q40581849,Q25485
Q40581918,Q1591663
Q40581950,Q25485
Q40582029,Q1002576
Q40582062,Q25485
Q40582136,Q513026
Q40582171,Q25485
Q40582268,Q908489
Q40582303,Q25485
Q40582386,Q908489
Q40582424,Q25485
Q40582530,Q12268286
Q40582566,Q1591261
Q40582657,Q12268286
Q40582696,Q1589356
Q40582796,Q898019
Q40582839,Q1589356
Q40583142,Q26641
Q40583203,Q2784520
Q40585251,Q178942
Q40585409,Q2784520
Q40585545,Q2784520
Q40585692,Q1591215
Q40585820,Q27996206
Q40585943,Q27996206
Q40586064,Q2637671
Q40586214,Q2637671
Q40586310,Q1273578
Q40586342,Q2637671
Q40586443,Q1273578
Q40586594,Q1273578
Q40586630,Q1316022
Q40586692,Q1071571
Q40586704,Q1316022
Q40586709,Q1261628
Q40586719,Q1317241
Q40586853,Q1317241
Q40587080,Q541793
Q40587450,Q1070293
Q40587585,Q647138
Q40587715,Q647138
Q40587861,Q647138
Q40588881,Q665967
Q40588948,Q665967
Q40589143,Q665967
Q40589272,Q665967
Q40590484,Q1924765
Q40591039,Q948764
Q40591162,Q948764
Q40591283,Q948764
Q40592455,Q940854
Q40592587,Q1037999
Q40592652,Q1434396
Q40592767,Q1037999
Q40593040,Q599334
Q40593158,Q3090715
Q40593280,Q2670038
Q40594521,Q582770
Q40596105,Q2024733
Q40596205,Q739101
Q40596311,Q27075220
Q40596641,Q27652956
Q40596723,Q380225
Q40596970,Q1269523
Q40597061,Q1269523
Q40597157,Q739949
Q40597340,Q1263460
Q40598763,Q25307
Q40598859,Q1071828
Q40598959,Q1273697
Q40599075,Q1268557
Q40599173,Q1268557
Q40599261,Q1273456
Q40599447,Q152342
Q40599752,Q850014
Q40602098,Q956478
Q40602241,Q956478
Q40602327,Q1080486
Q40602404,Q610115
Q40602552,Q1062555
Q40613813,Q569157
Q40616336,Q569157
Q40630516,Q1271400
Q40636859,Q643836
Q40640319,Q273067
Q40640411,Q273067
Q40640489,Q273067
Q40643657,Q2982363
Q40645459,Q607143
Q40645564,Q607143
Q40645659,Q1315689
Q40645769,Q1315689
Q40645899,Q1315689
Q40646023,Q1315689
Q40646143,Q1315689
Q40646254,Q1315689
Q40646409,Q1315689
Q40648325,Q1037940
Q40648437,Q1037940
Q40650836,Q28872688
Q40651172,Q28860394
Q40651199,Q28860394
Q40651362,Q2314111
Q40651464,Q193807
Q40651476,Q193807
Q40653651,Q2399191
Q40653673,Q2376830
Q40653687,Q2376830
Q40653983,Q899824
Q40654141,Q13571873
Q40654149,Q13571873
Q40654183,Q740766
Q40654550,Q855800
Q40654581,Q2715993
Q40654588,Q2715993
Q40654604,Q2715993
Q40654614,Q2715993
Q40654665,Q2351914
Q40654683,Q14627405
Q40655272,Q371767
Q40655292,Q371767
Q40655300,Q371767
Q40655313,Q371767
Q40655605,Q21446520
Q40655716,Q2716296
Q40655788,Q23818622
Q40656113,Q328982
Q40656125,Q328982
Q40656498,Q1083905
Q40656703,Q230042
Q40656713,Q230042
Q40656909,Q1081434
Q40657104,Q56941
Q40657122,Q1081020
Q40657180,Q18340387
Q40657191,Q18340387
Q40657201,Q18340387
Q40657433,Q10804233
Q40657538,Q28861754
Q40657653,Q926314
Q40657663,Q926314
Q40657673,Q310935
Q40658188,Q10809242
Q40658197,Q10809242
Q40658217,Q38028436
Q40658413,Q28840266
Q40658584,Q1082541
Q40658766,Q906092
Q40658797,Q906092
Q40658882,Q28316918
Q40659522,Q3207233
Q40659582,Q132908
Q40659601,Q28878310
Q40659710,Q601997
Q40660727,Q1466322
Q40660735,Q1466322
Q40667043,Q188446
Q40667312,Q206089
Q40667432,Q206089
Q40667550,Q616831
Q40667664,Q616831
Q40667783,Q669647
Q40668452,Q596278
Q40668551,Q596278
Q40668658,Q283931
Q40675266,Q1589235
Q40675583,Q1589235
Q40677219,Q514887
Q40677370,Q514887
Q40677478,Q514887
Q40677929,Q545821
Q40678120,Q912111
Q40678247,Q912111
Q40678368,Q226128
Q40678472,Q128617
Q40678579,Q936460
Q40680103,Q258168
Q40680470,Q258168
Q40680558,Q319545
Q40680640,Q319545
Q40681456,Q767991
Q40681533,Q767991
Q40683168,Q1585839
Q40683238,Q1589013
Q40683314,Q184825
Q40684009,Q25234
Q40684104,Q25234
Q40684189,Q25234
Q40684279,Q25234
Q40684376,Q2670041
Q40684458,Q1002576
Q40684529,Q1002576
Q40684646,Q178942
Q40685248,Q537956
Q40685559,Q938142
Q40686239,Q1060592
Q40686372,Q1060592
Q40686477,Q665967
Q40687292,Q1146827
Q40687342,Q1146827
Q40688231,Q1272563
Q40688291,Q1272563
Q40688412,Q837572
Q40688506,Q837572
Q40688576,Q599334
Q40688639,Q599334
Q40688744,Q599334
Q40688995,Q599334
Q40689090,Q695723
Q40689182,Q695723
Q40689266,Q695723
Q40689360,Q695723
Q40689432,Q695961
Q40689512,Q25649368
Q40689601,Q2670038
Q4076570,Q283931
Q40975879,Q40650836
Q40978077,Q28872688
Q40978089,Q28872688
Q40978095,Q28872688
Q40978102,Q28872688
Q40978110,Q28872688
Q40978119,Q28872688
Q40978558,Q515217
Q40979092,Q583551
Q40979100,Q583551
Q40979107,Q583551
Q40979115,Q583551
Q40979123,Q583551
Q40979132,Q583551
Q40979141,Q583551
Q40979151,Q583551
Q40979309,Q369242
Q40979409,Q28860394
Q40979414,Q28860394
Q40979423,Q28860394
Q40979432,Q28860394
Q40979441,Q28860394
Q40979782,Q452054
Q40979791,Q452054
Q40979800,Q452054
Q40979810,Q452054
Q40979819,Q10732440
Q40980648,Q2715984
Q40980731,Q193807
Q40980740,Q193807
Q40980748,Q193807
Q40980757,Q193807
Q40980765,Q193807
Q40980774,Q193807
Q40980779,Q193807
Q40980788,Q193807
Q40980797,Q193807
Q40980804,Q193807
Q40980810,Q193807
Q40980818,Q193807
Q40980824,Q193807
Q40980833,Q193807
Q40980840,Q193807
Q40980848,Q193807
Q40980855,Q193807
Q40980864,Q193807
Q40981557,Q28861795
Q40982489,Q132900
Q40982496,Q132900
Q40982505,Q132900
Q40982513,Q132900
Q40982519,Q132900
Q40982527,Q132900
Q40982537,Q132900
Q40982544,Q132900
Q40982551,Q132900
Q40982558,Q132900
Q40982566,Q132900
Q40982576,Q132900
Q40982581,Q132900
Q40982588,Q132900
Q40982934,Q640049
Q40983201,Q1956383
Q40983211,Q1956383
Q40983220,Q1956383
Q40983228,Q1956383
Q40983238,Q1956383
Q40983249,Q1956383
Q40983256,Q1956383
Q40983261,Q1956383
Q40983272,Q1956383
Q40983281,Q1956383
Q40983291,Q1956383
Q40983301,Q1956383
Q40983309,Q1956383
Q40983319,Q1956383
Q40983332,Q1956383
Q40983339,Q1956383
Q40983348,Q1956383
Q40983355,Q1956383
Q40983365,Q1956383
Q40983374,Q1956383
Q40984539,Q278941
Q40985521,Q135923
Q40985527,Q135923
Q40985533,Q135923
Q40985747,Q859641
Q40986146,Q900889
Q40986153,Q900889
Q40986161,Q900889
Q40986170,Q900889
Q40986182,Q900889
Q40986191,Q900889
Q40986201,Q900889
Q40986210,Q900889
Q40986344,Q28807586
Q40986506,Q13462522
Q40986983,Q1088825
Q40986990,Q1088825
Q40986996,Q1088825
Q40987038,Q149041
Q40987046,Q149041
Q40987053,Q149041
Q40987082,Q2350191
Q40987169,Q3497147
Q40987186,Q3497147
