id	en_name	ja_name	en_aliases	ja_aliases	img_urls	taxon_rank	taxon_name	parent_taxon	BirdJPBookDB__data_audio_id	BirdJPBookDB__data_birdname	BirdResearchDB_label01_32k_audio_id	BirdResearchDB_label01_32k_birdname	JP	Research
Q208335	Red Phalarope	ハイイロヒレアシシギ	{'0': 'Red Phalarope', '1': 'Grey Phalarope'}	{}	{'0': 'https://www.wikidata.org/wiki/Q208335#/media/File:Phalaropus%20fulicarius%2010.jpg', '1': 'https://www.wikidata.org/wiki/Q208335#/media/File:Grey%20Phalarope.jpg'}	Q7432	Phalaropus fulicarius	Q253776	2_72	ハイイロヒレアシシギ			1	0
Q206630	Ortolan Bunting	ズアオホオジロ	{'0': 'Emberiza hortulana', '1': 'Ortolan Bunting'}	{}	{'0': 'https://www.wikidata.org/wiki/Q206630#/media/File:Ortolan%20bunting%20in%20Sierra%20de%20Guara,%20Aragon,%20Spain.jpg'}	Q7432	Emberiza hortulana	Q614481	5_46	ズアオホオジロ			1	0
Q19595747	Accipitrimorphae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q19595747#/media/File:Bald%20Eagle%20Portrait.jpg'}		Accipitrimorphae	Q15718604					0	0
Q205320	Buttonquail	ミフウズラ科	{'0': 'Turnicidae'}	{}	{'0': 'https://www.wikidata.org/wiki/Q205320#/media/File:Turnix%20sylvatica.jpg'}	Q35409	Turnicidae	Q25978					0	0
Q266107	Forest Wagtail	イワミセキレイ	{'0': 'Dendronanthus indicus', '1': 'Forest Wagtail'}	{}	{'0': 'https://www.wikidata.org/wiki/Q266107#/media/File:Forest%20Wagtail%204024.jpg'}	Q7432	Dendronanthus indicus	Q10754417	4_08	イワミセキレイ			1	0
Q44245	Coraciidae	ブッポウソウ科	{'0': 'Rollers'}	{'0': 'ブッポウソウ科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q44245#/media/File:Coracias%20garrulus%20-%20European%20roller%2002.jpg', '1': 'https://www.wikidata.org/wiki/Q44245#/media/File:Dollarbird%20Eurystomus%20orientalis%20by%20Dr.%20Raju%20Kasambe%20DSCN4782%20(1).JPG'}	Q35409	Coraciidae	Q484131					0	0
Q200339	Mandarin Duck	オシドリ	{'0': 'Aix galericulata', '1': 'Mandarin Duck', '2': 'Pato mandarín'}	{'0': '鴛鴦'}	{'0': 'https://www.wikidata.org/wiki/Q200339#/media/File:Aix%20galericulata%20-Bei%20Hai%20Park,%20Changqiao,%20Beijing,%20China%20-pair-8.jpg', '1': 'https://www.wikidata.org/wiki/Q200339#/media/File:Jardin%20de%20Gaston24.jpg'}	Q7432	Aix galericulata	Q131450	1_48	オシドリ	data01/oshidori_131204_sano_hirano.0001.wav	オシドリ	1	1
Q18851	Little Ringed Plover	コチドリ	{'0': 'Charadrius dubius', '1': 'Little Ringed Plover'}	{'0': 'Charadrius dubius'}	{'0': 'https://www.wikidata.org/wiki/Q18851#/media/File:Charadrius%20dubius%20(49820761043).jpg', '1': 'https://www.wikidata.org/wiki/Q18851#/media/File:Charadrius%20dubius%20-%20Little%20ringed%20plover%2005.jpg', '2': 'https://www.wikidata.org/wiki/Q18851#/media/File:Charadrius%20dubius%20-%20Little%20ringed%20plover%2006.jpg'}	Q7432	Charadrius dubius	Q736322	2_43	コチドリ	data01/kochidori_140514_tasuno_kuroda.0000.wav	コチドリ	1	1
Q162029	Lagopus	ライチョウ属	{'0': 'ptarmigan'}	{}	{'0': 'https://www.wikidata.org/wiki/Q162029#/media/File:Lagopus%20muta2.jpg'}	Q34740	Lagopus	Q201240					0	0
Q54696	Eurasian Collared Dove	シラコバト	{'0': 'Streptopelia decaocto', '1': 'Collared dove'}	{'0': 'Streptopelia decaocto'}	{'0': 'https://www.wikidata.org/wiki/Q54696#/media/File:Streptopelia%20decaocto,%20Hărman,%20România%20(34881606270).jpg', '1': 'https://www.wikidata.org/wiki/Q54696#/media/File:Eurasian%20Collared%20Dove%20Streptopelia%20decaocto%20by%20Dr.%20Raju%20Kasambe%20DSCN2357%20(3).jpg'}	Q7432	Streptopelia decaocto	Q30944	3_26	シラコバト	data01/shirakobato_120913_kasukabe_moriya.0000.wav	シラコバト	1	1
Q507383	House Crow	イエガラス	{'0': 'Corvus splendens'}	{}	{'0': 'https://www.wikidata.org/wiki/Q507383#/media/File:House-Crow444.jpg'}	Q7432	Corvus splendens	Q43365	6_34	イエガラス			1	0
Q18789	Ardeidae	サギ科	{'0': 'the heron family'}	{'0': 'サギ目'}	{'0': 'https://www.wikidata.org/wiki/Q18789#/media/File:Ardea%20cinerea%20EM1A2714%20(27349354381).jpg', '1': 'https://www.wikidata.org/wiki/Q18789#/media/File:Egretta%20thula1.jpg', '2': 'https://www.wikidata.org/wiki/Q18789#/media/File:2015-10-19%20Botaurus%20stellaris,%20Gosforth%20Park%205.jpg'}	Q35409	Ardeidae	Q19338					0	0
Q174088	Hawfinch	シメ	{'0': 'Coccothraustes coccothraustes', '1': 'hawfinch'}	{'0': 'シベリアシメ'}	{'0': 'https://www.wikidata.org/wiki/Q174088#/media/File:Coccothraustes%20coccothraustes%201%20(Martin%20Mecnarowski).jpg', '1': 'https://www.wikidata.org/wiki/Q174088#/media/File:Coccothraustes%20coccothraustes%201%20(Marek%20Szczepanek).jpg'}	Q7432	Coccothraustes coccothraustes	Q868144	6_14	シメ	data01/shime_0812_hyogo_kaji.0001.wav	シメ	1	1
Q25334	European Robin	ヨーロッパコマドリ	{'0': 'Erithacus rubecula', '1': 'robin', '2': 'robin redbreast', '3': 'redbreast'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25334#/media/File:Rouge%20gorge%20familier%20-%20crop%20(WB%20correction).jpg', '1': 'https://www.wikidata.org/wiki/Q25334#/media/File:Erithacus%20rubecula%20with%20cocked%20head.jpg', '2': 'https://www.wikidata.org/wiki/Q25334#/media/File:European%20robin%20(Erithacus%20rubecula)%20juvenile.jpg'}	Q7432	Erithacus rubecula	Q855800	4_39	ヨーロッパコマドリ			1	0
Q12265905	Kamchatka leaf warbler	オオムシクイ	{'0': 'Phylloscopus examinandus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q12265905#/media/File:Phylloscopus%20examinandus%2078282201.jpg'}	Q7432	Phylloscopus examinandus	Q214627			data01/oomushikui_110610_sapporo_namba.0010.wav	オオムシクイ	0	1
Q739050	Botaurus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q739050#/media/File:AmericanBittern23.jpg'}	Q34740	Botaurus	Q855133					0	0
Q25382	Eurasian Bullfinch	ウソ	{'0': 'Pyrrhula pyrrhula', '1': 'Bullfinch', '2': 'Common bullfinch', '3': 'Pope', '4': 'Eurasian Bullfinch'}	{'0': '鷽', '1': 'ベニバラウソ', '2': 'アカウソ'}	{'0': 'https://www.wikidata.org/wiki/Q25382#/media/File:Bullfinch%20male.jpg', '1': 'https://www.wikidata.org/wiki/Q25382#/media/File:Pyrrhula%20pyrrhula%20female%202.jpg', '2': 'https://www.wikidata.org/wiki/Q25382#/media/File:Dompap.jpg'}	Q7432	Pyrrhula pyrrhula	Q843173	6_13	ウソ	data01/uso_130403_muroran_kros.0006.wav	ウソ	1	1
Q853412	Short-tailed Albatross	アホウドリ	"{'0': 'Phoebastria albatrus', '1': ""Steller's albatross"", '2': 'Short-tailed Albatross'}"	{'0': 'オキノタユウ', '1': '沖の太夫', '2': '信天翁'}	{'0': 'https://www.wikidata.org/wiki/Q853412#/media/File:Short%20tailed%20Albatross1.jpg'}	Q7432	Phoebastria albatrus	Q370849	1_05	アホウドリ			1	0
Q76366	Sterna		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q76366#/media/File:Sterna%20hirundo%20(adult).jpg'}	Q34740	Sterna	Q875769					0	0
Q1262057	Barred Buttonquail	ミフウズラ	{'0': 'Turnix suscitator'}	{'0': 'Turnix suscitator'}	{'0': 'https://www.wikidata.org/wiki/Q1262057#/media/File:Barred%20buttonquail%20Nandihills%2018July2006bngbirds.jpg'}	Q7432	Turnix suscitator	Q1608770	2_24	ミフウズラ	data01/mifuuzuraf_130519_kiyamu_oshiro.0009.wav	ミフウズラ	1	1
Q3758978	Gavia	アビ属	{'0': 'Loon', '1': 'Diver'}	{'0': 'アビ科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q3758978#/media/File:PacificLoon24.jpg'}	Q34740	Gavia	Q21666					0	0
Q47549	Grus	ツル属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q47549#/media/File:Grus%20antigone%20-%2001.jpg', '1': 'https://www.wikidata.org/wiki/Q47549#/media/File:Common%20crane%20grus%20grus.jpg'}	Q34740	Grus	Q25365					0	0
Q2359014	Pluvialis		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q2359014#/media/File:Pluvialis%20dominica1.jpg'}	Q34740	Pluvialis	Q28449					0	0
Q330318	Yellow-browed Warbler	キマユムシクイ	{'0': 'Phylloscopus inornatus', '1': 'Yellow-browed Warbler'}	{}	{'0': 'https://www.wikidata.org/wiki/Q330318#/media/File:Phylloscopus%20inornatus%20Meet%20Again%20368583749%20crop.png'}	Q7432	Phylloscopus inornatus	Q214627	5_06	キマユムシクイ			1	0
Q855133	Botaurinae		{'0': 'bittern subfamily'}	{}	{'0': 'https://www.wikidata.org/wiki/Q855133#/media/File:American%20Bittern%20Seney%20NWR%201.jpg'}	Q164280	Botaurinae	Q18789					0	0
Q21948535	Dendrocopos noguchii	ノグチゲラ	{'0': 'Okinawa woodpecker'}	{}	{}	Q7432	Dendrocopos noguchii	Q723059	3_64	ノグチゲラ	data01/noguchigera_120419_yambaru_moriya.0004.wav	ノグチゲラ	1	1
Q18856	Terek Sandpiper	ソリハシシギ	{'0': 'Xenus cinereus', '1': 'Terek Sandpiper', '2': 'Terek sandpiper'}	{}	{'0': 'https://www.wikidata.org/wiki/Q18856#/media/File:Xenus%20cinereus%20(Alnus).jpg'}	Q7432	Xenus cinereus	Q18000478	2_61	ソリハシシギ			1	0
Q26050	thrush	ツグミ科	{'0': 'thrushes', '1': 'Turdidae'}	{'0': 'ホオジロ科', '1': 'ツグミ亜科 (Sibley)', '2': 'ヒタキ科'}	{'0': 'https://www.wikidata.org/wiki/Q26050#/media/File:Turdus%20viscivorus%20Brych%20y%20coed.jpg'}	Q35409	Turdidae	Q1179990					0	0
Q11848755	Grey-tailed Tattler	キアシシギ	{'0': 'Tringa brevipes', '1': 'Grey-tailed Tattler'}	{}	{'0': 'https://www.wikidata.org/wiki/Q11848755#/media/File:Tringa%20brevipes%20on%20rock.JPG', '1': 'https://www.wikidata.org/wiki/Q11848755#/media/File:Tringa%20brevipes.jpg'}	Q7432	Tringa brevipes	Q41972	2_59	キアシシギ	data01/kiashishigi_140515_tatsuno_kuroda.0000.wav	キアシシギ	1	1
Q501063	Red-whiskered Bulbul	コウラウン	{'0': 'Pycnonotus jocosus', '1': 'Red-whiskered Bulbul'}	{}	{'0': 'https://www.wikidata.org/wiki/Q501063#/media/File:Red-Whiskered%20Bulbul-1.jpg', '1': 'https://www.wikidata.org/wiki/Q501063#/media/File:Pycnonotus%20jocosus%20(1).jpg'}	Q7432	Pycnonotus jocosus	Q940685	6_55	コウラウン			1	0
Q4764	Common Crane	クロヅル	{'0': 'Eurasian Crane', '1': 'Common crane'}	{'0': '黒鶴'}	{'0': 'https://www.wikidata.org/wiki/Q4764#/media/File:2017.07.04.-01-Wendisch%20Rietz--Kranich.jpg'}	Q7432	Grus grus	Q47549	2_25	クロヅル			1	0
Q704987	Oriental Turtle Dove	キジバト	{'0': 'Streptopelia orientalis', '1': 'Oriental turtle-dove'}	{'0': 'ヤマバト', '1': 'リュウキュウキジバト'}	{'0': 'https://www.wikidata.org/wiki/Q704987#/media/File:Streptopelia%20orientalis3.jpg'}	Q7432	Streptopelia orientalis	Q30944	3_27	キジバト	data01/kijibato_120506_kokubunji_mju.0003.wav	キジバト	1	1
Q1589248	Mugimaki Flycatcher	ムギマキ	{'0': 'Ficedula mugimaki', '1': 'Mugimaki Flycatcher'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1589248#/media/File:Ficedula%20mugimaki%20-%20Khao%20Yai.jpg'}	Q7432	Ficedula mugimaki	Q388003	5_16	ムギマキ	data01/mugimaki_0905_hyogo_kaji.0001.wav	ムギマキ	1	1
Q135936	Amandava		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q135936#/media/File:Amandava%20amandava%20(VijayCavale).jpg'}	Q34740	Amandava	Q214462					0	0
Q305255	Lesser Sand Plover	メダイチドリ	{'0': 'Charadrius mongolus', '1': 'Mongolian Sand Plover', '2': 'Mongolian sand plover', '3': 'Lesser Sand Plover'}	{'0': 'Charadrius mongolus'}	{'0': 'https://www.wikidata.org/wiki/Q305255#/media/File:Charadrius%20mongolus%20P4233532.jpg', '1': 'https://www.wikidata.org/wiki/Q305255#/media/File:Charadrius%20mongolus%20-%20Laem%20Phak%20Bia.jpg'}	Q7432	Charadrius mongolus	Q736322	2_46	メダイチドリ	data01/medaichidori_120503_tatsuno_kuroda.0000.wav	メダイチドリ	1	1
Q1031335	Ardeinae	サギ亜科	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q1031335#/media/File:Heron%20-%20natures%20pics.jpg'}	Q164280	Ardeinae	Q18789					0	0
Q26416	Snow Bunting	ユキホオジロ	{'0': 'Plectrophenax nivalis', '1': 'snow bunting'}	{'0': 'オオユキホオジロ'}	{'0': 'https://www.wikidata.org/wiki/Q26416#/media/File:Plectrophenax%20nivalis%20P3130099.jpg'}	Q7432	Plectrophenax nivalis	Q1073197	5_59	ユキホオジロ			1	0
Q135990	Mearnsia		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q135990#/media/File:ChaeturaPicinaSmit.jpg'}	Q34740	Mearnsia	Q11725806					0	0
Q695723	Scaly Thrush	トラツグミ	{'0': 'Zoothera dauma', '1': 'Scaly Thrush'}	{'0': 'コトラツグミ', '1': '鵺鳥', '2': '虎鶫'}	{'0': 'https://www.wikidata.org/wiki/Q695723#/media/File:Scaly%20Thrush%20at%20Godwari,%20Kathmandu.jpg', '1': 'https://www.wikidata.org/wiki/Q695723#/media/File:Zoothera%20dauma%20-%20Ang%20Khang.jpg'}	Q7432	Zoothera dauma	Q842978	4_49	トラツグミ	data01/toratsugumi_110416_hahajima_mju.0002.wav	トラツグミ	1	1
Q214300	Aythya	ハジロ属	{}	{'0': 'スズガモ属'}	{'0': 'https://www.wikidata.org/wiki/Q214300#/media/File:Scaup,%20Aythya%20marila,%20Tjörnin%20Pond,%20Reykjavik.jpg', '1': 'https://www.wikidata.org/wiki/Q214300#/media/File:Canvasback%20pair2.jpg'}	Q34740	Aythya	Q27725					0	0
Q41181	Golden Eagle	イヌワシ	{'0': 'Aquila chrysaetos'}	{'0': '狗鷲', '1': '犬鷲', '2': '金鷲'}	{'0': 'https://www.wikidata.org/wiki/Q41181#/media/File:Беркут%20(Aquila%20chrysaetos).jpg'}	Q7432	Aquila chrysaetos	Q30085	2_14	イヌワシ			1	0
Q27074882	Yungipicus kizuki	コゲラ	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q27074882#/media/File:Dendrocopos%20kizuki%20on%20tree.JPG'}	Q7432	Yungipicus kizuki	Q1466322	3_70	コゲラ	data01/kogera_0906_hyogo_kaji.0009.wav	コゲラ	1	1
Q25429	Barn Swallow	ツバメ	{'0': 'Hirundo rustica', '1': 'swallow'}	{'0': 'つばめ', '1': 'ツバクラメ', '2': 'アカハラツバメ', '3': '燕'}	{'0': 'https://www.wikidata.org/wiki/Q25429#/media/File:Hirundo%20rustica%20gwennol.jpg', '1': 'https://www.wikidata.org/wiki/Q25429#/media/File:Landsvale.jpg', '2': 'https://www.wikidata.org/wiki/Q25429#/media/File:Barn%20Swallow%20(95504589).jpeg', '3': 'https://www.wikidata.org/wiki/Q25429#/media/File:Hirundo-rustica-001.jpg', '4': 'https://www.wikidata.org/wiki/Q25429#/media/File:Hirundo%20rustica%20-%20Barn%20Swallow%2012.jpg'}	Q7432	Hirundo rustica	Q28135	4_04	ツバメ	data01/rtsubame_120419_yona_moriya.0002.wav	ッツバメ	1	1
Q214571	Pine Grosbeak	ギンザンマシコ	{'0': 'Pinicola enucleator', '1': 'Pine Grosbeak'}	{'0': 'コバシギンザンマシコ'}	{'0': 'https://www.wikidata.org/wiki/Q214571#/media/File:Pinicola%20enucleator,%20Kotka,%20Finland%201.jpg', '1': 'https://www.wikidata.org/wiki/Q214571#/media/File:Pinicola%20enucleator,%20Kotka,%20Finland%206.jpg'}	Q7432	Pinicola enucleator	Q310865	6_10	ギンザンマシコ			1	0
Q25440	Great Cormorant	カワウ	{'0': 'Phalacrocorax carbo', '1': 'Cormorant', '2': 'Great Black Cormorant', '3': 'Black Cormorant', '4': 'Large Cormorant', '5': 'Black Shag'}	{'0': '川鵜', '1': '河鵜'}	{'0': 'https://www.wikidata.org/wiki/Q25440#/media/File:2021-05-05%20Phalacrocorax%20carbo%20carbo,%20Killingworth%20Lake,%20Northumberland%201-2.jpg', '1': 'https://www.wikidata.org/wiki/Q25440#/media/File:Phalacrocorax%20carbo%20(39763297602).jpg', '2': 'https://www.wikidata.org/wiki/Q25440#/media/File:Great%20Cormorant%20(189165133).jpeg', '3': 'https://www.wikidata.org/wiki/Q25440#/media/File:Phalacrocorax%20carbo%20Vic.jpg'}	Q7432	Phalacrocorax carbo	Q19401	1_14	カワウ	data01/kawau_121214_hyogo_kaji.0004.wav	カワウ	1	1
Q26490	Common Kestrel	チョウゲンボウ	{'0': 'Falco tinnunculus', '1': 'Eurasian Kestrel', '2': 'European Kestrel', '3': 'Old World Kestrel', '4': 'Windhover', '5': 'Common Kestrel'}	{'0': 'チョウセンチョウゲンボウ', '1': '長元坊'}	{'0': 'https://www.wikidata.org/wiki/Q26490#/media/File:Common%20kestrel%20falco%20tinnunculus.jpg', '1': 'https://www.wikidata.org/wiki/Q26490#/media/File:Common%20Kestrel%20Falco%20tinnunculus%20Tal%20Chappar%20Rajasthan%20India%2014.02.2013.jpg'}	Q7432	Falco tinnunculus	Q43489	2_18	チョウゲンボウ			1	0
Q838599	Uria	ウミガラス属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q838599#/media/File:ThickbilledMurre23.jpg'}	Q34740	Uria	Q28294					0	0
Q524343	Japanese Accentor	カヤクグリ	{'0': 'Prunella rubida'}	{}	{'0': 'https://www.wikidata.org/wiki/Q524343#/media/File:Prunella%20rubida%20in%20Mount%20Ontake.JPG'}	Q7432	Prunella rubida	Q3924795	4_33	カヤクグリ	data01/kayakuguri_100529_norikura_hotta.0006.wav	カヤクグリ	1	1
Q200989	Muscicapidae	ヒタキ科	{'0': 'Old World flycatcher', '1': 'flycatcher', '2': 'flycatcher family', '3': 'Old World flycatcher family'}	{'0': 'ヒタキ亜科'}	{'0': 'https://www.wikidata.org/wiki/Q200989#/media/File:2019-08-23%20Spotted%20Flycatcher,%20Town%20Moor,%20Newcastle,%20Northumberland%203.jpg', '1': 'https://www.wikidata.org/wiki/Q200989#/media/File:Kalahari%20Robin.jpg'}	Q35409	Muscicapidae	Q1179990					0	0
Q26733	Canada Goose	カナダガン	{'0': 'Branta canadensis', '1': 'Lesser Canada Goose', '2': 'Greater Canada Goose', '3': 'Canadian Geese', '4': 'Canada Goose', '5': 'Canada goose'}	{'0': 'カナダガモ', '1': 'ヒメシジュウカラガン', '2': 'オオカナダガン', '3': 'シジュウカラガン'}	"{'0': ""https://www.wikidata.org/wiki/Q26733#/media/File:Bernache%20du%20Canada,%20à%20l'Île%20Paton%20(2).jpg"", '1': 'https://www.wikidata.org/wiki/Q26733#/media/File:Canada%20Geese%20-%20Flickr%20-%20treegrow.jpg', '2': 'https://www.wikidata.org/wiki/Q26733#/media/File:Bernaches%20du%20Canada%2002.jpg'}"	Q7432	Branta canadensis	Q210416	1_35	カナダガン			1	0
Q843175	Naumann’s Thrush	ツグミ	{'0': 'Turdus naumanni'}	{'0': 'ハチジョウツグミ', '1': '鳥馬', '2': '鶫'}	"{'0': 'https://www.wikidata.org/wiki/Q843175#/media/File:Bandong.jpg', '1': ""https://www.wikidata.org/wiki/Q843175#/media/File:Naumann's%20Thrush%20in%20Temple%20of%20Heaven.JPG"", '2': 'https://www.wikidata.org/wiki/Q843175#/media/File:Turdus%20naumanni%20naumanni.jpg'}"	Q7432	Turdus naumanni	Q115661	4_58	ツグミ	data01/tsugumi_091110_nikko_hirano.0003.wav	ツグミ	1	1
Q25709	Eurasian Bittern	サンカノゴイ	{'0': 'Botaurus stellaris', '1': 'Bittern', '2': 'Great Bittern'}	{'0': 'Botaurus stellaris'}	{'0': 'https://www.wikidata.org/wiki/Q25709#/media/File:2015-10-19%20Botaurus%20stellaris,%20Gosforth%20Park%205.jpg'}	Q7432	Botaurus stellaris	Q739050	1_17	サンカノゴイ	data01/sankanogoi_070413_watarase_hirano.0000.wav	サンカノゴイ	1	1
Q3893145	Pandion		{'0': 'Ospreys'}	{}	{'0': 'https://www.wikidata.org/wiki/Q3893145#/media/File:OspreyNASA.jpg'}	Q34740	Pandion	Q28240					0	0
Q1401386	Caprimulginae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q1401386#/media/File:Large%20tailed%20Nightjar%20I%20IMG%208461.jpg'}	Q164280	Caprimulginae	Q27244					0	0
Q604910	Spodiopsar	ムクドリ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q604910#/media/File:Whitecheekedstarling.jpg'}	Q34740	Spodiopsar	Q185237					0	0
Q80362	Black Kite	トビ	{'0': 'Milvus migrans', '1': 'Black Kite'}	{'0': '鳶'}	{'0': 'https://www.wikidata.org/wiki/Q80362#/media/File:Milvus%20migrans%20front(ThKraft).jpg', '1': 'https://www.wikidata.org/wiki/Q80362#/media/File:2007-black-kite.jpg'}	Q7432	Milvus migrans	Q600204	2_03	トビ	data01/tobi_110308_watarase_hirano.0002.wav	トビ	1	1
Q1270485	Philippine Spine-tailed Swift	ハリオアマツバメ	{'0': 'Mearnsia picina'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1270485#/media/File:ChaeturaPicinaSmit.jpg'}	Q7432	Mearnsia picina	Q135990	3_49	ハリオアマツバメ			1	0
Q540883	Spilornis		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q540883#/media/File:Cresetedserpent-small.jpg', '1': 'https://www.wikidata.org/wiki/Q540883#/media/File:Crested%20Serpent%20Eagle-Spilornis%20cheela.jpg'}	Q34740	Spilornis	Q25510					0	0
Q25307	Common Magpie	カササギ	{'0': 'Pica pica', '1': 'common magpie', '2': 'magpie'}	{'0': '鵲', '1': 'カチガラス'}	{'0': 'https://www.wikidata.org/wiki/Q25307#/media/File:Pica%20pica%20-%20Compans%20Caffarelli%20-%202012-03-16.jpg', '1': 'https://www.wikidata.org/wiki/Q25307#/media/File:Sroka%20Pica%20Pica%20II.jpg', '2': 'https://www.wikidata.org/wiki/Q25307#/media/File:Magpie%20in%20Ladakh.JPG', '3': 'https://www.wikidata.org/wiki/Q25307#/media/File:Eurasian%20Magpie,%20Leh,%20Ladakh.jpg', '4': 'https://www.wikidata.org/wiki/Q25307#/media/File:Pica%20pica.jpg'}	Q7432	Pica pica	Q271634	6_30	カササギ	data01/kasasagi_130603_muroran_kros.0000.wav	カササギ	1	1
Q514809	Cockatiel	オカメインコ	{'0': 'Nymphicus hollandicus', '1': 'cockatiel'}	{}	{'0': 'https://www.wikidata.org/wiki/Q514809#/media/File:Wild%20cockatiel%20-%20panoramio.jpg', '1': 'https://www.wikidata.org/wiki/Q514809#/media/File:Cockateil.jpg', '2': 'https://www.wikidata.org/wiki/Q514809#/media/File:Cockateil%202%20(20125670450).jpg'}	Q7432	Nymphicus hollandicus	Q10801919	6_51	オカメインコ			1	0
Q218821	Egretta intermedia	チュウサギ	{}	{'0': '中鷺'}	{'0': 'https://www.wikidata.org/wiki/Q218821#/media/File:Egretta%20intermedia00.jpg', '1': 'https://www.wikidata.org/wiki/Q218821#/media/File:Egretta%20intermedia%20at%20the%20Adyar%20Poonga.jpg', '2': 'https://www.wikidata.org/wiki/Q218821#/media/File:Egretta%20intermedia%201%20-%20Christopher%20Watson.jpg'}	Q7432	Egretta intermedia	Q312272	1_27	チュウサギ			1	0
Q258964	Siberian Thrush	マミジロ	{'0': 'Siberian Thrush', '1': 'Zoothera sibirica', '2': 'Turdus sibiricus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q258964#/media/File:Geokichla%20sibirica.jpg', '1': 'https://www.wikidata.org/wiki/Q258964#/media/File:Turdus%20sibiricus.jpg'}	Q7432	Geokichla sibirica	Q26030	4_51	マミジロ	data01/mamijiro_070522_kanuma_hirano.0000.wav	マミジロ	1	1
Q3066642	Amami Thrush	オオトラツグミ	{'0': 'Zoothera major'}	{}	{'0': 'https://www.wikidata.org/wiki/Q3066642#/media/File:Zoothera%20major%20cropped.jpg'}	Q7432	Zoothera major	Q842978	4_50	オオトラツグミ			1	0
Q73578	Dark-sided Flycatcher	サメビタキ	{'0': 'Muscicapa sibirica', '1': 'Dark-sided Flycatcher'}	{}	{'0': 'https://www.wikidata.org/wiki/Q73578#/media/File:Dark-sided%20Flycatcher%20on%20branch.jpg'}	Q7432	Muscicapa sibirica	Q1088541	5_21	サメビタキ	data01/samebitaki_080704_doto_kuroda.0003.wav	サメビタキ	1	1
Q292956	Aethia		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q292956#/media/File:Aethia%20pygmaea3.jpg'}	Q34740	Aethia	Q28294					0	0
Q26691	Red-throated Diver	アビ	{'0': 'Red-throated diver', '1': 'Gavia stellata'}	{}	{'0': 'https://www.wikidata.org/wiki/Q26691#/media/File:Gavia%20stellata%20-Iceland%20-swimming-8.jpg', '1': 'https://www.wikidata.org/wiki/Q26691#/media/File:RedthroatedLoon23.jpg'}	Q7432	Gavia stellata	Q3758978	1_01	アビ			1	0
Q1586258	Gray Bunting	クロジ	{'0': 'Emberiza variabilis', '1': 'Gray Bunting'}	{'0': '黒鵐'}	{'0': 'https://www.wikidata.org/wiki/Q1586258#/media/File:Emberiza%20variabilis%20(male).JPG', '1': 'https://www.wikidata.org/wiki/Q1586258#/media/File:クロジ%20メス%20Emberiza%20variabilis%20(0s7).JPG'}	Q7432	Emberiza variabilis	Q614481	5_56	クロジ	data01/kurojii_090620_osado_mju.0002.wav	クロジ	1	1
Q768140	Glaucous-winged Gull	ワシカモメ	{'0': 'Larus glaucescens', '1': 'Glaucous-winged Gull'}	{}	{'0': 'https://www.wikidata.org/wiki/Q768140#/media/File:Larous%20glaucescens%20-%20glaucous-winged%20gull%20on%20Fraser%20River.jpg', '1': 'https://www.wikidata.org/wiki/Q768140#/media/File:Glaucous-winged%20Gull%20RWD1.jpg'}	Q7432	Larus glaucescens	Q1887740			data01/washikamome_140122_nemuro_mju.0001.wav	ワシカモメ	0	1
Q15631675	Dipper	カワガラス科	{'0': 'Cinclidae'}	{}	{'0': 'https://www.wikidata.org/wiki/Q15631675#/media/File:Cinclus%20mexicanus%20FWS.jpg'}	Q35409	Cinclidae	Q1179990					0	0
Q194240	Passeri	スズメ亜目	{'0': 'songbirds', '1': 'songbird'}	{'0': '鳴禽類', '1': 'スズメ亜目 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q194240#/media/File:Eastern%20yellow%20robin%20(Victoria,%20Australia%202008).jpg'}	Q5867959	Passeri	Q25341					0	0
