id	en_name	ja_name	en_aliases	ja_aliases	img_urls	taxon_rank	taxon_name	parent_taxon	BirdJPBookDB__data_audio_id	BirdJPBookDB__data_birdname	BirdResearchDB_label01_32k_audio_id	BirdResearchDB_label01_32k_birdname	JP	Research
Q22007593	Inopinaves		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q22007593#/media/File:4%20day%20trip%20to%20La%20Selva%20Lodge%20on%20the%20Napo%20River%20in%20the%20Amazon%20jungle%20of%20E.%20Ecuador%20-%20Hoatzin%20(Opisthocomus%20hoazin)%20-%20(26592958760).jpg'}		Inopinaves	Q2330918					0	0
Q852860	Munia	キンパラ属	{'0': 'Lonchura'}	{}	{'0': 'https://www.wikidata.org/wiki/Q852860#/media/File:Chestnut-breasted%20Mannikin444.jpg', '1': 'https://www.wikidata.org/wiki/Q852860#/media/File:Black-and-white%20Mannikin%20(Lonchura%20bicolor).jpg'}	Q34740	Lonchura	Q214462					0	0
Q3888717	Troglodytes		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q3888717#/media/File:Troglodytes%20musculus.jpg'}	Q34740	Troglodytes	Q208304					0	0
Q25961	Eurasian Skylark	ヒバリ	{'0': 'Alauda arvensis', '1': 'Skylark', '2': 'Eurasian Skylark'}	{'0': 'カラフトチュウヒバリ', '1': 'オオヒバリ', '2': '雲雀', '3': '鸙', '4': '告天子'}	{'0': 'https://www.wikidata.org/wiki/Q25961#/media/File:Skylark%202,%20Lake%20District,%20England%20-%20June%202009.jpg'}	Q7432	Alauda arvensis	Q378278	4_02	ヒバリ	data01/hibari_100528_nasumachi.0001.wav	ヒバリ	1	1
Q28294	Alcidae	ウミスズメ科	{'0': 'the auk family', '1': 'auk', '2': 'alcid'}	{}	{'0': 'https://www.wikidata.org/wiki/Q28294#/media/File:Parakeetauklets2.jpg'}	Q35409	Alcidae	Q7129481					0	0
Q18875	Common Tern	アジサシ	{'0': 'Sterna hirundo', '1': 'Common Tern'}	{'0': 'アカアシアジサシ'}	{'0': 'https://www.wikidata.org/wiki/Q18875#/media/File:Charrán%20Común%20(Sterna%20hirundo%20hirundo)%20(7032870869).jpg', '1': 'https://www.wikidata.org/wiki/Q18875#/media/File:Fisktärna%20-%20Common%20Tern%20(8699031844).jpg'}	Q7432	Sterna hirundo	Q76366	3_10	アジサシ			1	0
Q25422	Great Crested Grebe	カンムリカイツブリ	{'0': 'Podiceps cristatus', '1': 'tippet grebe', '2': 'gaunt'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25422#/media/File:Haubentaucher%20(49)%20(34640834430).jpg', '1': 'https://www.wikidata.org/wiki/Q25422#/media/File:Great%20Crested%20Grebe%20carries%20her%20chick%20on%20her%20back.jpg', '2': 'https://www.wikidata.org/wiki/Q25422#/media/File:Podiceps%20cristatus%20(eating%20crab).jpg'}	Q7432	Podiceps cristatus	Q1237815	1_04	カンムリカイツブリ	data01/kanmurikaitsu_120417ogawara_mikami.0009.wav	カンムリカイツブリ	1	1
Q1193281	Periparus	ヒガラ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q1193281#/media/File:Parus%20ater%202%20(Marek%20Szczepanek).jpg'}	Q34740	Periparus	Q168473					0	0
Q62168788	Styan's Grasshopper Warbler	ウチヤマセンニュウ	{'0': 'Helopsaltes pleskei'}	{}	{}	Q7432	Helopsaltes pleskei	Q51670098	4_70	ウチヤマセンニュウ			1	0
Q679123	Slaty-legged Crake	オオクイナ	{'0': 'Rallina eurizonoides', '1': 'Slaty-legged Crake'}	{}	{'0': 'https://www.wikidata.org/wiki/Q679123#/media/File:Slaty-legged%20Crake%20(%20Rallina%20eurizonoides).jpg'}	Q7432	Rallina eurizonoides	Q979624	2_33	オオクイナ			1	0
Q25740	Eurasian Wren	ミソサザイ	{'0': 'Troglodytes troglodytes', '1': 'Wren', '2': 'Eurasian Wren'}	{'0': 'ダイトウミソサザイ', '1': 'モスケミソサザイ', '2': 'オガワミソサザイ', '3': '鷦鷯'}	{'0': 'https://www.wikidata.org/wiki/Q25740#/media/File:Eurasian%20wren%20(Troglodytes%20troglodytes).jpg', '1': 'https://www.wikidata.org/wiki/Q25740#/media/File:Troglodytes%20troglodytes%20fumigatus.JPG'}	Q7432	Troglodytes troglodytes	Q3888717	4_31	モスケミソサザイ	data01/mosukemiso_160701_miyake_kuroda.0004.wav	モスケミソサザイ	1	1
Q58958	Sanderling	ミユビシギ	{'0': 'Calidris alba'}	{'0': 'Calidris alba'}	{'0': 'https://www.wikidata.org/wiki/Q58958#/media/File:2014-05-25%20Sanderling,%20Paignton%20Beach,%20Devon%201.jpg', '1': 'https://www.wikidata.org/wiki/Q58958#/media/File:Calidris-alba-001.jpg'}	Q7432	Calidris alba	Q30838	2_54	ミユビシギ			1	0
Q1075576	Himalayan Cuckoo	ツツドリ	{'0': 'Cuculus saturatus', '1': 'Himalayan Cuckoo'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1075576#/media/File:Cuculus%20saturatus%20Yongkola%20Bhutan%201.jpg', '1': 'https://www.wikidata.org/wiki/Q1075576#/media/File:Cuculus%20saturatus%20Yongkola%20Bhutan%202.jpg'}	Q7432	Cuculus saturatus	Q746658	3_34	ツツドリ	data01/tsutsudori_060623_hokkaidou_kaji.0021.wav	ツツドリ	1	1
Q631805	Painted Stork	インドトキコウ	{'0': 'Mycteria leucocephala', '1': 'Painted Stork'}	{}	{'0': 'https://www.wikidata.org/wiki/Q631805#/media/File:Mycteria%20leucocephala%20-%20Pak%20Thale.jpg', '1': 'https://www.wikidata.org/wiki/Q631805#/media/File:Painted%20stork%20foraging.jpg'}	Q7432	Mycteria leucocephala	Q1180273	6_40	インドトキコウ			1	0
Q172093	Greater White-fronted Goose	マガン	{'0': 'Anser albifrons', '1': 'white-fronted goose'}	{'0': '真雁'}	{'0': 'https://www.wikidata.org/wiki/Q172093#/media/File:Anser%20albifrons%20albifrons%20Swallow%20Pond%202.jpg', '1': 'https://www.wikidata.org/wiki/Q172093#/media/File:Anser%20albifrons%2030050.JPG', '2': 'https://www.wikidata.org/wiki/Q172093#/media/File:2020-03-04%20Anser%20albifrons%20flavirostris,%20Gosforth%20Park,%20Northumberland%2007.jpg', '3': 'https://www.wikidata.org/wiki/Q172093#/media/File:Greater%20white-fronted%20goose%20(Anser%20albifrons)%20in%20flight.jpg'}	Q7432	Anser albifrons	Q183361	1_38	マガン	data01/magan_111008_miyajimanuma_namba.0000.wav	マガン	1	1
Q20754771	Common Redpoll	ベニヒワ	{'0': 'Mealy Redpoll', '1': 'Acanthis flammea', '2': 'Carduelis flammea', '3': 'common redpoll'}	{}	{'0': 'https://www.wikidata.org/wiki/Q20754771#/media/File:Acanthis%20flammea,%20Kotka,%20Finland%203.jpg', '1': 'https://www.wikidata.org/wiki/Q20754771#/media/File:Acanthis%20flammea,%20Kotka,%20Finland%202.jpg', '2': 'https://www.wikidata.org/wiki/Q20754771#/media/File:Carduelis%20flammea%20CT6.jpg'}	Q7432	Acanthis flammea	Q2822501	6_05	ベニヒワ	data01/benihiwa_140121_nemuro_mju.0005.wav	ベニヒワ	1	1
Q156767	Eurasian nuthatch	ゴジュウカラ	{'0': 'Wood nuthatch', '1': 'Sitta europaea'}	{'0': 'キュウシュウゴジュウカラ', '1': '五十雀', '2': 'シロハラゴジュウカラ', '3': 'Sitta europaea'}	{'0': 'https://www.wikidata.org/wiki/Q156767#/media/File:Sitta%20europaea%20europaea,%20Slottsskogen,%20Göteborg,%20Sweden%203.jpg', '1': 'https://www.wikidata.org/wiki/Q156767#/media/File:Nuthatch%20(Sitta%20europaea),%20Parc%20de%20Woluwé,%20Brussels.jpg'}	Q7432	Sitta europaea	Q858577	5_37	シロハラゴジュウカラ	data01/gojukarahina_140514_kyoto_kaji.0000.wav	ゴジュウカラ	1	1
Q3315640	White-browed Laughingthrush	カオジロガビチョウ	{'0': 'Garrulax sannio', '1': 'White-browed Laughingthrush'}	{}	{'0': 'https://www.wikidata.org/wiki/Q3315640#/media/File:Garrulax%20sannio.jpg'}	Q7432	Garrulax sannio	Q644294	6_61	カオジロガビチョウ	data01/kaojirogabicho_20140410_watarase_hirano.0000.wav	カオジロガビチョウ	1	1
Q31448	Cacatuidae	オウム	{'0': 'cockatoo family', '1': 'cockatoo'}	{'0': 'オウム科'}	{'0': 'https://www.wikidata.org/wiki/Q31448#/media/File:Eolophus%20roseicapilla%20-Wamboin,%20NSW,%20Australia%20-adult-8-2cp.jpg'}	Q35409	Cacatuidae	Q31431					0	0
Q27074615	Intermediate Egret / Ardea intermedia	チュウサギ	{'0': 'Intermediate Egret', '1': 'Egretta intermedia', '2': 'Mesophoyx intermedia'}	{}	{'0': 'https://www.wikidata.org/wiki/Q27074615#/media/File:Mesophoyx%20intermedia%202%20-%20Laem%20Pak%20Bia.jpg'}	Q7432	Ardea intermedia	Q310853	1_27	チュウサギ			1	0
Q310853	Ardea	アオサギ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q310853#/media/File:Héron%20cendré%20dans%20le%20parc%20de%20Bercy.jpg', '1': 'https://www.wikidata.org/wiki/Q310853#/media/File:Goliath%20Heron,%20Ardea%20goliath%20at%20Marievale%20Nature%20Reserve,%20Gauten%20(43682842260).jpg', '2': 'https://www.wikidata.org/wiki/Q310853#/media/File:Great%20Blue%20Heron%20On%20Rock1.jpg'}	Q34740	Ardea	Q1031335					0	0
Q25439	Picidae	キツツキ科	{'0': 'woodpecker family'}	{'0': 'アリスイ亜科', '1': 'キツツキ亜科'}	{'0': 'https://www.wikidata.org/wiki/Q25439#/media/File:2014-04-14%20Picus%20viridis,%20Gosforth%20Park%201.jpg', '1': 'https://www.wikidata.org/wiki/Q25439#/media/File:Melanerpes%20striatus001.jpg', '2': 'https://www.wikidata.org/wiki/Q25439#/media/File:Dendrocopos%20major01.jpg'}	Q35409	Picidae	Q25934					0	0
Q768526	Tyranni	タイランチョウ亜目	{}	{'0': '亜鳴禽類', '1': '亜鳴禽亜目'}	{'0': 'https://www.wikidata.org/wiki/Q768526#/media/File:Scissortailedfly700.JPG'}	Q5867959	Tyranni	Q25341					0	0
Q589154	Vega Gull	セグロカモメ	{'0': 'Larus vegae'}	{}	{'0': 'https://www.wikidata.org/wiki/Q589154#/media/File:Larus%20vegae.jpg'}	Q7432	Larus vegae	Q1887740	3_03	セグロカモメ	data01/segurokamome_110208_sado_mju.0001.wav	セグロカモメ	1	1
Q27075786	Grey-capped Greenfinch	カワラヒワ	{'0': 'Oriental greenfinch', '1': 'Chloris sinica', '2': 'Grey-capped Greenfinch'}	{'0': 'Chloris sinica'}	{'0': 'https://www.wikidata.org/wiki/Q27075786#/media/File:Grey-capped%20Greenfinch,%20Longquanyi,%20Chengdu,%20Sichuan,%20China%201.jpg'}	Q7432	Chloris sinica	Q9189957	6_03	カワラヒワ	data01/kawarahiwa_100624_utsunomiya.0018.wav	カワラヒワ	1	1
Q1152577	Eastern Buzzard	ノスリ	{'0': 'Eastern buzzard', '1': 'Eastern Buzzard'}	{'0': 'オガサワラノスリ', '1': 'ダイトウノスリ', '2': '糞鳶', '3': '鵟'}	{'0': 'https://www.wikidata.org/wiki/Q1152577#/media/File:Buteo%20japonicus1.jpg', '1': 'https://www.wikidata.org/wiki/Q1152577#/media/File:Buteo%20vulgaris%20japonicus%20Fauna%20Japonica.jpg'}	Q7432	Buteo japonicus	Q235152	2_11	オガサワラノスリ	data01/nosuri_130407_aomori_kuroda.0007.wav	ノスリ	1	1
Q673853	Leucosticte		{'0': 'Mountain Finch'}	{}	{'0': 'https://www.wikidata.org/wiki/Q673853#/media/File:Gray-Crowned%20Rosy-Finch.jpg'}	Q34740	Leucosticte	Q667490					0	0
Q208763	African Sacred Ibis	アフリカクロトキ	{'0': 'Threskiornis aethiopicus', '1': 'Sacred ibis', '2': 'ibis'}	{}	{'0': 'https://www.wikidata.org/wiki/Q208763#/media/File:Threskiornis%20aethiopicus%20-Mida%20Creek%20mud%20flats,%20Kenya-8.jpg'}	Q7432	Threskiornis aethiopicus	Q917005	6_41	アフリカクロトキ			1	0
Q863604	Syrmaticus	ヤマドリ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q863604#/media/File:Syrmaticus%20humiae.jpg', '1': 'https://www.wikidata.org/wiki/Q863604#/media/File:Königsfasan%20(Syrmaticus%20reevesii).jpg'}	Q34740	Syrmaticus	Q974811					0	0
Q15111715	Cyanoptila		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q15111715#/media/File:Blue-and-white%20Flycatcher.jpg'}	Q34740	Cyanoptila	Q200989					0	0
Q1272534	Janpanese Scops Owl	オオコノハズク	{'0': 'Otus semitorques', '1': 'Janpanese Scops Owl'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1272534#/media/File:リュウキュウオオコノハズク.jpg'}	Q7432	Otus semitorques	Q832329	3_43	オオコノハズク			1	0
Q1076007	Meadow Bunting	ホオジロ	{'0': 'Emberiza cioides', '1': 'Meadow Bunting'}	{'0': '頬白', '1': '黄道眉', '2': '画眉鳥'}	{'0': 'https://www.wikidata.org/wiki/Q1076007#/media/File:Emberiza%20cioides%20male.JPG'}	Q7432	Emberiza cioides	Q614481	5_45	ホオジロ	data01/hoojiro_130604_kyohto_kaji.0001.wav	ホオジロ	1	1
Q26459	Anas penelope	ヒドリガモ	{'0': 'Wigeon', '1': 'Eurasian Wigeon'}	{}	{'0': 'https://www.wikidata.org/wiki/Q26459#/media/File:Wigeon%20(Anas%20penelope)%20(1).jpg'}	Q7432	Anas penelope	Q214264	1_53	ヒドリガモ	data01/hidorigamo_0801_hyogo_kaji.0005.wav	ヒドリガモ	1	1
Q188877	Brambling	アトリ	{'0': 'Fringilla montifringilla', '1': 'brambling'}	{'0': '花鶏', '1': 'Fringilla montifringilla'}	{'0': 'https://www.wikidata.org/wiki/Q188877#/media/File:Fringilla%20montifringilla%202%20(Marek%20Szczepanek).jpg', '1': 'https://www.wikidata.org/wiki/Q188877#/media/File:Fringilla%20montifringilla%20-Poland%20-male-8.jpg'}	Q7432	Fringilla montifringilla	Q581391	6_02	アトリ	data01/atori_120323_utsunomiya_hirano.0004.wav	アトリ	1	1
Q6377551	Pernis		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q6377551#/media/File:Wespenbussard%20European%20honey%20buzzard%20Pernis%20apivorus,%20crop.jpg', '1': 'https://www.wikidata.org/wiki/Q6377551#/media/File:Oriental%20Honey-buzzard%20(Male)%20I%20IMG%209740.jpg'}	Q34740	Pernis	Q25510					0	0
Q940115	Accipitrinae	ハイタカ亜科	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q940115#/media/File:Northern%20Goshawk%20ad%20M2.jpg', '1': 'https://www.wikidata.org/wiki/Q940115#/media/File:Shikra1.jpg'}	Q164280	Accipitrinae	Q25510					0	0
Q27075456	Horornis diphone	ウグイス	{'0': 'Japanese bush warbler'}	{'0': '鶯', '1': 'うぐいす'}	{'0': 'https://www.wikidata.org/wiki/Q27075456#/media/File:Cettia%20diphone%20(crying).JPG'}	Q7432	Horornis diphone	Q9293884	4_63	ウグイス	data01/uguisu_110417_hahajima_mju.0003.wav	ウグイス	1	1
Q217272	Glareolidae	ツバメチドリ科	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q217272#/media/File:Small%20pranticole.jpg'}	Q35409	Glareolidae	Q25978					0	0
Q431179	Treron	アオバト属	{'0': 'Green pigeon genus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q431179#/media/File:Thick-billed%20Green%20Pigeon.jpg'}	Q34740	Treron	Q10856					0	0
Q26452	Bean Goose	ヒシクイ	{'0': 'Bean Goose', '1': 'Anser fabilis'}	{'0': 'ヌマタロウ', '1': 'ヒメヒシクイ', '2': '菱喰', '3': '鴻', '4': 'オオヒシクイ', '5': '沼太郎'}	{'0': 'https://www.wikidata.org/wiki/Q26452#/media/File:Sædgås%20(Anser%20fabalis).jpg'}	Q7432	Anser fabalis	Q183361	1_41	オオヒシクイ	data01/hishikui_111029_osatsu_namba.0000.wav	ヒシクイ	1	1
Q13426919	Vanellus		{'0': 'Lapwings'}	{}	{'0': 'https://www.wikidata.org/wiki/Q13426919#/media/File:Northern-Lapwing-Vanellus-vanellus%20crop.jpg', '1': 'https://www.wikidata.org/wiki/Q13426919#/media/File:Vanellus-chilensis-001.jpg'}	Q34740	Vanellus	Q289448					0	0
Q208334	Alpine Accentor	イワヒバリ	{'0': 'Prunella collaris'}	{}	{'0': 'https://www.wikidata.org/wiki/Q208334#/media/File:Alpine%20accentor%20saganta.jpg', '1': 'https://www.wikidata.org/wiki/Q208334#/media/File:Prunella%20collaris.jpg'}	Q7432	Prunella collaris	Q3924795	4_32	イワヒバリ			1	0
Q754660	Falconinae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q754660#/media/File:Falco%20columbarius%20NAUMANN.jpg', '1': 'https://www.wikidata.org/wiki/Q754660#/media/File:Falco%20peregrinus%20-Nova%20Scotia,%20Canada%20-eating-8.jpg'}	Q164280	Falconinae	Q21744					0	0
Q19597378	Gruae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q19597378#/media/File:Hoatzin%20in%20Peru.jpg'}		Gruae	Q19598418					0	0
Q1088541	Muscicapa		{'0': 'Typical flycatchers'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1088541#/media/File:SpottedFlycatcheronfence.jpg'}	Q34740	Muscicapa	Q200989					0	0
Q278968	Arinae		{'0': 'the Neotropical parrots'}	{}	{'0': 'https://www.wikidata.org/wiki/Q278968#/media/File:Blue-and-Yellow-Macaw.jpg', '1': 'https://www.wikidata.org/wiki/Q278968#/media/File:Macaw-jpatokal.jpg'}	Q164280	Arinae	Q8327					0	0
Q12262524	Sakhain Grasshopper Warbler	エゾセンニュウ	{'0': 'Locustella amnicola', '1': 'Sakhain Grasshopper Warbler'}	{}	{'0': 'https://www.wikidata.org/wiki/Q12262524#/media/File:Locustella%20amnicola%20Hokkaido%20Japan.jpg'}	Q7432	Locustella amnicola	Q850925	4_68	エゾセンニュウ			1	0
Q26552	Red Crossbill	イスカ	{'0': 'Common Crossbill', '1': 'red crossbill'}	{}	{'0': 'https://www.wikidata.org/wiki/Q26552#/media/File:Loxia%20curvirostra%20-Karwendel%20mountains,%20Austria.jpg', '1': 'https://www.wikidata.org/wiki/Q26552#/media/File:Red%20Crossbill%20(Female).jpg'}	Q7432	Loxia curvirostra	Q339517	6_11	イスカ	data01/isuka_120327_shimokita_mikami.0003.wav	イスカ	1	1
Q18837	Wood Sandpiper	タカブシギ	{'0': 'Tringa glareola', '1': 'Wood Sandpiper'}	{}	{'0': 'https://www.wikidata.org/wiki/Q18837#/media/File:Liro%20uimarannalla.jpg', '1': 'https://www.wikidata.org/wiki/Q18837#/media/File:Tringa%20glareola%20-%20Laem%20Phak%20Bia.jpg', '2': 'https://www.wikidata.org/wiki/Q18837#/media/File:Tringa%20glareola%20-%20Wood%20Sandpiper%2009.jpg'}	Q7432	Tringa glareola	Q41972	2_58	タカブシギ			1	0
Q19159	Tetrapoda	四肢動物	{'0': 'tetrapods', '1': 'tetrapod', '2': 'tetrapod animal', '3': 'tetrapod animals'}	{'0': '四肢動物上綱'}	{'0': 'https://www.wikidata.org/wiki/Q19159#/media/File:Feuer%20Salamander%202.jpg'}	Q3504061	Tetrapoda	Q1209254					0	0
Q26657	Goldcrest	キクイタダキ	{'0': 'Regulus regulus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q26657#/media/File:Regulus%20regulus%20-Vendee,%20France-8.jpg', '1': 'https://www.wikidata.org/wiki/Q26657#/media/File:Regulus%20regulus%20-Marwell%20Wildlife,%20Hampshire,%20England-8.jpg', '2': 'https://www.wikidata.org/wiki/Q26657#/media/File:Tenerife%20Goldcrest%20(Regulus%20regulus%20teneriffae)%20(cropped).JPG', '3': 'https://www.wikidata.org/wiki/Q26657#/media/File:Goldcrest%20(Regulus%20regulus)%20(15954267973).jpg', '4': 'https://www.wikidata.org/wiki/Q26657#/media/File:Regulus%20regulus%20japonensis.JPG'}	Q7432	Regulus regulus	Q208716	5_13	キクイタダキ	data01/kikuitadaki_0803_hyogo_kaji.0002.wav	キクイタダキ	1	1
Q18860	Red-necked Stint	トウネン	{'0': 'Calidris ruficollis', '1': 'Red-necked Stint'}	{}	{'0': 'https://www.wikidata.org/wiki/Q18860#/media/File:Calidris%20ruficollis%20-%20Marion%20Bay.jpg'}	Q7432	Calidris ruficollis	Q30838	2_52	トウネン			1	0
Q2333854	Sinosuthora		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q2333854#/media/File:Parrotbill%200780.jpg'}	Q34740	Sinosuthora	Q187014					0	0
Q631677	Merginae	アイサ亜科	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q631677#/media/File:Histrionicus%20histrionicus%20drake%20Barnegat.jpg'}	Q164280	Merginae	Q7556					0	0
Q244078	Ixobrychus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q244078#/media/File:Ixobrychus%20minutus%203%20(Marek%20Szczepanek).jpg', '1': 'https://www.wikidata.org/wiki/Q244078#/media/File:47-090506-little-bittern-at-upper-ford-near-Sigri-.jpg'}	Q34740	Ixobrychus	Q855133					0	0
Q26427	Mew Gull	カモメ	{'0': 'Larus canus', '1': 'Mew Gull'}	{'0': 'ゴメ', '1': '鴎'}	{'0': 'https://www.wikidata.org/wiki/Q26427#/media/File:Larus%20canus%20Common%20Gull%20in%20Norway.jpg', '1': 'https://www.wikidata.org/wiki/Q26427#/media/File:Sturmmöwe%20-%20Auenlandschaft%20Hohenrode%20HA%20222%20Landkreis%20Schaumburg.jpg', '2': 'https://www.wikidata.org/wiki/Q26427#/media/File:Larus%20canus%20in%20Södra%20Hammarbyhamnen,%20Stockholm.jpg'}	Q7432	Larus canus	Q1887740	3_06	カモメ			1	0
Q494983	Hooded Crane	ナベヅル	{'0': 'Grus monacha'}	{}	{'0': 'https://www.wikidata.org/wiki/Q494983#/media/File:Grus%20monacha%20-Kyushu,%20Japan%20-three-8.jpg', '1': 'https://www.wikidata.org/wiki/Q494983#/media/File:Grus%20monacha%20Phila%20Zoo.jpg'}	Q7432	Grus monacha	Q47549	2_27	ナベヅル	data01/nabezuru1_071201_izumi_kaji.0001.wav	ナベズル	1	1
Q1052029	Japenese Grosbeak	イカル	{'0': 'Eophona personata', '1': 'Japenese Grosbeak'}	{'0': 'イカルガ', '1': '鵤', '2': 'Eophona personata'}	{'0': 'https://www.wikidata.org/wiki/Q1052029#/media/File:Japanese%20Grosbeak%20-%20Honshu%20-%20Japan%20S4E2393%20(22418840923).jpg'}	Q7432	Eophona personata	Q133463	6_16	イカル	data01/ikaru_0804_hyogo_kaji.0006.wav	イカル	1	1
Q339781	Anas falcata	ヨシガモ	{'0': 'Falcated Duck'}	{}	{'0': 'https://www.wikidata.org/wiki/Q339781#/media/File:Anas%20falcata%20male%20portrait.jpg', '1': 'https://www.wikidata.org/wiki/Q339781#/media/File:AnasFalcataKeulemans.jpg'}	Q7432	Anas falcata	Q214264	1_52	ヨシガモ			1	0
Q185784	Common Chiffchaff	チフチャフ	{'0': 'Phylloscopus collybita', '1': 'Chiffchaff', '2': 'Common Chiffchaff'}	{}	{'0': 'https://www.wikidata.org/wiki/Q185784#/media/File:Chiff%20Chaff%20(13324838524).jpg', '1': 'https://www.wikidata.org/wiki/Q185784#/media/File:Chiffchaff%20-%20Phylloscopus%20collybita.jpg'}	Q7432	Phylloscopus collybita	Q214627	5_03	チフチャフ			1	0
Q2862448	Sylvioidea	ウグイス上科	{}	{'0': 'ウグイス上科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q2862448#/media/File:Sylvia%20atricapilla%20male%202.jpg'}	Q2136103	Sylvioidea	Q764420					0	0
Q28240	Pandionidae	ミサゴ科	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q28240#/media/File:OspreyNASA.jpg'}	Q35409	Pandionidae	Q21736					0	0
Q25345384	Western Jackdaw	ニシコクマルガラス	{'0': 'Coloeus monedula'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25345384#/media/File:Western%20Jackdaw.jpg'}	Q7432	Coloeus monedula	Q1234846	6_33	ニシコクマルガラス			1	0
Q674094	Rostratula		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q674094#/media/File:Greater%20Painted-snipe%20(Male)%20I2%20IMG%209477.jpg'}	Q34740	Rostratula	Q494623					0	0
Q210416	Branta	コクガン属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q210416#/media/File:Branta%20canadensis%20-Smythe%20Park,%20Toronto,%20Canada-8.jpg'}	Q34740	Branta	Q620938					0	0
Q25234	Common Blackbird	クロウタドリ	{'0': 'Turdus merula', '1': 'Blackbird', '2': 'Eurasian Blackbird'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25234#/media/File:Common%20Blackbird.jpg', '1': 'https://www.wikidata.org/wiki/Q25234#/media/File:Merlo%20en%20Sandviken.jpg', '2': 'https://www.wikidata.org/wiki/Q25234#/media/File:Amselmännchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg'}	Q7432	Turdus merula	Q115661	4_53	クロウタドリ			1	0
Q858577	Sitta	ゴジュウカラ科	{'0': 'nuthatches'}	{}	{'0': 'https://www.wikidata.org/wiki/Q858577#/media/File:Sitta%20europaea%20wildlife%202%201.jpg'}	Q34740	Sitta	Q205857					0	0
Q25934	Piciformes	キツツキ目	{'0': 'Galbuliformes'}	{'0': 'キツツキ', '1': 'キツツキ類', '2': '啄木鳥', '3': 'キツツキ下目'}	{'0': 'https://www.wikidata.org/wiki/Q25934#/media/File:Red-bellied%20woodpecker%20on%20railing.JPG'}	Q36602	Piciformes	Q11965316					0	0
Q18845	Common Cuckoo	カッコウ	{'0': 'Cuculus canorus', '1': 'cuckoo'}	{'0': '種蒔鳥', '1': 'カッコー', '2': '閑古鳥', '3': '合法鳥', '4': '郭公', '5': 'カンコドリ'}	{'0': 'https://www.wikidata.org/wiki/Q18845#/media/File:Cuculus%20canorus%20vogelartinfo%20chris%20romeiks%20CHR0791%20cropped.jpg', '1': 'https://www.wikidata.org/wiki/Q18845#/media/File:Cuculus%20canorus2.jpg'}	Q7432	Cuculus canorus	Q746658	3_33	カッコウ			1	0
Q752513	Pallas’s Leaf Warbler	カラフトムシクイ	"{'0': 'Phylloscopus proregulus', '1': ""Pallas's warbler"", '2': 'Pallas’s Leaf Warbler'}"	{}	{'0': 'https://www.wikidata.org/wiki/Q752513#/media/File:20070304贵阳-黄腰柳莺.jpg'}	Q7432	Phylloscopus proregulus	Q214627	5_07	カラフトムシクイ			1	0
Q316342	Himantopus		{'0': 'Stilt'}	{}	{'0': 'https://www.wikidata.org/wiki/Q316342#/media/File:Black%20winged%20Stilt%20I%20MG%209747.jpg', '1': 'https://www.wikidata.org/wiki/Q316342#/media/File:Himantopus%20leucocephalus%20-%20Hexham.jpg'}	Q34740	Himantopus	Q27042					0	0
Q55805	albatross	アホウドリ科	{'0': 'Diomedeidae', '1': 'gooney bird', '2': 'goonie bird', '3': 'mollymawk', '4': 'albatrosovití'}	{}	{'0': 'https://www.wikidata.org/wiki/Q55805#/media/File:Short%20tailed%20Albatross1.jpg'}	Q35409	Diomedeidae	Q21685					0	0
Q15875487	Gallicrex		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q15875487#/media/File:Water%20Cock%20(Gallicrex%20cinerea)-%20Immature%20W%20IMG%207259.jpg'}	Q34740	Gallicrex	Q26623					0	0
Q226900	Zosterops		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q226900#/media/File:Zosterops%20atricapilla%202.jpg'}	Q34740	Zosterops	Q371086					0	0
