id,Label 
Q27602006,Q27602006_Tetraogallus tibetanus tschimenensis
Q27602012,Q27602012_Tetraogallus tibetanus tibetanus
Q27602017,Q27602017_Tetraogallus tibetanus aquilonifer
Q27602021,Q27602021_Tetraogallus tibetanus yunnanensis
Q27602026,Q27602026_Tetraogallus tibetanus henrici
Q27602030,Q27602030_Tetraogallus tibetanus przewalskii
Q27602036,Q27602036_Alectoris graeca saxatilis
Q27602043,Q27602043_Alectoris graeca graeca
Q27602051,Q27602051_Alectoris chukar kleini
Q27602054,Q27602054_Alectoris chukar cypriotes
Q27602060,Q27602060_Alectoris chukar kurdestanica
Q27602063,Q27602063_Alectoris chukar sinaica
Q27602070,Q27602070_Alectoris chukar werae
Q27602074,Q27602074_Alectoris chukar koroviakovi
Q27602079,Q27602079_Alectoris chukar subpallida
Q27602083,Q27602083_Alectoris chukar falki
Q27602089,Q27602089_Alectoris chukar dzungarica
Q27602093,Q27602093_Alectoris chukar pallida
Q27602098,Q27602098_Alectoris chukar pallescens
Q27602103,Q27602103_Alectoris chukar chukar
Q27602107,Q27602107_Alectoris chukar potanini
Q27602112,Q27602112_Alectoris chukar pubescens
Q27602119,Q27602119_Alectoris magna magna
Q27602123,Q27602123_Alectoris magna lanzhouensis
Q27602129,Q27602129_Alectoris barbara koenigi
Q27602132,Q27602132_Alectoris barbara spatzi
Q27602139,Q27602139_Alectoris barbara barbara
Q27602143,Q27602143_Alectoris barbara barbata
Q27602149,Q27602149_Alectoris rufa rufa
Q27602154,Q27602154_Alectoris rufa hispanica
Q27602159,Q27602159_Alectoris rufa intercedens
Q27602164,Q27602164_Alectoris melanocephala melanocephala
Q27602169,Q27602169_Alectoris melanocephala guichardi
Q27602176,Q27602176_Ammoperdix heyi heyi
Q27602180,Q27602180_Ammoperdix heyi nicolli
Q27602186,Q27602186_Ammoperdix heyi cholmleyi
Q27602190,Q27602190_Ammoperdix heyi intermedius
Q27602196,Q27602196_Francolinus francolinus francolinus
Q27602200,Q27602200_Francolinus francolinus arabistanicus
Q27602205,Q27602205_Francolinus francolinus bogdanovi
Q27602209,Q27602209_Francolinus francolinus henrici
Q27602215,Q27602215_Francolinus francolinus asiae
Q27602219,Q27602219_Francolinus francolinus melanonotus
Q27602225,Q27602225_Francolinus pictus pallidus
Q27602230,Q27602230_Francolinus pictus pictus
Q27602235,Q27602235_Francolinus pictus watsoni
Q27602241,Q27602241_Francolinus pintadeanus phayrei
Q27602246,Q27602246_Francolinus pintadeanus pintadeanus
Q27602251,Q27602251_Francolinus pondicerianus mecranensis
Q27602256,Q27602256_Francolinus pondicerianus interpositus
Q27602260,Q27602260_Francolinus pondicerianus pondicerianus
Q27602267,Q27602267_Peliperdix lathami lathami
Q27602272,Q27602272_Peliperdix lathami schubotzi
Q27602276,Q27602276_Peliperdix coqui spinetorum
Q27602282,Q27602282_Peliperdix coqui maharao
Q27602286,Q27602286_Peliperdix coqui hubbardi
Q27602291,Q27602291_Peliperdix coqui coqui
Q27602296,Q27602296_Peliperdix albogularis albogularis
Q27602301,Q27602301_Peliperdix albogularis buckleyi
Q27602306,Q27602306_Peliperdix albogularis dewittei
Q27602311,Q27602311_Scleroptila levaillantii kikuyuensis
Q27602316,Q27602316_Scleroptila levaillantii crawshayi
Q27602320,Q27602320_Scleroptila levaillantii levaillantii
Q27602327,Q27602327_Scleroptila shelleyi uluensis
Q27602332,Q27602332_Scleroptila shelleyi macarthuri
Q27602336,Q27602336_Scleroptila shelleyi shelleyi
Q27602342,Q27602342_Scleroptila shelleyi whytei
Q27602348,Q27602348_Scleroptila psilolaema psilolaema
Q27602358,Q27602358_Scleroptila gutturalis gutturalis
Q27602361,Q27602361_Scleroptila gutturalis archeri
Q27602368,Q27602368_Scleroptila gutturalis lorti
Q27602371,Q27602371_Scleroptila gutturalis jugularis
Q27602377,Q27602377_Scleroptila gutturalis pallidior
Q27602380,Q27602380_Scleroptila gutturalis levalliantoides
Q27602386,Q27602386_Dendroperdix sephaena grantii
Q27602393,Q27602393_Dendroperdix sephaena rovuma
Q27602397,Q27602397_Dendroperdix sephaena spilogaster
Q27602403,Q27602403_Dendroperdix sephaena zambesiae
Q27602407,Q27602407_Dendroperdix sephaena sephaena
Q27602412,Q27602412_Pternistis squamatus squamatus
Q27602419,Q27602419_Pternistis squamatus schuetti
Q27602422,Q27602422_Pternistis squamatus maranensis
Q27602428,Q27602428_Pternistis squamatus usambarae
Q27602431,Q27602431_Pternistis squamatus uzungwensis
Q27602437,Q27602437_Pternistis squamatus doni
Q27602442,Q27602442_Pternistis ahantensis hopkinsoni
Q27602446,Q27602446_Pternistis ahantensis ahantensis
Q27602453,Q27602453_Pternistis hildebrandti altumi
Q27602457,Q27602457_Pternistis hildebrandti hildebrandti
Q27602463,Q27602463_Pternistis hildebrandti johnstoni
Q27602470,Q27602470_Pternistis bicalcaratus ayesha
Q27602474,Q27602474_Pternistis bicalcaratus bicalcaratus
Q27602480,Q27602480_Pternistis bicalcaratus ogilviegranti
Q27602486,Q27602486_Pternistis clappertoni clappertoni
Q27602489,Q27602489_Pternistis clappertoni koenigseggi
Q27602496,Q27602496_Pternistis clappertoni heuglini
Q27602498,Q27602498_Pternistis clappertoni sharpii
Q27602505,Q27602505_Pternistis clappertoni nigrosquamatus
Q27602508,Q27602508_Pternistis clappertoni gedgii
Q27602514,Q27602514_Pternistis castaneicollis ogoensis
Q27602519,Q27602519_Pternistis castaneicollis castaneicollis
Q27602524,Q27602524_Pternistis castaneicollis kaffanus
Q27602530,Q27602530_Pternistis castaneicollis atrifrons
Q27602536,Q27602536_Pternistis adspersus adspersus
Q27602540,Q27602540_Pternistis adspersus mesicus
Q27602547,Q27602547_Pternistis natalensis neavei
Q27602551,Q27602551_Pternistis natalensis natalensis
Q27602557,Q27602557_Pternistis afer harterti
Q27602563,Q27602563_Pternistis afer cranchii
Q27602566,Q27602566_Pternistis afer leucoparaeus
Q27602572,Q27602572_Pternistis afer melanogaster
Q27602576,Q27602576_Pternistis afer afer
Q27602582,Q27602582_Pternistis afer swynnertoni
Q27602586,Q27602586_Pternistis afer castaneiventer
Q27602592,Q27602592_Pternistis swainsonii lundazi
Q27602598,Q27602598_Pternistis swainsonii swainsonii
Q27602603,Q27602603_Perdix perdix perdix
Q27602608,Q27602608_Perdix perdix armoricana
Q27602615,Q27602615_Perdix perdix sphagnetorum
Q27602620,Q27602620_Perdix perdix italica
Q27602623,Q27602623_Perdix perdix lucida
Q27602628,Q27602628_Perdix perdix canescens
Q27602632,Q27602632_Perdix perdix robusta
Q27602638,Q27602638_Perdix dauurica dauurica
Q27602642,Q27602642_Perdix dauurica suschkini
Q27602649,Q27602649_Perdix hodgsoniae caraganae
Q27602654,Q27602654_Perdix hodgsoniae hodgsoniae
Q27602659,Q27602659_Perdix hodgsoniae sifanica
Q27602664,Q27602664_Melanoperdix niger niger
Q27602668,Q27602668_Melanoperdix niger borneensis
Q27602673,Q27602673_Coturnix coturnix coturnix
Q27602679,Q27602679_Coturnix coturnix conturbans
Q27602683,Q27602683_Coturnix coturnix inopinata
Q27602688,Q27602688_Coturnix coturnix africana
Q27602692,Q27602692_Coturnix coturnix erlangeri
Q27602697,Q27602697_Coturnix delegorguei delegorguei
Q27602704,Q27602704_Coturnix delegorguei histrionica
Q27602708,Q27602708_Coturnix delegorguei arabica
Q27602715,Q27602715_Coturnix ypsilophora raaltenii
Q27602721,Q27602721_Coturnix ypsilophora pallidior
Q27602724,Q27602724_Coturnix ypsilophora saturatior
Q27602730,Q27602730_Coturnix ypsilophora dogwa
Q27602734,Q27602734_Coturnix ypsilophora plumbea
Q27602740,Q27602740_Coturnix ypsilophora monticola
Q27602744,Q27602744_Coturnix ypsilophora mafulu
Q27602751,Q27602751_Coturnix ypsilophora ypsilophora
Q27602757,Q27602757_Excalfactoria chinensis chinensis
Q27602763,Q27602763_Excalfactoria chinensis trinkutensis
Q27602766,Q27602766_Excalfactoria chinensis lineata
Q27602772,Q27602772_Excalfactoria chinensis novaeguineae
Q27602777,Q27602777_Excalfactoria chinensis papuensis
Q27602782,Q27602782_Excalfactoria chinensis lepida
Q27602786,Q27602786_Excalfactoria chinensis australis
Q27602791,Q27602791_Excalfactoria chinensis colletti
Q27602797,Q27602797_Perdicula asiatica punjaubi
Q27602802,Q27602802_Perdicula asiatica vidali
Q27602806,Q27602806_Perdicula asiatica vellorei
Q27602811,Q27602811_Perdicula asiatica ceylonensis
Q27602818,Q27602818_Perdicula argoondah meinertzhageni
Q27602822,Q27602822_Perdicula argoondah argoondah
Q27602827,Q27602827_Perdicula argoondah salimalii
Q27602832,Q27602832_Perdicula erythrorhyncha blewitti
Q27602837,Q27602837_Perdicula erythrorhyncha erythrorhyncha
Q27602843,Q27602843_Perdicula manipurensis inglisi
Q27602847,Q27602847_Perdicula manipurensis manipurensis
Q27602853,Q27602853_Arborophila torqueola millardi
Q27602858,Q27602858_Arborophila torqueola torqueola
Q27602862,Q27602862_Arborophila torqueola interstincta
Q27602868,Q27602868_Arborophila torqueola batemani
Q27602871,Q27602871_Arborophila torqueola griseata
Q27602877,Q27602877_Arborophila rufogularis rufogularis
Q27602880,Q27602880_Arborophila rufogularis intermedia
Q27602885,Q27602885_Arborophila rufogularis tickelli
Q27602890,Q27602890_Arborophila rufogularis euroa
Q27602895,Q27602895_Arborophila rufogularis guttata
Q27602900,Q27602900_Arborophila rufogularis annamensis
Q27602905,Q27602905_Arborophila brunneopectus brunneopectus
Q27602911,Q27602911_Arborophila brunneopectus henrici
Q27602916,Q27602916_Arborophila brunneopectus albigula
Q27602921,Q27602921_Arborophila gingica gingica
Q27602927,Q27602927_Arborophila gingica guangxiensis
Q27602933,Q27602933_Arborophila cambodiana cambodiana
Q27602937,Q27602937_Arborophila cambodiana chandamonyi
Q27602943,Q27602943_Arborophila javanica javanica
Q27602947,Q27602947_Arborophila javanica lawuana
Q27602952,Q27602952_Arborophila charltonii charltonii
Q27602956,Q27602956_Arborophila charltonii atjenensis
Q27602960,Q27602960_Arborophila charltonii graydoni
Q27602964,Q27602964_Arborophila chloropus chloropus
Q27602967,Q27602967_Arborophila chloropus tonkinensis
Q27602973,Q27602973_Arborophila chloropus cognacqi
Q27602980,Q27602980_Arborophila chloropus merlini
Q27602988,Q27602988_Arborophila chloropus vivida
Q27602992,Q27602992_Arborophila chloropus peninsularis
Q27602999,Q27602999_Arborophila chloropus olivacea
Q27603005,Q27603005_Caloperdix oculeus oculeus
Q27603012,Q27603012_Caloperdix oculeus ocellatus
Q27603017,Q27603017_Caloperdix oculeus borneensis
Q27603025,Q27603025_Bambusicola fytchii fytchii
Q27603031,Q27603031_Bambusicola fytchii hopkinsoni
Q27603038,Q27603038_Galloperdix spadicea spadicea
Q27603044,Q27603044_Galloperdix spadicea caurina
Q27603049,Q27603049_Galloperdix spadicea stewarti
Q27603057,Q27603057_Ithaginis cruentus cruentus
Q27603063,Q27603063_Ithaginis cruentus affinis
Q27603069,Q27603069_Ithaginis cruentus tibetanus
Q27603075,Q27603075_Ithaginis cruentus kuseri
Q27603081,Q27603081_Ithaginis cruentus marionae
Q27603087,Q27603087_Ithaginis cruentus rocki
Q27603092,Q27603092_Ithaginis cruentus clarkei
Q27603099,Q27603099_Ithaginis cruentus geoffroyi
Q27603106,Q27603106_Ithaginis cruentus berezowskii
Q27603110,Q27603110_Ithaginis cruentus beicki
Q27603117,Q27603117_Ithaginis cruentus michaelis
Q27603119,Q27603119_Ithaginis cruentus sinensis
Q27603125,Q27603125_Tragopan blythii molesworthi
Q27603128,Q27603128_Tragopan blythii blythii
Q27603133,Q27603133_Tragopan caboti caboti
Q27603136,Q27603136_Tragopan caboti guangxiensis
Q27603141,Q27603141_Pucrasia macrolopha castanea
Q27603145,Q27603145_Pucrasia macrolopha biddulphi
Q27603149,Q27603149_Pucrasia macrolopha macrolopha
Q27603152,Q27603152_Pucrasia macrolopha nipalensis
Q27603157,Q27603157_Pucrasia macrolopha meyeri
Q27603161,Q27603161_Pucrasia macrolopha ruficollis
Q27603164,Q27603164_Pucrasia macrolopha xanthospila
Q27603167,Q27603167_Pucrasia macrolopha joretiana
Q27603171,Q27603171_Pucrasia macrolopha darwini
Q27603177,Q27603177_Lophophorus sclateri arunachalensis
Q27603180,Q27603180_Lophophorus sclateri sclateri
Q27603185,Q27603185_Lophophorus sclateri orientalis
Q27603196,Q27603196_Lophura leucomelanos hamiltonii
Q27603202,Q27603202_Lophura leucomelanos melanota
Q27603204,Q27603204_Lophura leucomelanos moffitti
Q27603209,Q27603209_Lophura leucomelanos lathami
Q27603210,Q27603210_Lophura leucomelanos williamsi
Q27603215,Q27603215_Lophura leucomelanos oatesi
Q27603217,Q27603217_Lophura leucomelanos lineata
Q27603222,Q27603222_Lophura leucomelanos crawfurdii
Q27603226,Q27603226_Lophura nycthemera omeiensis
Q27603229,Q27603229_Lophura nycthemera rongjiangensis
Q27603234,Q27603234_Lophura nycthemera nycthemera
Q27603236,Q27603236_Lophura nycthemera fokiensis
Q27603240,Q27603240_Lophura nycthemera whiteheadi
Q27603243,Q27603243_Lophura nycthemera occidentalis
Q27603246,Q27603246_Lophura nycthemera rufipes
Q27603249,Q27603249_Lophura nycthemera jonesi
Q27603253,Q27603253_Lophura nycthemera ripponi
Q27603268,Q27603268_Lophura nycthemera lewisi
Q27603271,Q27603271_Lophura nycthemera engelbachi
Q27603275,Q27603275_Lophura erythrophthalma erythrophthalma
Q27603279,Q27603279_Lophura erythrophthalma pyronota
Q27603283,Q27603283_Lophura ignita macartneyi
Q27603287,Q27603287_Lophura ignita nobilis
Q27603289,Q27603289_Lophura ignita ignita
Q27603295,Q27603295_Crossoptilon crossoptilon dolani
Q27603299,Q27603299_Crossoptilon crossoptilon crossoptilon
Q27603301,Q27603301_Crossoptilon crossoptilon lichiangense
Q27603305,Q27603305_Crossoptilon crossoptilon drouynii
Q27603308,Q27603308_Syrmaticus humiae humiae
Q27603312,Q27603312_Syrmaticus humiae burmanicus
Q27603316,Q27603316_Syrmaticus soemmerringii scintillans
Q27603319,Q27603319_Syrmaticus soemmerringii subrufus
Q27603322,Q27603322_Syrmaticus soemmerringii intermedius
Q27603325,Q27603325_Syrmaticus soemmerringii soemmerringii
Q27603328,Q27603328_コシジロヤマドリ
Q27603333,Q27603333_Phasianus colchicus septentrionalis
Q27603335,Q27603335_Phasianus colchicus colchicus
Q27603339,Q27603339_Phasianus colchicus talischensis
Q27603340,Q27603340_Phasianus colchicus persicus
Q27603344,Q27603344_Phasianus colchicus principalis
Q27603346,Q27603346_Phasianus colchicus chrysomelas
Q27603349,Q27603349_Phasianus colchicus zarudnyi
Q27603352,Q27603352_Phasianus colchicus bianchii
Q27603354,Q27603354_Phasianus colchicus zerafschanicus
Q27603357,Q27603357_Phasianus colchicus turcestanicus
Q27603359,Q27603359_Phasianus colchicus mongolicus
Q27603362,Q27603362_Phasianus colchicus shawii
Q27603364,Q27603364_Phasianus colchicus tarimensis
Q27603367,Q27603367_Phasianus colchicus vlangalii
Q27603369,Q27603369_Phasianus colchicus strauchi
Q27603372,Q27603372_Phasianus colchicus sohokhotensis
Q27603376,Q27603376_Phasianus colchicus satscheuensis
Q27603377,Q27603377_Phasianus colchicus hagenbecki
Q27603381,Q27603381_Phasianus colchicus edzinensis
Q27603382,Q27603382_Phasianus colchicus alaschanicus
Q27603386,Q27603386_Phasianus colchicus kiangsuensis
Q27603389,Q27603389_Phasianus colchicus karpowi
Q27603391,Q27603391_Phasianus colchicus pallasi
Q27603394,Q27603394_Phasianus colchicus suehschanensis
Q27603396,Q27603396_Phasianus colchicus elegans
Q27603399,Q27603399_Phasianus colchicus decollatus
Q27603401,Q27603401_Phasianus colchicus rothschildi
Q27603404,Q27603404_Phasianus colchicus takatsukasae
Q27603408,Q27603408_Phasianus colchicus formosanus
Q27603409,Q27603409_Phasianus versicolor robustipes
Q27603413,Q27603413_Phasianus versicolor tohkaidi
Q27603414,Q27603414_Phasianus versicolor tanensis
Q27603418,Q27603418_Phasianus versicolor versicolor
Q27603421,Q27603421_Polyplectron chalcurum scutulatum
Q27603424,Q27603424_Rheinardia ocellata ocellata
Q27603426,Q27603426_Rheinardia ocellata nigrescens
Q27603429,Q27603429_Argusianus argus grayi
Q27603432,Q27603432_Argusianus argus argus
Q27603433,Q27603433_Pavo muticus spicifer
Q27603436,Q27603436_Pavo muticus imperator
Q27603437,Q27603437_Pavo muticus muticus
Q27606639,Q27606639_Canirallus kioloides berliozi
Q27606641,Q27606641_Canirallus kioloides kioloides
Q27606643,Q27606643_Sarothrura pulchra batesi
Q27606646,Q27606646_Sarothrura pulchra centralis
Q27606648,Q27606648_Sarothrura pulchra pulchra
Q27606650,Q27606650_Sarothrura pulchra zenkeri
Q27606652,Q27606652_Sarothrura elegans reichenovi
Q27606653,Q27606653_Sarothrura elegans elegans
Q27606655,Q27606655_Sarothrura rufa bonapartii
Q27606656,Q27606656_Sarothrura rufa elizabethae
Q27606658,Q27606658_Sarothrura rufa rufa
Q27606659,Q27606659_Sarothrura lugens lugens
Q27606661,Q27606661_Sarothrura lugens lynesi
Q27606663,Q27606663_Sarothrura affinis antonii
Q27606664,Q27606664_Sarothrura affinis affinis
Q27606666,Q27606666_Podica senegalensis camerunensis
Q27606668,Q27606668_Podica senegalensis petersii
Q27606669,Q27606669_Podica senegalensis senegalensis
Q27606670,Q27606670_Podica senegalensis somereni
Q27606672,Q27606672_Coturnicops noveboracensis noveboracensis
Q27606673,Q27606673_Coturnicops noveboracensis goldmani
Q27606675,Q27606675_Micropygia schomburgkii schomburgkii
Q27606676,Q27606676_Micropygia schomburgkii chapmani
Q27606678,Q27606678_Rallicula rubra rubra
Q27606680,Q27606680_Rallicula rubra klossi
Q27606681,Q27606681_Rallicula rubra telefolminensis
Q27606683,Q27606683_Rallicula forbesi steini
Q27606685,Q27606685_Rallicula forbesi parva
Q27606686,Q27606686_Rallicula forbesi dryas
Q27606688,Q27606688_Rallicula forbesi forbesi
Q27606690,Q27606690_Rallicula mayri mayri
Q27606691,Q27606691_Rallicula mayri carmichaeli
Q27606693,Q27606693_Rallina eurizonoides amauroptera
Q27606695,Q27606695_Rallina eurizonoides telmatophila
Q27606696,Q27606696_Rallina eurizonoides sepiaria
Q27606698,Q27606698_Rallina eurizonoides alvarezi
Q27606699,Q27606699_Rallina eurizonoides formosana
Q27606702,Q27606702_Rallina eurizonoides eurizonoides
Q27606703,Q27606703_Rallina eurizonoides minahasa
Q27606706,Q27606706_Anurolimnas castaneiceps coccineipes
Q27606708,Q27606708_Anurolimnas castaneiceps castaneiceps
Q27606709,Q27606709_Laterallus viridis brunnescens
Q27606711,Q27606711_Laterallus viridis viridis
Q27606713,Q27606713_Laterallus melanophaius oenops
Q27606715,Q27606715_Laterallus melanophaius melanophaius
Q27606717,Q27606717_Laterallus albigularis cinereiceps
Q27606719,Q27606719_Laterallus albigularis albigularis
Q27606720,Q27606720_Laterallus albigularis cerdaleus
Q27606722,Q27606722_Laterallus jamaicensis coturniculus
Q27606723,Q27606723_Laterallus jamaicensis jamaicensis
Q27606725,Q27606725_Laterallus jamaicensis murivagans
Q27606727,Q27606727_Laterallus jamaicensis salinasi
Q27606728,Q27606728_Laterallus jamaicensis tuerosi
Q27606729,Q27606729_Nesoclopeus woodfordi tertius
Q27606730,Q27606730_Nesoclopeus woodfordi woodfordi
Q27606732,Q27606732_Nesoclopeus woodfordi immaculatus
Q27606733,Q27606733_Gallirallus australis greyi
Q27606734,Q27606734_Gallirallus australis australis
Q27606735,Q27606735_Gallirallus australis hectori
Q27606736,Q27606736_Gallirallus australis scotti
Q27606737,Q27606737_Gallirallus torquatus torquatus
Q27606738,Q27606738_Gallirallus torquatus celebensis
Q27606739,Q27606739_Gallirallus torquatus sulcirostris
Q27606740,Q27606740_Gallirallus torquatus kuehni
Q27606741,Q27606741_Gallirallus torquatus limarius
Q27606742,Q27606742_Gallirallus philippensis xerophilus
Q27606743,Q27606743_Gallirallus philippensis wilkinsoni
Q27606744,Q27606744_Gallirallus philippensis philippensis
Q27606745,Q27606745_Gallirallus philippensis pelewensis
Q27606746,Q27606746_Gallirallus philippensis anachoretae
Q27606747,Q27606747_Gallirallus philippensis admiralitatis
Q27606748,Q27606748_Gallirallus philippensis praedo
Q27606749,Q27606749_Gallirallus philippensis lesouefi
Q27606750,Q27606750_Gallirallus philippensis meyeri
Q27606751,Q27606751_Gallirallus philippensis christophori
Q27606752,Q27606752_Gallirallus philippensis sethsmithi
Q27606753,Q27606753_Gallirallus philippensis swindellsi
Q27606754,Q27606754_Gallirallus philippensis goodsoni
Q27606755,Q27606755_Gallirallus philippensis ecaudatus
Q27606756,Q27606756_Gallirallus philippensis assimilis
Q27606757,Q27606757_Gallirallus philippensis lacustris
Q27606758,Q27606758_Gallirallus philippensis reductus
Q27606759,Q27606759_Gallirallus philippensis randi
Q27606760,Q27606760_Gallirallus philippensis tounelieri
Q27606761,Q27606761_Gallirallus philippensis mellori
Q27606762,Q27606762_Gallirallus striatus albiventer
Q27606763,Q27606763_Gallirallus striatus obscurior
Q27606764,Q27606764_Gallirallus striatus jouyi
Q27606765,Q27606765_Gallirallus striatus taiwanus
Q27606766,Q27606766_Gallirallus striatus gularis
Q27606767,Q27606767_Gallirallus striatus striatus
Q27606768,Q27606768_Rallus longirostris dillonripleyi
Q27606769,Q27606769_Rallus crepitans crepitans
Q27606772,Q27606772_Rallus crepitans waynei
Q27606773,Q27606773_Rallus crepitans saturatus
Q27606774,Q27606774_Rallus crepitans scottii
Q27606776,Q27606776_Rallus crepitans insularum
Q27606777,Q27606777_Rallus crepitans coryi
Q27606778,Q27606778_Rallus crepitans caribaeus
Q27606779,Q27606779_Rallus crepitans pallidus
Q27606780,Q27606780_Rallus obsoletus obsoletus
Q27606781,Q27606781_Rallus obsoletus levipes
Q27606782,Q27606782_Rallus obsoletus yumanensis
Q27606783,Q27606783_Rallus obsoletus beldingi
Q27606784,Q27606784_Rallus elegans elegans
Q27606785,Q27606785_Rallus elegans ramsdeni
Q27606787,Q27606787_Rallus limicola limicola
Q27606788,Q27606788_Rallus limicola friedmanni
Q27606789,Q27606789_Rallus aequatorialis aequatorialis
Q27606790,Q27606790_Rallus aequatorialis meyerdeschauenseei
Q27606791,Q27606791_Rallus semiplumbeus semiplumbeus
Q27606792,Q27606792_Rallus semiplumbeus peruvianus
Q27606793,Q27606793_Rallus aquaticus hibernans
Q27606794,Q27606794_Rallus aquaticus aquaticus
Q27606795,Q27606795_Rallus aquaticus korejewi
Q27606796,Q27606796_Lewinia pectoralis exsul
Q27606797,Q27606797_Lewinia pectoralis mayri
Q27606798,Q27606798_Lewinia pectoralis capta
Q27606799,Q27606799_Lewinia pectoralis insulsa
Q27606800,Q27606800_Lewinia pectoralis alberti
Q27606801,Q27606801_Lewinia pectoralis pectoralis
Q27606802,Q27606802_Lewinia pectoralis brachipus
Q27606803,Q27606803_Dryolimnas cuvieri cuvieri
Q27606804,Q27606804_Dryolimnas cuvieri aldabranus
Q27606805,Q27606805_Aramides cajaneus cajaneus
Q27606808,Q27606808_Aramides cajaneus latens
Q27606814,Q27606814_Aramides cajaneus morrisoni
Q27606822,Q27606822_Aramides cajaneus avicenniae
Q27606830,Q27606830_Aramides albiventris mexicanus
Q27606836,Q27606836_Aramides albiventris vanrossemi
Q27606842,Q27606842_Aramides albiventris albiventris
Q27606849,Q27606849_Aramides albiventris pacificus
Q27606854,Q27606854_Aramides albiventris plumbeicollis
Q27606864,Q27606864_Amaurolimnas concolor guatemalensis
Q27606870,Q27606870_Amaurolimnas concolor castaneus
Q27606880,Q27606880_Gymnocrex plumbeiventris plumbeiventris
Q27606885,Q27606885_Gymnocrex plumbeiventris hoeveni
Q27606892,Q27606892_Gymnocrex plumbeiventris intactus
Q27606900,Q27606900_Amaurornis akool akool
Q27606906,Q27606906_Amaurornis akool coccineipes
Q27606914,Q27606914_Amaurornis moluccana moluccana
Q27606921,Q27606921_Amaurornis moluccana nigrifrons
Q27606927,Q27606927_Amaurornis moluccana ultima
Q27606934,Q27606934_Amaurornis moluccana ruficrissa
Q27606941,Q27606941_Amaurornis phoenicurus phoenicurus
Q27606945,Q27606945_Amaurornis phoenicurus insularis
Q27606951,Q27606951_Amaurornis phoenicurus leucomelana
Q27606959,Q27606959_Porzana pusilla intermedia
Q27606964,Q27606964_Porzana pusilla pusilla
Q27606970,Q27606970_Porzana pusilla mira
Q27606976,Q27606976_Porzana pusilla mayri
Q27606982,Q27606982_Porzana pusilla palustris
Q27606989,Q27606989_Porzana pusilla affinis
Q27606995,Q27606995_Porzana albicollis typhoeca
Q27607001,Q27607001_Porzana albicollis albicollis
Q27607010,Q27607010_Porzana fusca fusca
Q27607015,Q27607015_Porzana fusca zeylonica
Q27607021,Q27607021_Porzana fusca phaeopyga
Q27607027,Q27607027_Porzana fusca erythrothorax
Q27607033,Q27607033_Porzana tabuensis tabuensis
Q27607039,Q27607039_Porzana tabuensis richardsoni
Q27607046,Q27607046_Porzana tabuensis edwardi
Q27607054,Q27607054_Porzana flaviventer gossii
Q27607059,Q27607059_Porzana flaviventer hendersoni
Q27607065,Q27607065_Porzana flaviventer woodi
Q27607070,Q27607070_Porzana flaviventer bangsi
Q27607077,Q27607077_Porzana flaviventer flaviventer
Q27607083,Q27607083_Neocrex colombiana ripleyi
Q27607089,Q27607089_Neocrex colombiana colombiana
Q27607095,Q27607095_Neocrex erythrops olivascens
Q27607101,Q27607101_Neocrex erythrops erythrops
Q27607109,Q27607109_Pardirallus maculatus insolitus
Q27607115,Q27607115_Pardirallus maculatus maculatus
Q27607122,Q27607122_Pardirallus nigricans caucae
Q27607128,Q27607128_Pardirallus nigricans nigricans
Q27607137,Q27607137_Pardirallus sanguinolentus simonsi
Q27607142,Q27607142_Pardirallus sanguinolentus tschudii
Q27607149,Q27607149_Pardirallus sanguinolentus zelebori
Q27607155,Q27607155_Pardirallus sanguinolentus sanguinolentus
Q27607161,Q27607161_Pardirallus sanguinolentus landbecki
Q27607167,Q27607167_Pardirallus sanguinolentus luridus
Q27607175,Q27607175_Eulabeornis castaneoventris sharpei
Q27607181,Q27607181_Eulabeornis castaneoventris castaneoventris
Q27607190,Q27607190_Megacrex inepta pallida
Q27607197,Q27607197_Megacrex inepta inepta
Q27607205,Q27607205_Porphyrio poliocephalus seistanicus
Q27607212,Q27607212_Porphyrio poliocephalus poliocephalus
Q27607221,Q27607221_Porphyrio indicus viridis
Q27607227,Q27607227_Porphyrio indicus indicus
Q27607236,Q27607236_Porphyrio melanotus melanopterus
Q27607242,Q27607242_Porphyrio melanotus pelewensis
Q27607249,Q27607249_Porphyrio melanotus melanotus
Q27607255,Q27607255_Porphyrio melanotus bellus
Q27607261,Q27607261_Porphyrio melanotus samoensis
Q27607269,Q27607269_Gallinula chloropus chloropus
Q27607275,Q27607275_Gallinula chloropus meridionalis
Q27607282,Q27607282_Gallinula chloropus pyrrhorrhoa
Q27607288,Q27607288_Gallinula chloropus orientalis
Q27607295,Q27607295_Gallinula chloropus guami
Q27607302,Q27607302_Gallinula galeata cachinnans
Q27607309,Q27607309_Gallinula galeata cerceris
Q27607315,Q27607315_Gallinula galeata barbadensis
Q27607323,Q27607323_Gallinula galeata pauxilla
Q27607329,Q27607329_Gallinula galeata garmani
Q27607336,Q27607336_Gallinula galeata galeata
Q27607344,Q27607344_Gallinula tenebrosa frontata
Q27607351,Q27607351_Gallinula tenebrosa neumanni
Q27607356,Q27607356_Gallinula tenebrosa tenebrosa
Q27607363,Q27607363_Porphyriops melanops bogotensis
Q27607370,Q27607370_Porphyriops melanops crassirostris
Q27607376,Q27607376_Porphyriops melanops melanops
Q27607385,Q27607385_Fulica atra atra
Q27607391,Q27607391_Fulica atra lugubris
