Source,Label,Target 
Q1924052,Q1924052_アカハラタイヨウチョウ,Q867433
Q1924060,Q1924060_ノドグロヒムネタイヨウチョウ,Q859927
Q1924068,Q1924068_クロムラサキオナガタイヨウチョウ,Q671699
Q1924213,Q1924213_キンバネオナガタイヨウチョウ,Q10756897
Q1924681,Q1924681_コシジロスズメハタオリ,Q1081072
Q1924690,Q1924690_Cuzco Brush Finch,Q780445
Q192705,Q192705_トキイロコンドル,Q15734727
Q1929686,Q1929686_Pseudoleistes,Q748159
Q1930587,Q1930587_コミドリタイヨウチョウ,Q772179
Q1930599,Q1930599_チャガシラスズメハタオリ,Q1081072
Q1930686,Q1930686_アンジュアンタイヨウチョウ,Q867433
Q1930701,Q1930701_クロヒゲスズメハタオリ,Q1081072
Q1930713,Q1930713_Apurímac Brush Finch,Q780445
Q1930737,Q1930737_キフサタイヨウチョウ,Q867433
Q1930777,Q1930777_ニシネズミタイヨウチョウ,Q867433
Q1931323,Q1931323_Paroreomyza,Q904159
Q1932049,Q1932049_Telespiza,Q904159
Q1932080,Q1932080_Oreomystis,Q904159
Q1934333,Q1934333_ハシブトシトド,Q588866
Q1935176,Q1935176_Rhodacanthis,Q904159
Q1935552,Q1935552_ノドジロトウヒチョウ,Q1080266
Q193593,Q193593_キバシリ,Q1991437
Q19366283,Q19366283_Triccinae,Q25402068
Q1940157,Q1940157_ハイガシラセミサンショウクイ,Q662785
Q194314,Q194314_カリフォルニアコンドル,Q10763377
Q194317,Q194317_アカハシコガモ,Q214264
Q1943671,Q1943671_Grallistrix geleches,Q292580
Q1944992,Q1944992_Macroagelaius,Q748159
Q1945746,Q1945746_Psilopterus colzecus,Q2468395
Q1946843,Q1946843_Acrocephalus longirostris,Q637716
Q1951679,Q1951679_Eremophila,Q29858
Q1957093,Q1957093_セミサンショウクイ,Q662785
Q1959514,Q1959514_モフアムシクイ属,Q15104624
Q19598330,Q19598330_Pachysylvia,Q748220
Q19598624,Q19598624_Picodynastornithes,Q19598622
Q19608738,Q19608738_Cichlocolaptes mazarbarnetti,Q10748864
Q1968643,Q1968643_Pomatostomus,Q782352
Q19698216,Q19698216_Cyanomitra obscura,Q669025
Q19702798,Q19702798_Campylorhamphus cardosoi,Q733647
Q19722303,Q19722303_Pygarrhichadinae,Q839859
Q19728858,Q19728858_Scytalopus perijanus,Q386521
Q1974598,Q1974598_ズアカハナドリ,Q905044
Q1975486,Q1975486_Cracticinae,Q842378
Q19756216,Q19756216_Palaeospiza,Q19756217
Q1976187,Q1976187_アオサンコウチョウ,Q902469
Q1976357,Q1976357_Robsonius,Q2787489
Q1977804,Q1977804_Modulatrix,Q62018031
Q198010,Q198010_Erythrocercus,Q681374
Q19827850,Q19827850_Lepidocolaptes layardi,Q943843
Q19831620,Q19831620_Atlapetes nigrifrons,Q780445
Q19844492,Q19844492_Campephaginae,Q732881
Q19845689,Q19845689_Sichuan Bush Warbler,Q850925
Q19850901,Q19850901_Kozlowia,Q160835
Q19851064,Q19851064_Anumara,Q748159
Q19914650,Q19914650_Ptiloxena,Q748159
Q1992066,Q1992066_Thapsinillas,Q188854
Q19921649,Q19921649_Megalampitta,Q19885881
Q1997711,Q1997711_Andropadus,Q188854
Q2000404,Q2000404_Carterornis,Q681374
Q2003332,Q2003332_Agelaius,Q748159
Q200339,Q200339_オシドリ,Q131450
Q2004498,Q2004498_Hypositta,Q587527
Q20061476,Q20061476_Thamnophilus capistratus,Q375593
Q200646,Q200646_ミコアイサ,Q10792772
Q20072184,Q20072184_Cygnus herrenthalsi,Q29564928
Q20072300,Q20072300_Limnatornis paludicola,Q20162165
Q2008627,Q2008627_Megascops lambi,Q945274
Q20097944,Q20097944_Brantadorna downsi,Q20171221
Q201300,Q201300_ビロードキンクロ,Q256760
Q20162119,Q20162119_Halcyornis,Q20072250
Q20162353,Q20162353_Messelastur,Q2558536
Q20165869,Q20165869_Tynskya,Q2558536
Q2020137,Q2020137_ビロードキンクロ,Q256760
Q2021870,Q2021870_パラウセミサンショウクイ,Q662785
Q204001,Q204001_Cinnamon Screech Owl,Q945274
Q204052,Q204052_ハナサシミツドリ,Q905352
Q2041057,Q2041057_ミンダナオオオサンショウクイ,Q662785
Q204160,Q204160_ムナグロアリサザイ,Q934716
Q204171,Q204171_キエリヤブシトド,Q780445
Q205491,Q205491_ヒゲホオジロ,Q614481
Q2060964,Q2060964_ヨイロハナドリ,Q905044
Q2065504,Q2065504_ミナミキホオカマドドリ,Q1060194
Q2065773,Q2065773_ニューヘブリデスカラスモドキ,Q613598
Q206630,Q206630_ズアオホオジロ,Q614481
Q20665493,Q20665493_Formicarioidea,Q768526
Q2066661,Q2066661_アカサンコウチョウ,Q902469
Q207107,Q207107_キバタン,Q827257
Q20717004,Q20717004_Andalgalornis ferox,Q760382
Q20717007,Q20717007_Andrewsornis abbotti,Q2324017
Q20720985,Q20720985_Riparian antbird,Q385322
Q2073679,Q2073679_ヤマセジロヒタキ,Q2295270
Q20745744,Q20745744_Gymnostinops montezuma,Q20745749
Q20745749,Q20745749_Gymnostinops,Q748159
Q20749077,Q20749077_Hippolais caligata,Q832245
Q20755733,Q20755733_Celebesica,Q732881
Q2077795,Q2077795_コシミノチメドリ,Q2617117
Q207846,Q207846_ケワタガモ,Q690813
Q2080428,Q2080428_Pitohui ferrugineus,Q1066573
Q20817550,Q20817550_Anser djuktaiensis,Q183361
Q20819558,Q20819558_Chen rossii,Q281519
Q20823352,Q20823352_バライロムクドリ,Q16006098
Q20824987,Q20824987_Gyps fulvus fulvus,Q177856
Q20850537,Q20850537_Hieraaetus spilogaster,Q255035
Q208703,Q208703_ツメナガホオジロ,Q857400
Q208710,Q208710_ヤチセンニュウ,Q850925
Q208716,Q208716_キクイタダキ属,Q14254250
Q2087565,Q2087565_Ammomanes,Q29858
Q208940,Q208940_レンジャク科,Q11897625
Q2092764,Q2092764_エンガノメジロ,Q226900
Q2092797,Q2092797_プリンシペテリムク,Q514379
Q209419,Q209419_コザクラバシガン,Q183361
Q2096782,Q2096782_シナロアムラサキツバメ,Q665719
Q2096798,Q2096798_シラヒゲヤブシトド,Q780445
Q2098821,Q2098821_スーラカササギムクドリ,Q1868990
Q2100563,Q2100563_サザナミムシクイ,Q10762761
Q21006533,Q21006533_Platyrinchidae,Q12060072
Q2102604,Q2102604_Cutia,Q1951184
Q21029592,Q21029592_Tyrannoidea,Q768526
Q210341,Q210341_ヒロハシサギ,Q10749386
Q21035837,Q21035837_Cinnyris preussi,Q867433
Q210422,Q210422_ヌマヨシキリ,Q637716
Q2104600,Q2104600_Turdoides,Q1951184
Q2104862,Q2104862_Pinarocorys,Q29858
Q21078390,Q21078390_Llallawavis,Q2196521
Q2108557,Q2108557_Bucanetes,Q667490
Q21086844,Q21086844_Sclerurinae,Q839859
Q210954,Q210954_コケワタガモ,Q10808224
Q2110987,Q2110987_ソロモンカラスモドキ,Q613598
Q21127377,Q21127377_Aimophila aestivalis,Q553031
Q21161419,Q21161419_Sarcoramphus kernense,Q15734727
Q21161426,Q21161426_Sarcoramphus fisheri,Q15734727
Q211670,Q211670_ミツスイ科,Q288617
Q2118095,Q2118095_ムナフタイヨウチョウ,Q15885515
Q21191122,Q21191122_Locustella idonea,Q850925
Q21192281,Q21192281_Gymnogyps amplus,Q10763377
Q212020,Q212020_Hirundo daurica,Q28135
Q21213777,Q21213777_Acanthisittides,Q768526
Q21215749,Q21215749_Nymphicinae,Q31448
Q21222602,Q21222602_Percnohierax,Q754889
Q21224579,Q21224579_Thamnophilida,Q944397
Q21224714,Q21224714_Eremobius,Q839859
Q21226299,Q21226299_Eurylaimoidea,Q992907
Q21226621,Q21226621_Menuroidea,Q869223
Q21227995,Q21227995_Microglossinae,Q31448
Q21228003,Q21228003_Tunchiornis,Q748220
Q21228160,Q21228160_Fringillinae,Q160835
Q21229852,Q21229852_Pseudodacnis,Q666222
Q21230913,Q21230913_Psittrichasidae,Q13624220
Q21238932,Q21238932_Arremon kuehnerii,Q588866
Q21247371,Q21247371_Cinclodes espinhacensis,Q766642
Q21250111,Q21250111_Certhia pusilla,Q1991437
Q21265316,Q21265316_Emberiza atrata,Q614481
Q21265320,Q21265320_Emberiza familiaris,Q614481
Q21265325,Q21265325_Emberiza flaveola,Q614481
Q21265330,Q21265330_Emberiza psittacea,Q614481
Q21265334,Q21265334_Emberiza townsendi,Q614481
Q21268994,Q21268994_Gracula barita,Q259424
Q21270506,Q21270506_Fringilla brasiliana,Q581391
Q21270510,Q21270510_Fringilla butyracea,Q581391
Q21270514,Q21270514_Fringilla chinensis,Q581391
Q21270517,Q21270517_Fringilla linaria,Q581391
Q21270522,Q21270522_Fringilla lulensis,Q581391
Q21270527,Q21270527_Fringilla melancholica,Q581391
Q21270531,Q21270531_Fringilla sylvatica,Q581391
Q21271367,Q21271367_Gymnasio nudipes,Q21446091
Q21271445,Q21271445_Gymnostinops bifasciatus,Q20745749
Q21278498,Q21278498_Locustella timoriensis,Q850925
Q21283058,Q21283058_ドウイロテリムク,Q2656069
Q21283067,Q21283067_ムラサキズキンテリムク,Q2656069
Q2128854,Q2128854_ナキカラスモドキ,Q613598
Q2128988,Q2128988_アオヒゲタイヨウチョウ,Q508859
Q2129285,Q2129285_Trochalopteron,Q1951184
Q21299581,Q21299581_Xiphorhynchus juruanus,Q776072
Q21303969,Q21303969_Ploceus nigriceps,Q1093619
Q21310343,Q21310343_Tirarinetta kanunka,Q21334072
Q21318603,Q21318603_Sturnus luteolus,Q333842
Q21318607,Q21318607_Sturnella lilianae,Q1431050
Q213216,Q213216_チャイロツバメ,Q1192748
Q21324549,Q21324549_Matanas enrighti,Q16985210
Q21325529,Q21325529_Manuherikia minuta,Q16985144
Q21325533,Q21325533_Manuherikia lacustrina,Q16985144
Q21325537,Q21325537_Manuherikia douglasi,Q16985144
Q21327601,Q21327601_Pseudodacnis hartlaubi,Q21229852
Q21327722,Q21327722_Sicalis luteiventris,Q507769
Q213366,Q213366_クロコンドル,Q14786570
Q21345206,Q21345206_Bubo coromandus coromandus,Q932473
Q21345212,Q21345212_Bubo virginianus virginianus,Q81515
Q21345239,Q21345239_Buteo jamaicensis jamaicensis,Q457471
Q21345247,Q21345247_Buteo lineatus lineatus,Q1052043
Q21345270,Q21345270_Cacomantis aeruginosus aeruginosus,Q1274483
Q21345327,Q21345327_Aegolius acadicus acadicus,Q638019
Q21346126,Q21346126_Centropus bengalensis bengalensis,Q653049
Q21346299,Q21346299_Gallicolumba beccarii beccarii,Q570539
Q21346320,Q21346320_Pelagodroma marina marina,Q845982
Q21346451,Q21346451_Glaucidium brasilianum brasilianum,Q518608
Q21346630,Q21346630_Chrysococcyx lucidus lucidus,Q796741
Q21347200,Q21347200_Columbina squammata ridgwayi,Q1259412
Q21347207,Q21347207_Columbina squammata squammata,Q1259412
Q21347331,Q21347331_Harpagus bidentatus bidentatus,Q1267434
Q21347456,Q21347456_Streptopelia orientalis orientalis,Q704987
Q21348112,Q21348112_Netta caryophyllacea,Q844655
Q21348243,Q21348243_Ninox novaeseelandiae novaeseelandiae,Q908909
Q21348315,Q21348315_Ketupa zeylonensis zeylonensis,Q828255
Q21348534,Q21348534_Pulsatrix melanota melanota,Q516398
Q21348785,Q21348785_Bostrychia hagedash hagedash,Q301777
Q21348965,Q21348965_Embernagra olivascens,Q743740
Q21348997,Q21348997_Urocolius indicus indicus,Q260240
Q21350742,Q21350742_Chrysococcyx minutillus rufomerus,Q1059641
Q21350965,Q21350965_Strix aluco harmsi,Q25756
Q21350970,Q21350970_Strix aluco biddulphi,Q25756
Q21350975,Q21350975_Strix nivicolum ma,Q1237607
Q21350984,Q21350984_Strix nivicolum nivicolum,Q1237607
Q21350989,Q21350989_Strix aluco sanctinicolai,Q25756
Q21350994,Q21350994_Strix aluco siberiae,Q25756
Q21350999,Q21350999_Strix aluco sylvatica,Q25756
Q21351004,Q21351004_Strix aluco willkonskii,Q25756
Q21351008,Q21351008_Strix nivicolum yamadae,Q1237607
Q21351014,Q21351014_Strix aluco aluco,Q25756
Q21352584,Q21352584_Glaucidium capense ngamiense,Q1274348
Q21352589,Q21352589_Glaucidium capense scheffleri,Q1274348
Q21353973,Q21353973_Bubo bubo auspicabilis,Q130933
Q21353978,Q21353978_Bubo bubo borissowi,Q130933
Q21353983,Q21353983_Bubo bubo dauricus,Q130933
Q21353988,Q21353988_Bubo bubo gladkovi,Q130933
Q21353991,Q21353991_Bubo bubo hemachalanus,Q130933
Q21353996,Q21353996_Bubo bubo inexpectatus,Q130933
Q21354002,Q21354002_Bubo bubo interpositus,Q130933
Q21354008,Q21354008_Bubo bubo jakutensis,Q130933
Q21354015,Q21354015_Bubo bubo jarlandi,Q130933
Q21354020,Q21354020_Bubo bubo kiautschensis,Q130933
Q21354025,Q21354025_Bubo bubo meridionalis,Q130933
Q21354029,Q21354029_Bubo bubo nikolskii,Q130933
Q21354035,Q21354035_Bubo bubo ognevi,Q130933
Q21354040,Q21354040_Bubo bubo omissus,Q130933
Q21354046,Q21354046_Bubo bubo ruthenus,Q130933
Q21354052,Q21354052_Bubo bubo swinhoei,Q130933
Q21354057,Q21354057_Bubo bubo tarimensis,Q130933
Q21354062,Q21354062_Bubo bubo tenuipes,Q130933
Q21354066,Q21354066_Bubo bubo ussuriensis,Q130933
Q21354072,Q21354072_Bubo bubo yenisseensis,Q130933
Q21354075,Q21354075_Bubo bubo zaissanensis,Q130933
Q21354400,Q21354400_Anas cheuen,Q214264
Q21356237,Q21356237_Athene cunicularia cunicularia,Q467068
Q21356243,Q21356243_Athene cunicularia grallaria,Q467068
Q21356247,Q21356247_Athene cunicularia brachyptera,Q467068
Q21356253,Q21356253_Athene cunicularia floridana,Q467068
Q21356414,Q21356414_Anas platyrhynchos platyrhynchos,Q25348
Q21356958,Q21356958_Mergus milleneri,Q253789
Q21357287,Q21357287_Otus scops cycladum,Q171563
Q21357855,Q21357855_Oceanites oceanicus chilensis,Q607024
Q21360418,Q21360418_Bubo virginianus pinorum,Q81515
Q21361264,Q21361264_Athene brama brama,Q839524
Q21361446,Q21361446_Athene cunicularia hypugaea,Q467068
Q21363545,Q21363545_Neomorphus geoffroyi dulcis,Q1259002
Q21366533,Q21366533_Neomorphus geoffroyi salvini,Q1259002
Q21368279,Q21368279_Branta bernicla orientalis,Q27050
Q21368283,Q21368283_Branta bernicla hrota,Q27050
Q21368287,Q21368287_Branta bernicla bernicla,Q27050
Q21369136,Q21369136_Pulchrapollia,Q20072250
Q2138311,Q2138311_キミミクモカリドリ,Q774692
Q21400755,Q21400755_Centropus leucogaster neumanni,Q1263546
Q21400767,Q21400767_Bubo bubo bubo,Q130933
Q21401282,Q21401282_Thalassarche cauta salvini,Q1262700
Q21401391,Q21401391_Anas crecca crecca,Q25700
Q21401428,Q21401428_Athene noctua lilith,Q129958
Q21401429,Q21401429_Athene noctua spilogastra,Q129958
Q21401447,Q21401447_Centropus melanops melanops,Q1189709
Q21401450,Q21401450_Centropus menbeki menbeki,Q1268230
Q214096,Q214096_コトドリ属,Q13170975
Q21445609,Q21445609_Neohierax,Q995772
Q21445933,Q21445933_Oxyruncidae,Q12060072
Q21446046,Q21446046_Artaminae,Q842378
Q21446797,Q21446797_Certhiasomus,Q672414
Q21446872,Q21446872_Chilia,Q839859
Q21447943,Q21447943_Vanga,Q587527
Q214621,Q214621_ヒロハシ科,Q768526
Q214627,Q214627_Phylloscopus,Q1929497
Q21469894,Q21469894_Glaucidium ngamiense,Q831376
Q2148861,Q2148861_Oreolais,Q550595
Q21515085,Q21515085_Asio flammeus sanfordi,Q25769
Q2151646,Q2151646_Mesembriornis milneedwardsi,Q2556351
Q215603,Q215603_ニワシドリ科,Q11773574
Q21647019,Q21647019_Onychorhynchidae,Q12060072
Q21661903,Q21661903_Pediohierax ramenta,Q23035768
Q2166327,Q2166327_Megascops roraimae,Q945274
Q21680855,Q21680855_Coccothraustini,Q667490
Q21683188,Q21683188_Carpodacini,Q667490
Q21685118,Q21685118_Pyrrhulini,Q667490
Q216855,Q216855_コホオアカ,Q614481
Q2173058,Q2173058_Camarhynchus,Q666222
Q217472,Q217472_ヤイロチョウ科,Q768526
Q217478,Q217478_タイランチョウ科,Q12060072
Q2181382,Q2181382_Schistolais,Q550595
Q2193716,Q2193716_オオソライロフウキンチョウ,Q2464776
Q2194418,Q2194418_アポオオサマムクドリ,Q791214
Q21952488,Q21952488_Eurochelidon sirintarae,Q21952555
Q21953133,Q21953133_Leistes,Q21953137
Q21953137,Q21953137_Icterinae,Q748159
Q21964204,Q21964204_Nectarinia loveridgei,Q671699
Q21968152,Q21968152_ペルーキバラフウキンチョウ,Q1896265
Q21970152,Q21970152_Anthreptes pallidigaster,Q772179
Q21970621,Q21970621_Nectarinia moreaui,Q671699
Q21970642,Q21970642_Nectarinia ursulae,Q671699
Q21971227,Q21971227_アカカタカマドドリ,Q10763352
Q21976037,Q21976037_Nectarinia neergardi,Q671699
Q21976264,Q21976264_オオセッカ,Q850925
Q21976329,Q21976329_ハシブトマユカマドドリ,Q778366
Q21993939,Q21993939_Campephaga lobata,Q857839
Q21997172,Q21997172_Nemosiinae,Q666222
Q21997200,Q21997200_Orchesticinae,Q666222
Q21997222,Q21997222_Hemithraupinae,Q666222
Q2200163,Q2200163_ニカラグアオオコメワリ,Q667248
Q22026118,Q22026118_Diglossinae,Q666222
Q22029354,Q22029354_Nectarinia rockefelleri,Q671699
Q22045503,Q22045503_Geospizopsis,Q666222
Q220586,Q220586_ミミグロモリフウキンチョウ,Q943766
Q22059321,Q22059321_Sturnus albofrontatus,Q333842
Q22063322,Q22063322_Nectarinia rufipennis,Q671699
Q22074517,Q22074517_Tachyphoninae,Q666222
Q22081422,Q22081422_Nectarinia coquerellii,Q671699
Q22081503,Q22081503_Nectarinia dussumieri,Q671699
Q22081514,Q22081514_Nectarinia habessinica,Q671699
Q22081556,Q22081556_Nectarinia humbloti,Q671699
Q22081576,Q22081576_Nectarinia sovimanga,Q671699
Q22081743,Q22081743_Nectarinia venusta,Q671699
Q22081767,Q22081767_Nectarinia bouvieri,Q671699
Q22081801,Q22081801_Nectarinia comorensis,Q671699
Q22081851,Q22081851_Nectarinia asiatica,Q671699
Q22082913,Q22082913_Nectarinia superba,Q671699
Q22082919,Q22082919_Nectarinia oustaleti,Q671699
Q22082927,Q22082927_Nectarinia johannae,Q671699
Q22082935,Q22082935_Nectarinia congensis,Q671699
Q22082939,Q22082939_Nectarinia buettikoferi,Q671699
Q22082941,Q22082941_Nectarinia chalcomelas,Q671699
Q22082954,Q22082954_Nectarinia pembae,Q671699
Q22082967,Q22082967_Nectarinia fusca,Q671699
Q22082978,Q22082978_Nectarinia osea,Q671699
Q22082986,Q22082986_Nectarinia batesi,Q671699
Q22085033,Q22085033_Nectarinia nectarinioides,Q671699
Q22085036,Q22085036_Nectarinia jugularis,Q671699
Q22085049,Q22085049_Nectarinia minulla,Q671699
Q22085051,Q22085051_Nectarinia mariquensis,Q671699
Q22085053,Q22085053_Nectarinia chalybea,Q671699
Q22085055,Q22085055_Nectarinia manoensis,Q671699
Q22085057,Q22085057_Nectarinia cuprea,Q671699
Q22085058,Q22085058_Nectarinia bifasciata,Q671699
Q22085062,Q22085062_Nectarinia chloropygia,Q671699
Q22085068,Q22085068_Nectarinia pulchella,Q671699
Q22085072,Q22085072_Nectarinia mediocris,Q671699
Q22085081,Q22085081_Nectarinia regia,Q671699
Q2209523,Q2209523_カワリタイヨウチョウ,Q867433
Q22103025,Q22103025_ノドフズアカチメドリ,Q2214725
Q22104217,Q22104217_Pipritidae,Q12060072
Q22106188,Q22106188_Falco lanarius,Q43489
Q22109168,Q22109168_Fringilla domestica,Q581391
Q22110660,Q22110660_Dusky-tailed canastero,Q655569
Q22110663,Q22110663_Asthenes patagonica,Q655569
Q22110668,Q22110668_Asthenes steinbachi,Q655569
Q22111135,Q22111135_Upucerthia ruficaudus,Q1059506
Q22111510,Q22111510_Ptaiochen,Q1471857
Q22111697,Q22111697_Leucopternis albicollis,Q373870
Q22111917,Q22111917_Pittoidea,Q992907
Q22112498,Q22112498_コオナガオニキバシリ,Q10754219
Q22112934,Q22112934_Titanis walleri,Q427685
Q22113194,Q22113194_Dunstanetta johnstoneorum,Q16981445
Q22113602,Q22113602_Scytalopus fuscicauda,Q386521
Q22113618,Q22113618_Scytalopus notorius,Q386521
Q22113872,Q22113872_Gymnostinops cassini,Q20745749
Q22113888,Q22113888_Gymnostinops guatimozinus,Q20745749
Q22114105,Q22114105_Asthenes cactorum,Q655569
Q22114185,Q22114185_Miotadorna sanctibathansi,Q16985867
Q22117129,Q22117129_Amur Paradise Flycatcher,Q902469
Q22117249,Q22117249_Oriental Paradise Flycatcher,Q902469
Q221256,Q221256_キューバクロウソ,Q1175810
Q22140344,Q22140344_Dacninae,Q666222
Q221423,Q221423_シラガホオジロ,Q614481
Q2216514,Q2216514_ハチスカタイヨウチョウ,Q508859
Q2222911,Q2222911_ココアオニキバシリ,Q776072
Q22235158,Q22235158_タテジマウオクイフクロウ,Q250163
Q22236501,Q22236501_Emberizoidinae,Q666222
Q2223789,Q2223789_ウェタルメガネコウライウグイス,Q2417877
Q2224525,Q2224525_カンムリヒタキ,Q941671
Q2224559,Q2224559_アオヒラハシ,Q646544
Q2224619,Q2224619_キガシラヒラハシ,Q646544
Q2224640,Q2224640_カレドニアヒラハシ,Q646544
Q2224647,Q2224647_ビアクカササギビタキ,Q2387360
Q2224686,Q2224686_モルッカカササギビタキ,Q2000404
Q2224736,Q2224736_シラボシカササギビタキ,Q2387360
Q22247584,Q22247584_Poospizinae,Q666222
Q22247665,Q22247665_Pseudospingus,Q666222
Q2224788,Q2224788_ミドリクロツバメ,Q1061396
Q2224937,Q2224937_ラロトンガヒタキ,Q723568
Q2225116,Q2225116_アカエリマキヒタキ,Q777962
Q2225125,Q2225125_ノドアカヒラハシ,Q646544
Q2225132,Q2225132_Bradypterus accentor,Q611996
Q2225134,Q2225134_ノドアカアイイロツバメ,Q221741
Q2225146,Q2225146_ミヤマクロツバメ,Q1061396
Q2225245,Q2225245_アドミラルチーカササギビタキ,Q2387360
Q2225257,Q2225257_ズアカガケツバメ,Q301153
Q2225328,Q2225328_キイロヒメヒタキ,Q198010
Q2225404,Q2225404_Brown Songlark,Q15032474
Q2225572,Q2225572_ムラサキオナガタイヨウチョウ,Q671699
Q2225577,Q2225577_Bradypterus mandelli,Q611996
Q2225715,Q2225715_セイロンメジロ,Q226900
Q2225766,Q2225766_ハイノドメジロ,Q226900
Q2225810,Q2225810_セラムクロビタイメジロ,Q226900
Q2225846,Q2225846_キムネメジロ,Q226900
Q2225860,Q2225860_ブルメジロ,Q226900
Q2225966,Q2225966_Spreo fischeri,Q947937
Q2225977,Q2225977_ウツクシオナガタイヨウチョウ,Q867433
Q2226000,Q2226000_アカオビコバシタイヨウチョウ,Q772179
Q2226012,Q2226012_オリーブゴシキタイヨウチョウ,Q867433
Q2226027,Q2226027_キノドコバシタイヨウチョウ,Q772179
Q2226050,Q2226050_キモモシトド,Q1092302
Q2226090,Q2226090_ヒムネニシキタイヨウチョウ,Q867433
Q2226102,Q2226102_クロハラゴシキタイヨウチョウ,Q867433
Q2226106,Q2226106_シロクロヒメウソ,Q597127
Q2226121,Q2226121_アオノドタイヨウチョウ,Q859927
Q2226159,Q2226159_サモアカラスモドキ,Q613598
Q2226171,Q2226171_Neumann's Starling,Q652184
Q2226191,Q2226191_キバラメジロ,Q226900
Q2226217,Q2226217_ウォーレスメジロ,Q226900
Q2226255,Q2226255_キミミモリチメドリ,Q9202459
Q22262555,Q22262555_Orospingus,Q666222
Q2226263,Q2226263_クロオニタイヨウチョウ,Q10756901
Q2226273,Q2226273_アカフサコバシタイヨウチョウ,Q669067
Q2226282,Q2226282_カロリンメジロ,Q226900
Q2226296,Q2226296_レンネルオオメジロ,Q2333853
Q2226334,Q2226334_アカハラコバシタイヨウチョウ,Q772179
Q2226351,Q2226351_Jamaican Spindalis,Q367998
Q2226361,Q2226361_シラアオフウキンチョウ,Q1187535
Q2226369,Q2226369_ミヤママユシトド,Q1067810
Q2226378,Q2226378_Hispaniolan Spindalis,Q367998
Q2226385,Q2226385_インコヒメウソ,Q597127
Q2226398,Q2226398_クロアカヒメウソ,Q597127
Q2226414,Q2226414_Barbados Bullfinch,Q1159505
Q2226426,Q2226426_アシグロヒメウソ,Q597127
Q22264385,Q22264385_Sphenopsis,Q666222
Q2226445,Q2226445_ニシキタイヨウチョウ,Q867433
Q2226478,Q2226478_コモロタイヨウチョウ,Q867433
Q2226500,Q2226500_チャバラヤブシトド,Q780445
Q2226523,Q2226523_ペルーヤブシトド,Q780445
Q22265256,Q22265256_Microspingus,Q666222
Q2226540,Q2226540_クロハラベニフウキンチョウ,Q1082554
Q2226550,Q2226550_ノドジロマユシトド,Q1067810
Q2226599,Q2226599_ノドアカタイヨウチョウ,Q1062173
Q22266087,Q22266087_Poospizopsis,Q666222
Q2226617,Q2226617_ノドジロヒメウソ,Q597127
Q2226623,Q2226623_シロガオヤブシトド,Q780445
Q2226653,Q2226653_ハジロヤブシトド,Q780445
Q2226663,Q2226663_ムナジロヒメウソ,Q597127
Q2226685,Q2226685_サンショクヤブシトド,Q780445
Q2226693,Q2226693_Grey-eared Brush Finch,Q780445
Q2226731,Q2226731_メジロヤブシトド,Q780445
Q2226742,Q2226742_ムジヒメウソ,Q597127
Q2226753,Q2226753_ムナグロマユシトド,Q1067810
Q2226761,Q2226761_チャバラヒメウソ,Q597127
Q2226770,Q2226770_Black-spectacled Brush Finch,Q780445
Q2226776,Q2226776_Vilcabamba Brush Finch,Q780445
Q2226784,Q2226784_Cherrie's Tanager,Q1082554
Q2226813,Q2226813_クリボウシヤブシトド,Q588866
Q2226888,Q2226888_アルダブラタイヨウチョウ,Q867433
Q2227428,Q2227428_マングローブメジロ,Q226900
Q2228229,Q2228229_テリタイヨウチョウ,Q867433
Q22286646,Q22286646_Highland rush warbler,Q611996
Q2229803,Q2229803_サメスズメモドキ,Q1234395
Q2229825,Q2229825_ムナフスズメモドキ,Q542585
Q2229881,Q2229881_ホオグロスズメモドキ,Q1234395
Q2229892,Q2229892_クロスジオリーブシトド,Q530809
Q2229906,Q2229906_チャガタスズメモドキ,Q1248933
Q2229917,Q2229917_ヤブスズメモドキ,Q1234395
Q2229941,Q2229941_キマユヒメドリ,Q695679
Q2229950,Q2229950_ミヤマユキヒメドリ,Q857319
Q22310317,Q22310317_Porphyrospizinae,Q666222
Q22313551,Q22313551_Coerebinae,Q666222
Q22340132,Q22340132_Nectarinia oritis,Q671699
Q22340136,Q22340136_Cinnyris oritis,Q867433
Q22340142,Q22340142_Nectarinia bannermani,Q671699
Q22340156,Q22340156_Nectarinia cyanolaema,Q671699
Q22340178,Q22340178_Nectarinia alinae,Q671699
Q22340182,Q22340182_Nectarinia olivacea,Q671699
Q22340187,Q22340187_Nectarinia verticalis,Q671699
Q22340245,Q22340245_Nectarinia veroxii,Q671699
Q22340911,Q22340911_Thraupinae,Q666222
Q2234141,Q2234141_Oreocharis,Q520316
Q2239527,Q2239527_マヌスオオサンショウクイ,Q662785
Q22443058,Q22443058_Atlapetes meridae,Q780445
Q2247179,Q2247179_Tephrodornis,Q2565091
Q2247983,Q2247983_アオチメドリ,Q10758977
Q226120,Q226120_ムシクイフィンチ,Q375385
Q22704092,Q22704092_Fringilla polatzeki,Q581391
Q2273470,Q2273470_Psophodes,Q1089786
Q2284149,Q2284149_アンダマンオオサンショウクイ,Q662785
Q2289858,Q2289858_Lanius pallidirostris,Q754657
Q22916711,Q22916711_Cisticolinae,Q550595
Q22917089,Q22917089_Priniinae,Q550595
Q2291744,Q2291744_Ptilorrhoa,Q3034620
Q2292470,Q2292470_Hydrornis,Q217472
