Source,Label,Target 
Q374805,Q374805_ズアカキヌバネドリ,Q926652
Q3758717,Q3758717_Ptilotula,Q211670
Q3783089,Q3783089_マレーシアガビチョウ,Q2129285
Q3785540,Q3785540_Jerdon's Leafbird,Q13465652
Q379240,Q379240_ムナジロゴジュウカラ,Q858577
Q37981006,Q37981006_Miocoracias,Q44245
Q37998303,Q37998303_Ashambu laughingthrush,Q29510058
Q38267353,Q38267353_Barita quoyi,Q25260465
Q383789,Q383789_アカハラハヤブサ,Q43489
Q3849574,Q3849574_Peale's Falcon,Q30535
Q384994,Q384994_ホオジロニショクアリドリ,Q598747
Q385273,Q385273_マミジロヨシキリ,Q637716
Q3854773,Q3854773_Menura tyawanoides,Q214096
Q386041,Q386041_Parotia berlepschi,Q765898
Q387221,Q387221_モモジロクマタカ,Q30085
Q387783,Q387783_ノドグロイワヒバリ,Q3924795
Q3884732,Q3884732_Western Canary Islands Goldcrest,Q26657
Q3972502,Q3972502_Rhinoplax,Q26773
Q398445,Q398445_グアダルーペカラカラ,Q858356
Q4006276,Q4006276_Upupa,Q20977
Q40307672,Q40307672_Acrocephalus schoenabaenus,Q637716
Q40316070,Q40316070_Amytornis goyder,Q697714
Q40327222,Q40327222_Calandrella razae,Q520302
Q40420368,Q40420368_Cyanoliseus patagonicus,Q5795202
Q40427235,Q40427235_Accipiter fasciatus cruenta,Q114715
Q40427299,Q40427299_Accipiter novaehollandiae novaehollandiae,Q938996
Q40427896,Q40427896_Dicrurus sp.,Q11234198
Q40429929,Q40429929_Aethopyga siparaja vigorsii,Q73760
Q40432567,Q40432567_Accipiter fasciatus wallacei,Q114715
Q40432662,Q40432662_Accipiter nisus melanoschistos,Q25380
Q40432789,Q40432789_Accipiter virgatus kashmiriensis,Q1265270
Q40434449,Q40434449_Aegithina tiphia singapurensis,Q26537
Q40434779,Q40434779_Aethopyga mystacalis perretti,Q606407
Q40434875,Q40434875_Aethopyga siparaja mussooriensis,Q73760
Q40436334,Q40436334_Anisognathus somptuosus flavinuchus,Q730464
Q40437492,Q40437492_Anthreptes malacensis borneensis,Q73567
Q40437615,Q40437615_Anthreptes singalensis assamensis,Q1094672
Q40437721,Q40437721_Anthreptes singalensis internotus,Q1094672
Q40437835,Q40437835_Anthreptes singalensis singalensis,Q1094672
Q40440486,Q40440486_Anthreptes malacensis basilanicus,Q73567
Q40440585,Q40440585_Anthreptes malacensis sanghirana,Q73567
Q40441620,Q40441620_Aquila pomarina hastata,Q23759697
Q40441734,Q40441734_Aquila pomarina pomarina,Q23759697
Q40441855,Q40441855_Aquila rapax raptor,Q374141
Q40444499,Q40444499_Aquila heliaca heliaca,Q168976
Q40444584,Q40444584_Aquila pomarina orientalis,Q23759697
Q40444684,Q40444684_Aquila rapax orientalis,Q374141
Q40446946,Q40446946_Aviceda cuculoides verreauxi,Q512295
Q40447842,Q40447842_Buteo albicaudatus hypospodius,Q19694246
Q40447991,Q40447991_Buteogallus anthracinus gundlachii,Q1267120
Q40448202,Q40448202_Buteo rufofuscus rufofuscus,Q1266370
Q40449607,Q40449607_Buteo albicaudatus hypospodiu,Q19694246
Q40449754,Q40449754_Buteo nitidus micrus,Q1260070
Q40460831,Q40460831_Cathartes aura insularis,Q245181
Q40460926,Q40460926_Cathartes aura mendionalis,Q245181
Q40461026,Q40461026_Cathartes aura teter,Q245181
Q40462475,Q40462475_Cercomacra nigricans nigricans,Q1262262
Q40462564,Q40462564_Cercomacra tyrannina rufiventris,Q1006669
Q40462889,Q40462889_Cercomacra tyrannina pallescens,Q1006669
Q40466333,Q40466333_Certhidea olivacea becki,Q226120
Q40466421,Q40466421_Certhidea olivacea fusca,Q226120
Q40466513,Q40466513_Certhidea olivacea luteola,Q226120
Q40466606,Q40466606_Certhidea olivacea mentalis,Q226120
Q40466698,Q40466698_Certhidea olivacea olivacea,Q226120
Q40467799,Q40467799_Chlorophonia occipitalis occipitalis,Q517516
Q40467860,Q40467860_Chondrohierax uncinatus aquilonis,Q872872
Q40467908,Q40467908_Chondrohierax uncinatus wilsoni,Q872872
Q40469737,Q40469737_Chondrohierax uncinatus wilsonii,Q872872
Q40470906,Q40470906_Circaetus gallicus pectoralis,Q170251
Q40476238,Q40476238_Colius striatus chyulu,Q875885
Q40476309,Q40476309_Colius striatus congenicus,Q875885
Q40476395,Q40476395_Colius striatus lungae,Q875885
Q40476470,Q40476470_Colius striatus marsabit,Q875885
Q40478719,Q40478719_Hippolais obsoleta,Q832245
Q40480645,Q40480645_Delichon dasypus cashmiriensis,Q728235
Q40480770,Q40480770_Dendrocincla fuliginosa wallacei,Q1266107
Q40480920,Q40480920_Dendrocygna autumnalis lucida,Q752461
Q40480993,Q40480993_Dendrocygna bicolor helva,Q740741
Q40481647,Q40481647_Dicaeum beccarii cambodianum,Q31874494
Q40481669,Q40481669_Delichon dasypus cashmirensis,Q728235
Q40481726,Q40481726_Dicaeum cruentatum hainanum,Q590200
Q40481801,Q40481801_Dicaeum haematostictum whiteheadi,Q2668307
Q40481830,Q40481830_Dicaeum minullum subflavum,Q3026823
Q40481899,Q40481899_Dicaeum sanguinolentum ablutum,Q73836
Q40484444,Q40484444_Emberiza affinis gambiensis,Q1302962
Q40484526,Q40484526_Emberiza cabanisi capensis,Q2668354
Q40484610,Q40484610_Emberiza cabanisi cognominata,Q2668354
Q40484697,Q40484697_Emberiza caesia caesia,Q837753
Q40484784,Q40484784_Emberiza calandra clanceyi,Q27220
Q40484845,Q40484845_Emberiza capensis klawerensis,Q3726265
Q40484930,Q40484930_Emberiza capensis media,Q3726265
Q40485015,Q40485015_Emberiza capensis smithersi,Q3726265
Q40485106,Q40485106_Emberiza capensis vincinti,Q3726265
Q40485189,Q40485189_Emberiza cia callensis,Q205491
Q40485210,Q40485210_Hypsipetes flavala,Q749428
Q40485274,Q40485274_Emberiza striolata theresae,Q1193031
Q40485792,Q40485792_Dicaeum concolor borneanum,Q74106
Q40485865,Q40485865_Dicaeum concolor concolor,Q74106
Q40485945,Q40485945_Dicaeum concolor olivaceum,Q74106
Q40486023,Q40486023_Dicaeum trigonostigma pallidus,Q785583
Q40486775,Q40486775_Erythrocercus livingstonei livingstoni,Q248607
Q40486852,Q40486852_Erythrocercus livingstonei monapo,Q248607
Q40486942,Q40486942_Erythrocercus livingstonei tomsoni,Q248607
Q40489233,Q40489233_Falco biarmicus feldeggi,Q33554
Q40489309,Q40489309_Falco columbarius richardsoni,Q131918
Q40489388,Q40489388_Falco peregrinus anathum,Q30535
Q40489413,Q40489413_Emberiza cia godlewskii,Q205491
Q40489470,Q40489470_Falco rufigularis pax,Q844220
Q40489495,Q40489495_Emberiza cia omissa,Q205491
Q40489547,Q40489547_Falco rusticolus rusticolus,Q177688
Q40489568,Q40489568_Emberiza cia yunnanensis,Q205491
Q40489626,Q40489626_Falco sparverius caribaerum,Q651545
Q40489650,Q40489650_Emberiza cirlus cirlus,Q148583
Q40489705,Q40489705_Falco sparverius guatemalensis,Q651545
Q40489793,Q40489793_Falco tinnunculus buryi,Q26490
Q40489887,Q40489887_Falco tinnunculus tanganyikae,Q26490
Q40491627,Q40491627_Fringilla coelebs cypriotis,Q25383
Q40496379,Q40496379_Gracula religiosa ptilogenys,Q337416
Q40496974,Q40496974_Furnarius leucopus cinnamomeus,Q1265893
Q40497809,Q40497809_Hedydipna collaris patersonae,Q839914
Q40497890,Q40497890_Hedydipna collaris phillipsi,Q839914
Q40498154,Q40498154_Hieraaetus pennatus pennatus,Q182971
Q40498516,Q40498516_Hirundo albigularis albigularis,Q374600
Q40498606,Q40498606_Hirundo albigularis ambigua,Q374600
Q40498695,Q40498695_Hirundo angolensis angolensis,Q547224
Q40498806,Q40498806_Hirundo atrocaerulea lynesi,Q1042068
Q40498884,Q40498884_Hirundo daurica disjuncta,Q212020
Q40498954,Q40498954_Hirundo daurica vernayi,Q212020
Q40499030,Q40499030_Hirundo dimidiata marwitsi,Q767065
Q40499097,Q40499097_Hirundo fuligula fuligula,Q1584095
Q40499164,Q40499164_Hirundo fuligula rufigula,Q1584095
Q40499256,Q40499256_Hirundo lucida clara,Q1036824
Q40499325,Q40499325_Hirundo pyrrhonota melanogaster,Q14624738
Q40499386,Q40499386_Hirundo pyrrhonota pyrrhonota,Q14624738
Q40499457,Q40499457_Hirundo smithii smithi,Q375793
Q40499536,Q40499536_Hirundo tahitica parsoni,Q767050
Q40499832,Q40499832_Hyliota australis inornanta,Q1315318
Q40502039,Q40502039_Gracula religiosa indica,Q337416
Q40502105,Q40502105_Gracula religiosa robusta,Q337416
Q40503313,Q40503313_Lamprotornis australis degener,Q673768
Q40506012,Q40506012_Hieraaetus fasciatus fasciatus,Q26822131
Q40506094,Q40506094_Hieraaetus kienerii de,Q25263539
Q40506180,Q40506180_Hieraaetus morphnoides morphnoides,Q782098
Q40506311,Q40506311_Leucopternis albicollis ghiesberghti,Q968906
Q40509046,Q40509046_Hyliota australis usambara,Q1315318
Q40509870,Q40509870_Malimbus malimbicus granti,Q917082
Q40509946,Q40509946_Malimbus nitens moreaui,Q771580
Q40510743,Q40510743_Melierax gabar defensorum,Q25656205
Q40511748,Q40511748_Mergus serrator serrator,Q189609
Q40512259,Q40512259_Micrastur ruficollis gerilla,Q1089154
Q40512692,Q40512692_Lamprotornis chloropterus elisabeth,Q948103
Q40512771,Q40512771_Lamprotornis corruscus corruscus,Q3316832
Q40513160,Q40513160_Milvus migrans tenebrosus,Q80362
Q40517581,Q40517581_Leucopternis albicollis costaricensis,Q968906
Q40520869,Q40520869_Molothrus sp.,Q1137414
Q40526803,Q40526803_Melanitta fusca fusca,Q201300
Q40529445,Q40529445_Philydor atricapillus pallidior,Q761358
Q40529548,Q40529548_Philydor atricapillus pallidor,Q761358
Q40532472,Q40532472_Pipilo erythrophthalmus chiapensis,Q1541137
Q40532551,Q40532551_Pipilo erythrophthalmus magnirostris,Q1541137
Q40532612,Q40532612_Pipilo erythrophthalmus megalonyx,Q1541137
Q40532648,Q40532648_Pipilo erythrophthalmus montanus,Q1541137
Q40532760,Q40532760_Pipilo erythrophthalmus oaxacae,Q1541137
Q40532850,Q40532850_Pipilo erythrophthalmus orientalis,Q1541137
Q40532877,Q40532877_Milvus migrans aegyptius,Q80362
Q40532967,Q40532967_Milvus migrans parasitus,Q80362
Q40543653,Q40543653_Necrosyrtes monachus pileatus,Q177386
Q40545563,Q40545563_Regulus regulus anglorum,Q26657
Q40551257,Q40551257_Sclerurus mexicanus certus,Q782336
Q40558362,Q40558362_Spilornis cheela floweri,Q431212
Q40558499,Q40558499_Spilornis cheela kinabaluensis,Q431212
Q40559973,Q40559973_Spilornis elgini sipora,Q760455
Q40564745,Q40564745_Sturnus vulgaris menzbieri,Q25469
Q40564868,Q40564868_Sturnus vulgaris persepolis,Q25469
Q40567778,Q40567778_Tachycineta thalassina lepida,Q1059968
Q40588631,Q40588631_Pernis celebensis steerei,Q859270
Q40590598,Q40590598_Vireo gilvus connectens,Q596266
Q40590635,Q40590635_Petrochelidon nigricans nigricnas,Q2668013
Q40590722,Q40590722_Vireo griseus noveboracensis,Q512812
Q40590862,Q40590862_Vireo huttoni cognathus,Q2667675
Q40591003,Q40591003_Vireo magister cinerea,Q2667684
Q40591129,Q40591129_Vireo solitarius cassinii,Q1586476
Q40591244,Q40591244_Vireo solitarius cass,Q1586476
Q40591363,Q40591363_Vireo solitarius lucasanus,Q1586476
Q40591472,Q40591472_Vireo solitarius pinicolus,Q1586476
Q40591587,Q40591587_Vireo solitarius plumbeus,Q1586476
Q40591754,Q40591754_Vireo solitarius repetans,Q1586476
Q40592124,Q40592124_Xenops genibarbis cayoensis,Q31874617
Q40593431,Q40593431_Zosterops kulambangrae paradoxa,Q3726985
Q40593562,Q40593562_Zosterops pallidus deserticola,Q1589575
Q40593677,Q40593677_Zosterops senegalensis australoabyssinicus,Q2668026
Q40593784,Q40593784_Zosterops senegalensis leoninus,Q2668026
Q40593878,Q40593878_Zosterops virens mbuluensis,Q12269418
Q40593973,Q40593973_Zosterops virens meruensis,Q12269418
Q40599357,Q40599357_Pharomachrus antisinensis,Q2725371
Q40599895,Q40599895_Pipilo erythrophthalmus erythtophthalmus,Q1541137
Q40602645,Q40602645_Pithys albifrons brevibarba,Q790515
Q40640089,Q40640089_Regulus ignicapilla madeirensis,Q27471
Q40646881,Q40646881_Sclerurus mexicanus andinus,Q782336
Q40646981,Q40646981_Sclerurus mexicanus bahiae,Q782336
Q40647089,Q40647089_Sclerurus mexicanus peruvianus,Q782336
Q40648210,Q40648210_Scytalopus canus canus,Q1259206
Q40651076,Q40651076_Alauda cristata,Q378278
Q40651087,Q40651087_Alauda leiopus,Q378278
Q40651309,Q40651309_Ammomanes phoenicurus,Q2087565
Q40651341,Q40651341_Andropadus gracilirostris,Q1997711
Q40651350,Q40651350_Andropadus indicator,Q1997711
Q40651484,Q40651484_Apalis griseiceps,Q641870
Q40651492,Q40651492_Apalis moreaui,Q641870
Q40651520,Q40651520_Apalis murina,Q641870
Q40651773,Q40651773_Argya caudatus,Q25407338
Q40651818,Q40651818_Artamus leucorhynchus,Q2483684
Q40651945,Q40651945_Bleda eximia,Q804438
Q40651953,Q40651953_Bleda notata,Q804438
Q40651963,Q40651963_Bleda syndactyla,Q804438
Q40652193,Q40652193_Calandrella conirostris,Q520302
Q40652223,Q40652223_Calandrella sclateri,Q520302
Q40652231,Q40652231_Calendula magnirostris,Q50070271
Q40652997,Q40652997_Certhilauda albofasciata,Q859720
Q40653174,Q40653174_Chloropsis aurifons,Q13465652
Q40653286,Q40653286_Cisticola aridula,Q2719515
Q40653321,Q40653321_Cisticola brachyptera,Q2719515
Q40653358,Q40653358_Cisticola cisticola,Q2719515
Q40653391,Q40653391_Cisticola eximia,Q2719515
Q40653404,Q40653404_Cisticola nuchalis,Q2719515
Q40653433,Q40653433_Cisticola robusta,Q2719515
Q40653439,Q40653439_Cisticola rufilata,Q2719515
Q40653476,Q40653476_Cisticola subruficapillus,Q2719515
Q40653643,Q40653643_Corythocichla brevicaudata,Q28864831
Q40653695,Q40653695_Crateropus tenebrosus,Q28917130
Q40653703,Q40653703_Crateropus terricolor,Q28917130
Q40653758,Q40653758_Criniger balicus,Q869723
Q40653772,Q40653772_Criniger pallida,Q869723
Q40653781,Q40653781_Criniger tephrogenys,Q869723
Q40653791,Q40653791_Cryptolopha castaneiceps,Q28913231
Q40653806,Q40653806_Cryptolopha tephrocephala,Q28913231
Q40653814,Q40653814_Cryptolopha umbrovicens,Q28913231
Q40654011,Q40654011_Daptrius americanus,Q15874223
Q40654168,Q40654168_Dicrurus leucogenys,Q11234198
Q40654203,Q40654203_Diphyllodes speciosus,Q960998
Q40654293,Q40654293_Drymocataphus tickelli,Q28856735
Q40654401,Q40654401_Dyaphorophyia ansorgei,Q5475247
Q40654493,Q40654493_Eremomela elegans,Q990577
Q40654500,Q40654500_Eremomela flaviventris,Q990577
Q40654513,Q40654513_Eremomela griseoflava,Q990577
Q40654531,Q40654531_Eremomela grisoflava,Q990577
Q40654541,Q40654541_Eremopterix grisea,Q304526
Q40654736,Q40654736_Eurylaimus ochromelas,Q1193319
Q40654780,Q40654780_Falco cenchris,Q43489
Q40654791,Q40654791_Falco tinnumculus,Q43489
Q40654900,Q40654900_Franklinia rubescens,Q50069454
Q40655170,Q40655170_Grallaria regulus,Q2465230
Q40655179,Q40655179_Graucalus javensis,Q28736472
Q40655191,Q40655191_Graucalus macei,Q28736472
Q40655202,Q40655202_Graucalus papuensis,Q28736472
Q40655520,Q40655520_Horeites acanthizoides,Q28363583
Q40655530,Q40655530_Horeites brunneifrons,Q28363583
Q40655541,Q40655541_Horeites brunnifrons,Q28363583
Q40655614,Q40655614_Hypsipetes indicus,Q749428
Q40655624,Q40655624_Hypsipetes mcclellandii,Q749428
Q40655637,Q40655637_Hypsipetes psaroides,Q749428
Q40655647,Q40655647_Ianthocincla lineatum,Q31843655
Q40655658,Q40655658_Ianthocincla ocellata,Q31843655
Q40655669,Q40655669_Ianthocincla subunicolor,Q31843655
Q40655685,Q40655685_Iole maclellandi,Q610468
Q40655875,Q40655875_Lalage karu,Q1083087
Q40655987,Q40655987_Leioptila capistrata,Q28843598
Q40656006,Q40656006_Leioptila melanoleuca,Q28843598
Q40656015,Q40656015_Leioptila pulchella,Q28843598
Q40656490,Q40656490_Micrastur melanoleucus,Q579064
Q40656554,Q40656554_Microscelis crassirostris,Q15943541
Q40656563,Q40656563_Microscelis psaroides,Q15943541
Q40656668,Q40656668_Mirafra albescens,Q240083
Q40656675,Q40656675_Mirafra fischeri,Q240083
Q40657340,Q40657340_Oxylabes zosterops,Q10803533
Q40657569,Q40657569_Pericrocotus peregrinus,Q1082724
Q40657764,Q40657764_Pitta douglasi,Q3389415
Q40657884,Q40657884_Pomatorhinus nuchalis,Q735456
Q40657894,Q40657894_Pomatorhinus olivaceus,Q735456
Q40657936,Q40657936_Pomatorhinus tickelli,Q735456
Q40657962,Q40657962_Prinia criniger,Q863293
Q40657972,Q40657972_Prinia erythropterus,Q863293
Q40657983,Q40657983_Prinia leucopogon,Q863293
Q40657991,Q40657991_Prinia pectoralis,Q863293
Q40658036,Q40658036_Prinia superciliosa,Q863293
Q40658047,Q40658047_Prionops concinnata,Q3754354
Q40658058,Q40658058_Prionops plumata,Q3754354
Q40658328,Q40658328_Pycnonotus hainanus,Q940685
Q40658361,Q40658361_Pycnonotus importunus,Q940685
Q40658371,Q40658371_Pycnonotus milanjensis,Q940685
Q40658390,Q40658390_Pycnonotus virens,Q940685
Q40658563,Q40658563_Regulus cristatus,Q208716
Q40658899,Q40658899_Schoeniparus rufigularis,Q7431965
Q40659104,Q40659104_Ptiloris magnifica,Q1080561
Q40659606,Q40659606_Sitta castaneoventris,Q858577
Q40659611,Q40659611_Siva cyanuroptera,Q28363681
Q40659618,Q40659618_Siva sordida,Q28363681
Q40659643,Q40659643_Siva strigula,Q28363681
Q40659994,Q40659994_Spindalis zena nigricephala,Q918323
Q40660005,Q40660005_Tchitrea affinis,Q28736344
Q40660010,Q40660010_Tchitrea mutata,Q28736344
Q40660020,Q40660020_Tchitrea perspicillata,Q28736344
Q40660036,Q40660036_Tchitrea plumbiceps,Q28736344
Q40660042,Q40660042_Tchitrea viridis,Q28736344
Q40660051,Q40660051_Tephrodornis pelvica,Q2247179
Q40660068,Q40660068_Tephrodornis pelvicus,Q2247179
Q40660151,Q40660151_Tichodroma phaenicoptera,Q10826827
Q40660284,Q40660284_Pycnonotus sp.,Q940685
Q40660367,Q40660367_Turdinus marmoratus,Q10830029
Q40660630,Q40660630_Urolais epichlora,Q10832167
Q40663914,Q40663914_Sturnus burmannicus burmannicus,Q1587366
Q40663993,Q40663993_Sturnus burmannicus leucocephalus,Q1587366
Q40664090,Q40664090_Sturnus contra contra,Q148485
Q40664690,Q40664690_Sturnus contra floweri,Q148485
Q40664811,Q40664811_Sturnus contra superciliaris,Q148485
Q40669813,Q40669813_Tachyphonus delatrii delatrii,Q1242914
Q40671328,Q40671328_Tangara chilensis coelicolor,Q1543890
Q40674067,Q40674067_Terpsiphone atrocaudata ilex,Q1074163
Q40674211,Q40674211_Terpsiphone paradisi affinis,Q568512
Q40674295,Q40674295_Terpsiphone paradisi incei,Q568512
Q40674370,Q40674370_Terpsiphone paradisi indochinensis,Q568512
Q40674516,Q40674516_Terpsiphone paradisi saturiator,Q568512
Q40674675,Q40674675_Terpsiphone rufocinerea bannermani,Q1923059
Q40675671,Q40675671_Thamnophilus atrinucha subcinereus,Q1261013
Q40675797,Q40675797_Thamnophilus doliatus fraterculus,Q863581
Q40675915,Q40675915_Thamnophilus doliatus zarumae,Q863581
Q40686658,Q40686658_Vireo olivaceus flavoviridis,Q582976
Q40689693,Q40689693_Zosterops atrifrons hypoxantha,Q1923098
Q40689754,Q40689754_Zosterops borbonicus mauritianus,Q1061897
Q40689823,Q40689823_Zosterops chloris albiventris,Q2227428
Q40689902,Q40689902_Zosterops lateralis gouldi,Q313394
Q40689987,Q40689987_Zosterops lateralis halmaturina,Q313394
Q40690079,Q40690079_Zosterops lateralis ramsayi,Q313394
Q40690249,Q40690249_Zosterops lateralis tephropleura,Q313394
Q40690352,Q40690352_Zosterops luteirostris luteirostris,Q1923148
Q40690359,Q40690359_Zosterops pallidus atmorii,Q1589575
Q40690422,Q40690422_Zosterops pallidus capensis,Q1589575
Q40690520,Q40690520_Zosterops pallidus pallidus,Q1589575
Q40690611,Q40690611_Zosterops pallidus poliogastra,Q1589575
Q40690692,Q40690692_Zosterops pallidus sundevalli,Q1589575
Q40690779,Q40690779_Zosterops pallidus virens,Q1589575
Q40690868,Q40690868_Zosterops poliogastrus silvanus,Q3073755
Q40690947,Q40690947_Zosterops senegalensis andersoni,Q2668026
Q40691015,Q40691015_Zosterops senegalensis kikuyensis,Q2668026
Q40691093,Q40691093_Zosterops senegalensis massae,Q2668026
Q40691157,Q40691157_Zosterops senegalensis stencricotus,Q2668026
Q40691216,Q40691216_Zosterops senegalensis stenocricotus,Q2668026
Q40691268,Q40691268_Zosterops virens atmorii,Q12269418
Q40691321,Q40691321_Zosterops virens eurycricotus,Q12269418
Q40691503,Q40691503_Zosterops virens scotti,Q12269418
Q40691573,Q40691573_Zosterops virens stierlingi,Q12269418
Q40692780,Q40692780_Sitta sp.,Q858577
Q40977783,Q40977783_Aethopyga primigenius primigenius,Q40650880
Q40978149,Q40978149_Accipiter dukhunensis,Q188737
Q40978181,Q40978181_Accipiter polyzonoides,Q188737
Q40978201,Q40978201_Accipiter scutarius,Q188737
Q40978210,Q40978210_Accipiter sexfasciatus,Q188737
Q40978216,Q40978216_Accipiter stevensoni,Q188737
Q40978402,Q40978402_Aethopyga sanguinipectus johnsi,Q40650891
Q40978850,Q40978850_Alaemon benguelensis,Q575045
Q40978861,Q40978861_Alaemon bradshawi,Q575045
Q40978870,Q40978870_Alaemon damarensis,Q575045
Q40978879,Q40978879_Alaemon jessei,Q575045
Q40978888,Q40978888_Alauda adamsi,Q378278
Q40978899,Q40978899_Alauda cheleensis,Q378278
Q40978907,Q40978907_Alauda chuana,Q378278
Q40978915,Q40978915_Alauda codea,Q378278
Q40978923,Q40978923_Alauda coelivox,Q378278
Q40978932,Q40978932_Alauda conirostris,Q378278
Q40978939,Q40978939_Alauda deva,Q378278
Q40978946,Q40978946_Alauda dukhunensis,Q378278
Q40978954,Q40978954_Alauda dulcivox,Q378278
Q40978963,Q40978963_Alauda ferruginea,Q378278
Q40978972,Q40978972_Alauda guttata,Q378278
Q40978980,Q40978980_Alauda intermedia,Q378278
Q40978988,Q40978988_Alauda lagepa,Q378278
Q40978997,Q40978997_Alauda leautungensis,Q378278
Q40979006,Q40979006_Alauda novaeseelandiae,Q378278
Q40979015,Q40979015_Alauda peguensis,Q378278
Q40979024,Q40979024_Alauda pekinensis,Q378278
Q40979032,Q40979032_Alauda penicillata,Q378278
Q40979037,Q40979037_Alauda praetermissa,Q378278
Q40979046,Q40979046_Alauda sala,Q378278
Q40979053,Q40979053_Alauda sinensis,Q378278
Q40979062,Q40979062_Alauda triborhyncha,Q378278
Q40979069,Q40979069_Alauda wattersi,Q378278
Q40979211,Q40979211_Aethopyga seheriae viridicauda,Q40650902
Q40979910,Q40979910_Ammomanes algeriensis,Q2087565
Q40979916,Q40979916_Ammomanes fraterculus,Q2087565
Q40979924,Q40979924_Ammomanes samharensis,Q2087565
Q40979929,Q40979929_Ammomanes saturatus,Q2087565
Q40980165,Q40980165_Anabates cervinigularis,Q27977951
Q40980170,Q40980170_Anabates cerviniventris,Q27977951
Q40980177,Q40980177_Anabates erythropterus,Q27977951
Q40980187,Q40980187_Anabates flammulatus,Q27977951
Q40980192,Q40980192_Anabates infuscatus,Q27977951
Q40980198,Q40980198_Anabates leucophrys,Q27977951
Q40980203,Q40980203_Anabates lineaticeps,Q27977951
Q40980208,Q40980208_Anabates melanopezus,Q27977951
Q40980213,Q40980213_Anabates striaticollis,Q27977951
Q40980221,Q40980221_Anabates subalaris,Q27977951
Q40980228,Q40980228_Anabates temporalis,Q27977951
Q40980373,Q40980373_Andropadus concolor,Q1997711
Q40980379,Q40980379_Andropadus erythropterus,Q1997711
Q40980385,Q40980385_Andropadus flavostriatus,Q1997711
Q40980392,Q40980392_Andropadus hypoxanthus,Q1997711
Q40980399,Q40980399_Andropadus laetissimus,Q1997711
Q40980408,Q40980408_Andropadus zombensis,Q1997711
Q40980883,Q40980883_Apalis affinis,Q641870
Q40980891,Q40980891_Apalis ansorgei,Q641870
Q40980898,Q40980898_Apalis cerviniventris,Q641870
Q40980906,Q40980906_Apalis claudei,Q641870
Q40980912,Q40980912_Apalis denti,Q641870
Q40980918,Q40980918_Apalis hardyi,Q641870
Q40980927,Q40980927_Apalis lopezi,Q641870
Q40980934,Q40980934_Apalis macphersoni,Q641870
Q40981124,Q40981124_Aquila albipes,Q30085
Q40981135,Q40981135_Aquila amurensis,Q30085
Q40981143,Q40981143_Aquila murina,Q30085
Q40981448,Q40981448_Argya heuglini,Q25407338
Q40981457,Q40981457_Argya hyperythra,Q25407338
Q40981466,Q40981466_Argya keniana,Q25407338
Q40981475,Q40981475_Argya saturata,Q25407338
Q40981540,Q40981540_Artamus melanops,Q2483684
Q40981547,Q40981547_Artamus venustus,Q2483684
Q40982814,Q40982814_Bias feminina,Q10699210
Q40982859,Q40982859_Bleda alfredi,Q804438
Q40982870,Q40982870_Bleda woosnami,Q804438
Q40982998,Q40982998_Brachypodius fuscoflavescens,Q23023562
Q40983002,Q40983002_Brachypodius immaculatus,Q23023562
Q40983011,Q40983011_Brachypodius tristis,Q23023562
Q40984047,Q40984047_Calamonastes katangae,Q2654205
Q40984057,Q40984057_Calandrella buckleyi,Q520302
Q40984065,Q40984065_Calandrella fringillaris,Q520302
Q40984075,Q40984075_Calandrella hermonensis,Q520302
Q40984083,Q40984083_Calandrella tibetana,Q520302
Q40984404,Q40984404_Calyptomena rafflesia,Q377990
Q40984462,Q40984462_Camaroptera granti,Q2536264
Q40984470,Q40984470_Camaroptera griseigula,Q2536264
Q40984478,Q40984478_Camaroptera natalensis,Q2536264
Q40984601,Q40984601_Campylorhynchus couesi,Q857905
Q40984609,Q40984609_Campylorhynchus hypostictus,Q857905
Q40984617,Q40984617_Campylorhynchus nigricaudatus,Q857905
Q40984626,Q40984626_Campylorhynchus nigriceps,Q857905
Q40984633,Q40984633_Campylorhynchus pardus,Q857905
Q40984640,Q40984640_Campylorhynchus striaticollis,Q857905
Q40986061,Q40986061_Certhilauda garrula,Q859720
Q40986070,Q40986070_Certhilauda kalahariae,Q859720
Q40986077,Q40986077_Certhilauda somalica,Q859720
Q40986353,Q40986353_Chamaeza fulvescens,Q859959
Q40986658,Q40986658_Chlorocichla mombasae,Q860912
Q40986668,Q40986668_Chlorocichla occidentalis,Q860912
Q40986675,Q40986675_Chlorocichla zambesiae,Q860912
Q40986757,Q40986757_Chloropsis chrysogaster,Q13465652
Q40986765,Q40986765_Chloropsis cyanopogan,Q13465652
Q40986773,Q40986773_Chloropsis cyanopterus,Q13465652
Q40986780,Q40986780_Chloropsis zosterops,Q13465652
Q40987126,Q40987126_Cicinnurus goodfellowi,Q1781382
Q40987620,Q40987620_Cisticola alticola,Q2719515
Q40987630,Q40987630_Cisticola ambigua,Q2719515
Q40987637,Q40987637_Cisticola belli,Q2719515
Q40987644,Q40987644_Cisticola butleri,Q2719515
Q40987652,Q40987652_Cisticola dodsoni,Q2719515
Q40987663,Q40987663_Cisticola fuscicapilla,Q2719515
Q40987672,Q40987672_Cisticola grayi,Q2719515
Q40987680,Q40987680_Cisticola hindii,Q2719515
Q40987687,Q40987687_Cisticola kalahari,Q2719515
Q40987693,Q40987693_Cisticola lavendulae,Q2719515
Q40987700,Q40987700_Cisticola lovati,Q2719515
