id	parent_taxon
Q40515889	Q2668264
Q27615937	Q1075282
Q27617009	Q1260265
Q5419999	Q1059783
Q220876	Q390189
Q1263063	Q591549
Q40500218	Q875886
Q27633845	Q27075713
Q27623581	Q25485
Q1304647	Q1062130
Q1263683	Q764211
Q12030265	Q115661
Q27601375	Q572638
Q253789	Q27725
Q27609508	Q1006452
Q27618230	Q27075160
Q40442858	Q1590302
Q1266398	Q777910
Q33135928	Q12215072
Q1091359	Q240083
Q3034620	Q25341
Q253941	Q192524
Q917147	Q133587
Q41024874	Q687310
Q643557	Q373694
Q40505542	Q27160
Q109578205	Q28135
Q41101982	Q40656949
Q27628801	Q1923113
Q40484697	Q837753
Q1087853	Q3389415
Q184295	Q827170
Q109557045	Q740766
Q27604173	Q25709
Q2084483	Q480826
Q1304049	Q610468
Q27615125	Q913090
Q11843765	Q598747
Q27613595	Q1277299
Q994417	Q388003
Q27622295	Q642235
Q27625091	Q1585646
Q27631304	Q1585839
Q41141752	Q40658711
Q27622483	Q2008348
Q3034934	Q1066573
Q773651	Q43489
Q25909	Q901041
Q27613686	Q731910
Q27074759	Q9335687
Q1264086	Q1038107
Q1274715	Q1059499
Q27627041	Q1091313
Q27627176	Q27075517
Q23793896	Q652976
Q41219569	Q771870
Q27629438	Q3726415
Q27624083	Q15238032
Q27637153	Q2926374
Q964056	Q217478
Q27632218	Q22569684
Q27637761	Q2630955
Q1270410	Q1955343
Q21357529	Q1074819
Q27631274	Q551736
Q40659504	Q646707
Q98915374	Q782336
Q26834024	Q611069
Q27610288	Q1268348
Q27630804	Q841635
Q16010067	Q310862
Q106481221	Q208682
Q27638166	Q1302271
Q41140745	Q1091403
Q27608962	Q728682
Q40543068	Q748062
Q1260044	Q746658
Q16573349	Q28114280
Q1269726	Q859950
Q27610727	Q181308
Q40986860	Q860944
Q2446994	Q278968
Q1305642	Q3504415
Q27622008	Q15462103
Q27601892	Q19055
Q21353811	Q572657
Q27632162	Q945095
Q27616568	Q959141
Q40460007	Q375790
Q109563492	Q241515
Q27609906	Q844860
Q106481130	Q1140949
Q3315034	Q613598
Q27631183	Q178942
Q27043884	Q882373
Q27623361	Q2668854
Q27634787	Q774288
Q27628996	Q1063246
Q40657054	Q671699
Q775679	Q940685
Q27619878	Q2225071
Q22235906	Q583659
Q40459886	Q375790
Q62272836	Q691336
Q40463878	Q2225339
Q368873	Q829925
Q755119	Q858356
Q27617896	Q942420
Q27614295	Q1267561
Q41024882	Q687310
Q1086996	Q132898
Q27626892	Q1311012
Q1588157	Q906092
Q40513818	Q3231569
Q28466205	Q1293045
Q10749078	Q839859
Q7937082	Q21078829
Q1268516	Q1079841
Q27610377	Q1270188
Q27638495	Q976302
Q27627218	Q1304473
Q27610997	Q930457
Q27611453	Q1261723
Q21357141	Q207831
Q41027098	Q261172
Q1273110	Q634459
Q27608454	Q856201
Q27614487	Q594083
Q27620772	Q850113
Q40469282	Q430467
Q27635141	Q1590302
Q21401204	Q1259171
Q1267505	Q913555
Q27622464	Q73430
Q27620659	Q3729690
Q40457484	Q206701
Q27611280	Q1265112
Q1923333	Q669025
Q170466	Q6377551
Q27074875	Q1466322
Q27622993	Q184820
Q617633	Q135464
Q27611087	Q1151175
Q2226623	Q780445
Q40693550	Q2417877
Q27606353	Q25438
Q28867708	Q597127
Q1268942	Q979624
Q1271537	Q4120610
Q144218	Q14786632
Q1264762	Q937893
Q27623724	Q1588345
Q41018983	Q21711112
Q27601408	Q251842
Q15631675	Q1179990
Q21367688	Q252499
Q27609796	Q1262561
Q27628658	Q3123938
Q27625502	Q210791
Q28807547	Q1441641
Q937910	Q10793514
Q87705156	Q180691
Q1267335	Q529105
Q27074597	Q10734555
Q109578076	Q209239
Q555736	Q869490
Q27614630	Q1269530
Q27638831	Q934456
Q31874228	Q867433
Q26755	Q240088
Q1030303	Q743573
Q27623011	Q25394
Q106481046	Q26934488
Q27611155	Q1006422
Q40578178	Q25689712
Q27621106	Q3115158
Q55111781	Q1259803
Q40588141	Q1081105
Q41022940	Q28822681
Q27620458	Q1922967
Q27616826	Q845227
Q27614846	Q1055855
Q40989477	Q869569
Q1589185	Q737061
Q1307431	Q735456
Q27629100	Q776497
Q40634707	Q1093619
Q27617088	Q63902
Q223290	Q575930
Q62093823	Q62092369
Q27636564	Q1190592
Q10758733	Q774034
Q27621511	Q3180293
Q41021653	Q1431050
Q10749535	Q2512915
Q27636939	Q587505
Q23072936	Q217478
Q27075358	Q3838101
Q549139	Q852405
Q27635964	Q1300835
Q73453	Q1190045
Q27075729	Q992589
Q41014094	Q608915
Q25094547	Q226900
Q845969	Q30838
Q3042280	Q1066573
Q27620544	Q1310288
Q1029769	Q869490
Q20991430	Q20991814
Q25266961	Q1466731
Q596275	Q259857
Q28922059	Q28922058
Q27622082	Q1584267
Q27607968	Q303019
Q2884241	Q2346826
Q27619679	Q604518
Q40684279	Q25234
Q19598306	Q22285909
Q27637575	Q1042862
Q457471	Q235152
Q40454567	Q2667896
Q14943631	Q19596430
Q27610245	Q863195
Q27614201	Q540372
Q109563236	Q746658
Q27630522	Q3314356
Q27619217	Q74588
Q754995	Q5493217
Q27637901	Q628075
Q27621548	Q27075313
Q27624717	Q27075466
Q11688176	Q205930
Q10744117	Q7556
Q27631109	Q1587231
Q27608909	Q18866
Q27607944	Q541424
Q21215749	Q31448
Q27637503	Q2668137
Q7171021	Q9147
Q10754307	Q666222
Q301153	Q39861
Q28831530	Q857839
Q27608881	Q27375
Q1586915	Q311248
Q40460831	Q245181
Q13635746	Q3062168
Q27618411	Q901907
Q1311204	Q1093619
Q27636484	Q1301311
Q18608891	Q18608894
Q27623348	Q1589606
Q2922490	Q611996
Q1265299	Q746986
Q1261104	Q2296751
Q40986259	Q1463407
Q40983777	Q235152
Q40462828	Q842013
Q27629453	Q2304236
Q41152584	Q211670
Q27611377	Q772286
Q27605612	Q795570
Q27613546	Q31898
Q392232	Q312272
Q9020934	Q375716
Q1267945	Q76408
Q27603394	Q25432
Q20717004	Q760382
Q25249035	Q15977272
Q3479810	Q14517970
Q27604879	Q25332
Q21356013	Q2934252
Q40523826	Q1306848
Q909836	Q904159
Q50654231	Q492684
Q107055486	Q214264
Q3136337	Q1061396
Q41023636	Q375593
Q27624279	Q1589185
Q27612131	Q898996
Q41024770	Q687310
Q27633798	Q766717
Q16587520	Q974811
Q26936776	Q1080599
Q619058	Q1076011
Q420499	Q10770240
Q27611302	Q1273359
Q1588493	Q10778881
Q2984126	Q431179
Q110706329	Q481671
Q1591296	Q2303843
Q284594	Q1129268
Q27614472	Q184518
Q27613862	Q1193728
Q1302135	Q1744867
Q40986070	Q859720
Q31958	Q269203
Q27617035	Q2222911
Q41024237	Q7828263
Q31874498	Q3389415
Q27608882	Q27375
Q27622078	Q74092
Q28740169	Q28740166
Q27616757	Q616230
Q27615008	Q790664
Q1260062	Q2567525
Q27603333	Q25432
Q27625521	Q2226510
Q109563224	Q209239
Q859626	Q859633
Q774996	Q251575
Q27626890	Q1311012
Q27614049	Q27074833
Q31872959	Q1044109
Q10824551	Q666222
Q27621806	Q1588260
Q1265592	Q1573935
Q27621634	Q795567
Q27621532	Q2667550
Q1077298	Q209239
Q27616711	Q55112046
Q28920972	Q339517
Q27621319	Q2223742
Q27618362	Q1259371
Q27600614	Q998385
Q27611407	Q902098
Q27607910	Q1002588
Q40982189	Q782540
Q917093	Q1041349
Q27624041	Q207249
Q27617730	Q859967
Q31873676	Q842978
Q944569	Q240083
Q7135780	Q3895277
Q31874304	Q10766379
Q27610285	Q18845
Q27617753	Q1027866
Q27615299	Q616770
Q40529388	Q741249
Q10796105	Q587527
Q27626630	Q1864347
Q21276397	Q132820
Q27622620	Q1923339
Q27624692	Q2225318
Q40473410	Q12255852
Q27618387	Q944050
Q41024159	Q25262546
Q27610861	Q1263584
Q40995036	Q992693
Q1272917	Q1080599
Q11953826	Q25317
Q28837056	Q23889505
Q25262546	Q420841
Q27638013	Q1071693
Q1049475	Q1074819
Q27614405	Q275591
Q41167596	Q10809426
Q27602895	Q776309
Q27633965	Q2454690
Q21415894	Q900889
Q25701246	Q44617
Q27601594	Q961494
Q27604486	Q333796
Q279136	Q780445
Q1314563	Q1029627
Q27624359	Q1301871
Q27610367	Q1272534
Q7431965	Q2787489
Q27610452	Q11845359
Q27601573	Q262180
Q25418138	Q333166
Q21354020	Q130933
Q27601415	Q425828
Q27619605	Q1584142
Q47740600	Q1179990
Q109563185	Q198823
Q831376	Q845411
Q376504	Q116364
Q27074745	Q933706
Q27625089	Q385273
Q40511463	Q2668918
Q62391674	Q10757981
Q926664	Q19401
Q576622	Q569605
Q21590409	Q26623
Q40432913	Q25653858
Q27627379	Q1586627
Q274179	Q259050
Q27634660	Q603124
Q27609703	Q507590
Q1272572	Q736322
Q3803291	Q455997
Q41000602	Q832245
Q1311785	Q859842
Q1272341	Q655569
Q27613536	Q1275204
Q62566029	Q39049316
Q1264856	Q1978121
Q27625958	Q3238781
Q28065498	Q310935
Q1260910	Q764211
Q1924047	Q752173
Q3314688	Q2719515
Q40649907	Q82950
Q372834	Q375593
Q28872559	Q2787489
Q12253979	Q777236
Q21401418	Q431212
Q25652653	Q1887740
Q41025320	Q28869721
Q27606410	Q744953
Q1265943	Q1254809
Q1062096	Q1062130
Q27618145	Q1259189
Q41215777	Q3249159
Q62577524	Q1270743
Q27621460	Q1923225
Q40652587	Q900066
Q40671660	Q1262847
Q27610569	Q517694
Q27601508	Q1007906
Q22112934	Q427685
Q606575	Q920922
Q27634618	Q1302973
Q40987721	Q2719515
Q10757970	Q10757966
Q33137595	Q21659
Q27620209	Q2223774
Q747958	Q379371
Q62566512	Q81515
Q27629490	Q2667795
Q41057258	Q40652640
Q27614354	Q1261971
Q28871243	Q640140
Q557447	Q131901
Q27617286	Q614649
Q62168418	Q28856991
Q1273138	Q455997
Q41001661	Q610468
Q27625295	Q1586291
Q2644668	Q19413
Q22004064	Q2303843
Q152144	Q1050525
Q10745883	Q667490
Q3234832	Q214627
Q27614636	Q1260919
Q27609039	Q42326
Q27626970	Q1038419
Q40517692	Q3182170
Q791145	Q548753
Q40989873	Q28913231
Q15877430	Q648414
Q27623054	Q1299780
Q27614681	Q1259739
Q27630960	Q3089436
Q27624058	Q1591642
Q27624720	Q27075466
Q11688160	Q205930
Q27621361	Q1587152
Q287252	Q539433
Q903114	Q379371
Q31874732	Q10770215
Q27624547	Q938692
Q626289	Q508474
Q27622517	Q541440
Q40993248	Q28842439
Q27632454	Q1315689
Q4967039	Q1075355
Q27614213	Q1264511
Q109563471	Q642855
Q27617670	Q1269868
Q5422555	Q281555
Q948662	Q613598
Q27637346	Q2226813
Q27635929	Q27075880
Q27619584	Q1164379
Q40989407	Q28917130
Q27634983	Q1300947
Q27603719	Q25421
Q15879560	Q217478
Q27613949	Q1260133
Q28922041	Q25407338
Q431228	Q10764651
Q27611654	Q581590
Q27616507	Q558913
Q27635293	Q118917
Q27622904	Q25354
Q27635186	Q3726273
Q842020	Q859641
Q21348614	Q1234856
Q843352	Q1059789
Q41162599	Q41151117
Q786936	Q583551
Q27637083	Q611926
Q98185397	Q2465230
Q27609340	Q650277
Q40475313	Q18923
Q753433	Q2048892
Q27636566	Q1190592
Q27615324	Q1055832
Q27632857	Q201831
Q2667550	Q2303843
Q27611628	Q472299
Q41006334	Q290988
Q4006276	Q20977
Q27631072	Q2225989
Q2225203	Q771870
Q27624714	Q27075464
Q27610242	Q2736303
Q40466130	Q2667815
Q27624601	Q1591061
Q1270753	Q1080978
Q1129501	Q561145
Q27625299	Q2668155
Q516085	Q931426
Q27608506	Q1259564
Q48966839	Q1077909
Q41077666	Q40654500
Q1303318	Q2375770
Q27622780	Q1591091
Q40991612	Q340041
Q27629411	Q524799
Q612019	Q1082200
Q27611270	Q1259817
Q31873828	Q132916
Q27603421	Q849988
Q3236106	Q644294
Q27627302	Q2828915
Q41005623	Q1041349
Q3314721	Q2328189
Q27611553	Q1059558
Q2668951	Q530809
Q27619981	Q849125
Q1262451	Q868932
Q40534408	Q906551
Q28856684	Q10826912
Q1263819	Q1193758
Q1147207	Q945274
Q997564	Q3389415
Q40535842	Q1048800
Q27618463	Q619229
Q941260	Q379200
Q41145012	Q1094736
Q27609618	Q2984133
Q12265904	Q214627
Q27617020	Q1271436
Q40988752	Q27956115
Q40593973	Q12269418
Q40493604	Q1274196
Q269385	Q10805346
Q27624856	Q185784
Q41036624	Q40652238
Q41171012	Q40511765
Q1271333	Q791206
Q8007011	Q28449
Q27604282	Q372383
Q41002265	Q514379
Q2587444	Q223402
Q40456459	Q26034
Q587527	Q25341
Q14920540	Q211670
Q27633726	Q1528819
Q531118	Q28449
Q1978121	Q25510
Q27619698	Q3119578
Q777236	Q188854
Q40997405	Q126630
Q27621764	Q512812
Q804334	Q940685
Q40979141	Q583551
Q1261260	Q743573
Q25649247	Q76366
Q27601470	Q786840
Q901907	Q10735938
Q31874400	Q3389415
Q27608844	Q76500
Q40993210	Q28842439
Q15943335	Q211670
Q1319474	Q226900
Q40574409	Q12267883
Q28108965	Q28108960
Q1263871	Q1080599
Q40516438	Q31874439
Q64821707	Q28135
Q40540581	Q127881
Q268489	Q1093619
Q27608832	Q1273772
Q790689	Q852482
Q1088377	Q27589
Q1272481	Q430821
Q21000869	Q1268004
Q27623345	Q27075341
Q27616404	Q939690
Q19598624	Q19598622
Q27610044	Q749711
Q1037608	Q7431965
Q27631693	Q604473
Q239801	Q743573
Q27625424	Q12255855
Q854678	Q859927
Q1061004	Q431179
Q28890019	Q946556
Q795556	Q18340387
Q27625529	Q2226510
Q62393775	Q28831561
Q27637332	Q1535692
Q358469	Q358477
Q33136591	Q25978
Q785454	Q214462
Q47544267	Q194240
Q27623534	Q574447
Q27626744	Q3315365
Q27608836	Q1273772
Q1268969	Q133095
Q217951	Q15694838
Q27610143	Q2017168
Q27623586	Q25485
Q27636061	Q1585627
Q41145643	Q795545
Q40514051	Q779050
Q27637845	Q776016
Q40483107	Q754042
Q27634542	Q1305588
Q532529	Q1080545
Q1040426	Q632986
Q25565	Q15998878
Q373870	Q25510
Q27613529	Q1259282
Q1591271	Q1093396
Q27075567	Q2598730
Q27627643	Q1588950
Q27605947	Q114715
Q20161855	Q20072243
Q734677	Q10746998
Q141347	Q2213958
Q62391738	Q10757981
Q27609012	Q383182
Q1268642	Q831376
Q528334	Q954391
Q27623432	Q191096
Q25001425	Q1923457
Q764211	Q1073958
Q25536819	Q43489
Q27618082	Q785217
Q27628898	Q3178456
Q27617611	Q15707880
Q27621284	Q12265751
Q1480653	Q1896265
Q27634305	Q426384
Q62108860	Q28922041
Q28843600	Q28843598
Q1078472	Q211670
Q27632538	Q864893
Q27613696	Q426947
Q27628014	Q27075546
Q605057	Q1056828
Q62108967	Q28922176
Q26847065	Q581391
Q27603861	Q192058
Q27622360	Q2225293
Q27626003	Q3726284
Q930558	Q632986
Q27074683	Q17711431
Q27609005	Q127903
Q40529199	Q31873698
Q6159517	Q855348
Q27634431	Q639676
Q40995435	Q43489
Q27632699	Q26420
Q28828231	Q188854
Q726389	Q858444
Q27631362	Q2827234
Q58295050	Q257832
Q28837044	Q23889505
Q27623745	Q890990
Q25688412	Q76366
Q27610781	Q25384
Q28542063	Q27927086
Q27605243	Q431212
Q827657	Q637716
Q27629402	Q524799
Q21368420	Q634448
Q1273072	Q609533
Q41081299	Q40654744
Q963383	Q250163
Q41003159	Q507970
Q28813382	Q28813376
Q27623749	Q890990
Q27634491	Q1319774
Q27612255	Q589093
Q27941777	Q611069
Q9086502	Q129059
Q27625976	Q1590952
Q27613640	Q79915
Q27622366	Q913047
Q27547	Q133577
Q27624538	Q1036824
Q27602715	Q1259803
Q27634991	Q941573
Q4667169	Q859842
Q21255209	Q209239
Q56353319	Q836368
Q1299974	Q27757
Q27605275	Q684437
Q109556969	Q28822681
Q27636775	Q3726265
Q23875376	Q5113
Q15910381	Q25565
Q2668519	Q848847
Q27636844	Q422873
Q40435704	Q305377
Q40988703	Q27956115
Q27631941	Q3315631
Q26903660	Q26698
Q40546152	Q22081514
Q41002246	Q1127757
Q27614320	Q3382384
Q40982998	Q23023562
Q15885608	Q160835
Q11845944	Q3347141
Q27628827	Q643746
Q27632204	Q3109603
Q41005977	Q3078833
Q1268318	Q529105
Q1304143	Q1093619
Q40973974	Q23047447
Q3726346	Q262063
Q40989777	Q14517970
Q31873540	Q1083774
Q1851474	Q207796
Q27617699	Q3546886
Q4968519	Q598302
Q27633222	Q1441623
Q27638836	Q932970
Q249433	Q180691
Q27621237	Q244251
Q1259483	Q858186
Q10825090	Q188854
Q15233021	Q671699
Q1586396	Q1080266
Q27616892	Q1043290
Q27609021	Q127886
Q1062485	Q665719
Q21325537	Q16985144
Q634248	Q940685
Q41024813	Q687310
Q26936734	Q23776054
Q27609635	Q542136
Q41004882	Q777396
Q16963836	Q484131
Q27637031	Q1588145
Q40472791	Q1260919
Q27634216	Q27075716
Q21291594	Q19166
Q241198	Q933654
Q27628680	Q1589867
Q21447209	Q213827
Q608804	Q214627
Q1302812	Q1424573
Q1315499	Q1752184
Q1977804	Q62018031
Q27636136	Q12267348
Q916843	Q746412
Q41135296	Q40659746
Q5419907	Q1424573
Q27614482	Q594083
Q512931	Q269203
Q27629459	Q2225337
Q40472169	Q3315557
Q21365526	Q43642
Q27609069	Q1106412
Q15302156	Q761582
Q107055584	Q583551
Q27625276	Q902738
Q3924856	Q9147
Q1065114	Q953144
Q27623026	Q1586668
Q27611441	Q358469
Q41170531	Q956469
Q40991003	Q625921
Q31873394	Q44617
Q41171175	Q40657440
Q10819031	Q427512
Q27609876	Q863079
Q2569205	Q187014
Q1067835	Q662785
Q2996197	Q776138
Q1269126	Q2446994
Q1587274	Q953996
Q28840605	Q2376830
Q1300733	Q680446
Q27626799	Q1307410
Q432327	Q507184
Q27621535	Q3231542
Q27613382	Q1274403
Q1263482	Q593360
Q27635660	Q27075844
Q1060999	Q859048
Q27629366	Q10680158
Q27613974	Q135469
Q27625759	Q863110
Q18418325	Q135923
Q3182672	Q510287
Q27624495	Q1062485
Q10745816	Q666222
Q40576995	Q1070522
Q40983390	Q214293
Q3454163	Q220705
Q83017046	Q83017048
Q1261956	Q946515
Q27637377	Q3315295
Q27075267	Q2455038
Q107055614	Q289873
Q27614319	Q3382384
Q28843144	Q1067810
Q28920955	Q581391
Q1301732	Q697714
Q1062472	Q143175
Q40650748	Q23047447
Q27600994	Q244189
Q40558362	Q431212
Q27611508	Q387934
Q28753787	Q10744402
Q27612535	Q432073
Q27636391	Q1589550
Q41024550	Q41972
Q40547469	Q10803052
Q27634465	Q1312295
Q27612769	Q525136
Q212929	Q25978
Q40983249	Q1956383
Q40475114	Q1586680
Q15879950	Q494623
Q41027938	Q226900
Q27624467	Q3136320
Q27615344	Q901812
Q27619504	Q791067
Q27636204	Q27075937
Q109578247	Q1088541
Q27601562	Q142651
Q41168465	Q41158914
Q61885236	Q1887740
Q92281553	Q494623
Q544515	Q920895
Q27629900	Q379240
Q28065686	Q208488
Q40436986	Q492684
Q938395	Q15872631
Q40986334	Q72109
Q1930686	Q867433
Q27614631	Q1269530
Q27634445	Q998572
Q27616002	Q1085484
Q27613301	Q546599
Q1931323	Q904159
Q40657788	Q1093619
Q12267777	Q1293045
Q62554594	Q28813014
Q40660696	Q2202072
Q1055839	Q14753722
Q40483084	Q93208
Q62565579	Q490459
Q27623692	Q192817
Q27627559	Q3313694
Q27604594	Q392570
Q27636041	Q27075886
Q27629405	Q524799
Q27620206	Q997723
Q27624389	Q1303382
Q27630964	Q338246
Q1189709	Q657775
Q27613357	Q1271058
Q2712557	Q21153
Q27637993	Q518693
Q27624505	Q631350
Q27628716	Q700028
Q109578145	Q43365
Q1193281	Q168473
Q40491078	Q2667922
Q27609947	Q510339
Q30913065	Q2330918
Q539162	Q25510
Q27611565	Q1080395
Q5558387	Q4120496
Q16621023	Q187902
Q27624816	Q1591070
Q27608831	Q941644
Q7511521	Q588866
Q27610840	Q1264388
Q27614594	Q207290
Q41014410	Q850942
Q217472	Q768526
Q41026335	Q935894
Q109578019	Q183361
Q27614370	Q26937878
Q2621831	Q5113
Q28549439	Q339517
Q25028508	Q29564928
Q28866601	Q28866553
Q27624510	Q490470
Q40577686	Q22231582
Q41075390	Q40654354
Q27617639	Q1274499
Q27638259	Q3117605
Q23092000	Q23092038
Q40552064	Q906880
Q41023776	Q2870380
Q12258718	Q3113335
Q25388	Q2090536
Q27614773	Q201106
Q27612166	Q617424
Q1266712	Q2181627
Q27623915	Q1586651
Q25662647	Q756174
Q2224736	Q2387360
Q27600985	Q26733
Q109556974	Q11848605
Q41024142	Q372528
Q27628032	Q2668211
Q90127540	Q19598305
Q27615358	Q886498
Q20728321	Q20728330
Q27560	Q27412
Q107055612	Q600204
Q27609037	Q42326
Q31983	Q2346826
Q27601037	Q368251
Q27631062	Q1002576
Q27614121	Q1267298
Q27622414	Q941590
Q27638335	Q3121356
Q27631528	Q73578
Q3233100	Q857839
Q27613494	Q735158
Q2667752	Q259857
Q27617069	Q63877
Q1073416	Q831376
Q28836797	Q28736472
Q21345803	Q3728542
Q40479084	Q18845
Q28871231	Q829925
Q27606508	Q1260070
Q1263854	Q288340
Q27623776	Q3233116
Q787047	Q10772647
Q27609593	Q279641
Q285855	Q1050525
Q27611348	Q1262078
Q27609024	Q127898
Q56903	Q772179
Q27637981	Q779743
Q41012587	Q737426
Q27610687	Q3342037
Q3016885	Q657743
Q27613672	Q22662112
Q41115983	Q40658166
Q27615063	Q1087599
Q27627277	Q905276
Q1039427	Q733306
Q1067146	Q657743
Q27620637	Q27075291
Q27632987	Q73848
Q2984132	Q431179
Q21354400	Q214264
Q27619615	Q420379
Q27621713	Q678728
Q40467018	Q63671
Q601055	Q214300
Q27616798	Q1270084
Q27604571	Q392139
Q27633125	Q1871298
Q16687464	Q19166
Q84238865	Q21685
Q27620475	Q1922988
Q27075654	Q2292985
Q903916	Q387464
Q27614632	Q1269530
Q110257489	Q78116349
Q27638212	Q1305129
Q27631236	Q1589021
Q1273165	Q1887740
Q1042568	Q10834802
Q10830043	Q115661
Q41027906	Q226900
Q27619030	Q221422
Q27625190	Q539050
Q27627881	Q3043686
Q108282559	Q217478
Q41017522	Q220705
Q1300723	Q827170
Q40544494	Q1271783
Q27614290	Q1267535
Q27610448	Q1266827
Q41007742	Q569605
Q1657210	Q853653
Q763302	Q545515
Q27637336	Q2226813
Q27610436	Q265026
Q16585400	Q65698814
Q1092678	Q2303843
Q521821	Q606590
Q2225423	Q1077909
Q760860	Q207796
Q40456988	Q26191
Q1187610	Q187014
Q27624923	Q12265904
Q110257494	Q12814009
Q27623441	Q22113728
Q773787	Q595970
Q27633853	Q11950475
Q20161888	Q7556
Q27623019	Q73826
Q27614727	Q1035440
Q40995317	Q43489
Q11842626	Q570328
Q27614240	Q2672657
Q40990098	Q746658
Q27604368	Q270722
Q40465845	Q3233028
Q27624634	Q1305519
Q1312208	Q945274
Q1269680	Q143175
Q788821	Q2697360
Q27608460	Q856201
Q10804543	Q28449
Q40554720	Q843608
Q1934333	Q588866
Q74106	Q905044
Q27609070	Q1106412
Q27074886	Q24033503
Q40978888	Q378278
Q27616539	Q1259839
Q27609011	Q127903
Q27610499	Q672286
Q27615229	Q1259161
Q736681	Q829925
Q40995909	Q374917
Q3314834	Q646544
Q27621890	Q2667684
Q27616474	Q942742
Q7038481	Q644294
Q40530118	Q26961038
Q108292140	Q667778
Q27638319	Q3121257
Q1070522	Q373694
Q31873777	Q12814087
Q2225356	Q1077909
Q40994739	Q478281
Q2226090	Q867433
Q27611699	Q1275212
Q1187270	Q2446994
Q21347914	Q1093509
Q17273266	Q183364
Q1591523	Q2003332
Q27610543	Q185279
Q16992357	Q16910835
Q27617585	Q742709
Q27637801	Q1586576
Q1303117	Q27757
Q2230174	Q26030
Q21401444	Q795629
Q1274077	Q2603364
Q41219227	Q10809423
Q191394	Q776739
Q27619356	Q903929
Q27609706	Q997448
Q40684831	Q1262057
Q27637566	Q3182688
Q41118176	Q40658400
Q40442170	Q372790
Q28867113	Q674813
Q27636042	Q27075886
Q62393788	Q55119708
Q2224702	Q771870
Q27630052	Q193593
Q107055621	Q220705
Q27601957	Q178702
Q40988352	Q209239
Q40990122	Q746658
Q1001580	Q900882
Q27969537	Q665320
Q27611381	Q772286
Q2468601	Q621861
Q27620795	Q1306497
Q1313716	Q2174429
Q646096	Q214300
Q27623634	Q27075372
Q27632432	Q1589281
Q10757978	Q10757966
Q27638246	Q2963867
Q27629944	Q73714
Q27637652	Q27076039
Q27607747	Q1262057
Q40477027	Q42326
Q1269277	Q926314
Q27612085	Q645799
Q12261855	Q10784381
Q27621370	Q2667631
Q386368	Q656643
Q27616226	Q1276469
Q27638340	Q1413302
Q1587450	Q10790313
Q22113549	Q860944
Q32824778	Q1274121
Q27623102	Q2214265
Q10759610	Q43624
Q913120	Q1932049
Q1038415	Q2214725
Q555743	Q665719
Q27623794	Q27075404
Q81901827	Q2684758
Q27614664	Q121758
Q517496	Q666222
Q27633041	Q933231
Q944505	Q221709
Q109563059	Q452054
Q40984640	Q857905
Q27618757	Q1271229
Q736322	Q28449
Q109563054	Q378278
Q27615301	Q650748
Q31874052	Q10804319
Q285165	Q740872
Q41007361	Q646544
Q27637810	Q1590551
Q26934903	Q16481563
Q906965	Q1082554
Q27615102	Q531132
Q1588939	Q2202072
Q27614691	Q1269603
Q27609715	Q691005
Q27608634	Q18841
Q309975	Q844705
Q27623757	Q890990
Q27626824	Q1318011
Q27617787	Q903017
Q27629977	Q903933
Q31874513	Q1951909
Q233616	Q939073
Q27620883	Q966961
Q27620748	Q16069857
Q27635657	Q27075844
Q98070974	Q98070785
Q40659922	Q28125242
Q40531805	Q201106
Q40647183	Q636683
Q40450561	Q3232961
Q28919252	Q28919250
Q27637558	Q542320
Q27618940	Q875860
Q40566800	Q2225465
Q62566167	Q39049319
Q58294904	Q12814087
Q27603452	Q203628
Q1042062	Q992943
Q7959773	Q291955
Q27637136	Q2229917
Q845231	Q1193275
Q1589113	Q578756
Q2226351	Q367998
Q27625161	Q837761
Q41097029	Q40656498
Q27612896	Q459267
Q27608845	Q76502
Q1264865	Q723059
Q27075233	Q14920530
Q31873588	Q244067
Q27075232	Q14920538
Q27610555	Q169464
Q19792280	Q21078390
Q27601872	Q19068
Q997298	Q940685
Q27623847	Q1060851
Q27617188	Q372834
Q28913231	Q3000620
Q25356093	Q220705
Q109556963	Q1080599
Q40989125	Q43365
Q41022126	Q1293045
Q27626957	Q1304128
Q27632831	Q201831
Q41015056	Q730023
Q21401203	Q1259171
Q27611147	Q31795
Q27638044	Q1028619
Q41013770	Q310935
Q41118285	Q40658413
Q109578219	Q339517
Q1273832	Q568111
Q28065423	Q16619267
Q2668026	Q226900
Q40436892	Q202423
Q21348047	Q26833882
Q26974	Q12814009
Q27629811	Q902434
Q788834	Q10792646
Q27074848	Q10809413
Q40602552	Q1062555
Q27630013	Q167230
Q3117574	Q225353
Q27610007	Q1101389
Q40585788	Q849991
Q27621144	Q3233186
Q27623162	Q1587827
Q27627262	Q2667873
Q27618363	Q1259371
Q261763	Q39861
Q26821408	Q903903
Q27611567	Q1080395
Q40996053	Q581391
Q27607027	Q1076585
Q109578492	Q687310
Q27947381	Q850627
Q98140043	Q2465230
Q107333210	Q107272795
Q252936	Q427512
Q3026823	Q905044
Q1272679	Q386521
Q27620546	Q1310288
Q27618115	Q857875
Q41018724	Q906092
Q27636347	Q972551
Q27628762	Q2225846
Q84241841	Q145724
Q27623349	Q139526
Q27627563	Q1304429
Q40432716	Q927429
Q27617144	Q1270857
Q1487745	Q2345384
Q27613594	Q1277299
Q27635149	Q1590302
Q25268276	Q7556
Q2937709	Q852860
Q40441092	Q1305533
