id	parent_taxon
Q27615742	Q902116
Q338246	Q859048
Q27620568	Q27075286
Q40533283	Q21977592
Q16112372	Q858264
Q16988489	Q10856
Q1267161	Q655569
Q27603475	Q845982
Q214293	Q26012
Q27636361	Q917084
Q1309980	Q2455038
Q27610210	Q781915
Q31874369	Q940685
Q27620696	Q1316805
Q27631014	Q846350
Q27614323	Q3382384
Q27630711	Q933321
Q2054278	Q26623
Q27610487	Q1137288
Q3728611	Q28915
Q109563480	Q47485189
Q27638035	Q1028619
Q20072474	Q20171144
Q585535	Q920895
Q27613954	Q1260133
Q40993167	Q28842439
Q775476	Q367990
Q795531	Q18340387
Q62179186	Q28913201
Q901473	Q134909
Q339465	Q188854
Q27602628	Q26106
Q27620112	Q609285
Q27608864	Q619065
Q27609239	Q18825
Q27606568	Q1152577
Q11848694	Q21447866
Q41214656	Q2631667
Q27615266	Q828544
Q21401235	Q210418
Q1259762	Q845382
Q859048	Q26050
Q31874232	Q867433
Q40543349	Q748062
Q631805	Q1180273
Q18578875	Q143473
Q27634915	Q36197
Q20731731	Q25978
Q41013029	Q1062130
Q27613857	Q1193728
Q27619899	Q281744
Q27623930	Q525871
Q202504	Q736322
Q5856078	Q326483
Q40660802	Q226900
Q11844304	Q539162
Q580511	Q10829996
Q27634116	Q1316962
Q27634877	Q1050978
Q65079187	Q15222474
Q40653122	Q668938
Q27636989	Q525818
Q858390	Q739200
Q859954	Q859959
Q15872631	Q26623
Q27614359	Q901647
Q27620306	Q1302540
Q41011738	Q383275
Q27608597	Q1265549
Q27075300	Q2552741
Q27611236	Q863116
Q40652051	Q611996
Q41026960	Q21447943
Q40979259	Q583659
Q110257329	Q55280520
Q27634765	Q583220
Q27627195	Q3728899
Q26935238	Q22954484
Q22111324	Q634586
Q27621338	Q25261967
Q27627353	Q2225852
Q751284	Q214462
Q27622930	Q795552
Q40550720	Q372383
Q531612	Q938062
Q21352808	Q630354
Q27637010	Q287893
Q107272846	Q25978
Q28584567	Q581391
Q41027089	Q261172
Q863154	Q921139
Q109578445	Q1293045
Q27605067	Q653972
Q518693	Q248690
Q27625304	Q1587284
Q31874208	Q1083087
Q615437	Q198823
Q41017475	Q220705
Q109578421	Q76366
Q40473472	Q3726434
Q1263350	Q853979
Q109578475	Q11848605
Q62170670	Q3318489
Q27620749	Q16069857
Q1262975	Q655569
Q997349	Q10832159
Q109563077	Q214264
Q41020459	Q28878310
Q27617931	Q589812
Q40653892	Q27941843
Q40438461	Q852737
Q2672660	Q1192748
Q40469718	Q3181869
Q15707878	Q7709821
Q41013845	Q2682612
Q1270542	Q539433
Q27638633	Q2628790
Q3976169	Q17592
Q20685869	Q723059
Q237670	Q16619267
Q27629254	Q4763567
Q27624719	Q27075466
Q27621648	Q430863
Q27637681	Q1588073
Q2630935	Q2587444
Q13166544	Q25222
Q1051636	Q8327
Q1068980	Q143473
Q40474291	Q2225928
Q27620178	Q1922972
Q27606699	Q679123
Q27610347	Q1263520
Q10809225	Q217478
Q27619038	Q1264751
Q41022149	Q1293045
Q98060196	Q386521
Q109578328	Q310935
Q27613700	Q1266666
Q790623	Q1088541
Q1303370	Q1093619
Q41013692	Q310935
Q27616779	Q1262895
Q41036460	Q40651886
Q28864075	Q25402432
Q11845749	Q28486
Q27625467	Q2225661
Q40492977	Q3315662
Q40659482	Q646707
Q12060719	Q719380
Q27638202	Q1304647
Q24570440	Q259857
Q27626771	Q3726247
Q1260318	Q786045
Q25652153	Q14736226
Q27622229	Q1002070
Q2226875	Q863293
Q27618909	Q202804
Q27618396	Q1269270
Q10744893	Q2477492
Q27620597	Q1316943
Q208405	Q858279
Q27623598	Q177798
Q27618153	Q1264828
Q27634762	Q247966
Q21401431	Q1276054
Q40676368	Q208763
Q27617001	Q931633
Q27634372	Q1308767
Q1440261	Q198823
Q27603588	Q1270700
Q27623831	Q1060851
Q1151188	Q198823
Q27613786	Q31884
Q20072209	Q20161943
Q662861	Q569957
Q41012002	Q732487
Q2719196	Q2090536
Q251086	Q328982
Q1315079	Q1932281
Q27614297	Q1267561
Q27618146	Q1259189
Q763717	Q931426
Q27629034	Q2667961
Q109578028	Q310853
Q27614298	Q1267561
Q27603574	Q1267254
Q305391	Q285898
Q27638199	Q1304647
Q41214097	Q611069
Q27620019	Q27075251
Q40433789	Q3727635
Q110257497	Q12814009
Q27618745	Q1265097
Q27620278	Q1302157
Q27604520	Q130730
Q40989899	Q28913231
Q21447866	Q2527969
Q27636324	Q27076007
Q1273063	Q10805189
Q27624964	Q27075479
Q40686658	Q582976
Q27616312	Q1270607
Q31873543	Q136342
Q576654	Q863293
Q28920903	Q1187535
Q40519800	Q1304997
Q6072195	Q26106
Q27626361	Q2858123
Q977951	Q613598
Q22235934	Q583659
Q27615313	Q682379
Q27620229	Q3729700
Q1307462	Q771870
Q27615340	Q749668
Q3726938	Q508859
Q27623738	Q890990
Q27612193	Q1263833
Q27633634	Q56896
Q50407580	Q214627
Q373033	Q913555
Q27632704	Q3727643
Q27638812	Q1585545
Q6134198	Q18987
Q27618630	Q1263607
Q27075558	Q2333854
Q19168	Q5113
Q27610865	Q1263584
Q27608879	Q27375
Q27632045	Q775195
Q27614160	Q1265033
Q1624348	Q26381
Q27606805	Q1268308
Q1310779	Q3754354
Q27618424	Q916761
Q106447166	Q50698105
Q27630953	Q3089436
Q40984264	Q28445130
Q2274040	Q214137
Q1274686	Q1060039
Q27941768	Q611069
Q27635855	Q27075863
Q1261575	Q766642
Q58294954	Q822471
Q40447269	Q130933
Q17808855	Q19401
Q21953123	Q844117
Q20675460	Q25439
Q524681	Q10793395
Q40473916	Q2226487
Q1300850	Q10732512
Q109563295	Q581391
Q1271749	Q946556
Q27942010	Q611069
Q40492985	Q1315499
Q40536872	Q2226794
Q1719434	Q226900
Q21349073	Q901966
Q40663993	Q1587366
Q40448503	Q1588972
Q27617936	Q854849
Q936752	Q561145
Q27608802	Q1261239
Q27622711	Q2224640
Q27609816	Q286199
Q40983802	Q235152
Q4825601	Q9202459
Q41111899	Q40657764
Q27628190	Q27075547
Q385750	Q179112
Q21415884	Q900889
Q28109018	Q15846160
Q5493211	Q835525
Q577270	Q612008
Q1260902	Q455997
Q617131	Q611069
Q27619918	Q863168
Q40326697	Q925656
Q27617538	Q1271732
Q40526130	Q1090157
Q27635322	Q214571
Q693154	Q1190673
Q40546963	Q22082978
Q3726316	Q214627
Q41019754	Q27961993
Q960637	Q212669
Q41115197	Q40658058
Q27622392	Q1922951
Q11846108	Q133003
Q62075810	Q62075760
Q27629374	Q10680158
Q27603025	Q1259751
Q27610157	Q1267915
Q41011111	Q648414
Q61885575	Q15876530
Q27627526	Q1091280
Q1265972	Q743573
Q217497	Q147403
Q27629279	Q4780970
Q27622279	Q1591229
Q2229871	Q1088541
Q27635485	Q27075785
Q777396	Q213536
Q31874629	Q578756
Q41021078	Q1091153
Q10767564	Q27725
Q27624290	Q2927903
Q2225275	Q2727124
Q40574518	Q891225
Q41017482	Q220705
Q27636365	Q27076010
Q25653858	Q132898
Q27617510	Q1269836
Q27608692	Q18858
Q27613492	Q735158
Q110901530	Q214264
Q27608886	Q28236
Q25634	Q135851
Q27627281	Q2828927
Q31874220	Q10749360
Q21355780	Q290672
Q1187577	Q133531
Q21345206	Q932473
Q27622601	Q840107
Q40514830	Q285855
Q1271794	Q2345384
Q27614139	Q1305169
Q27941850	Q27941843
Q40506156	Q1066498
Q1268200	Q844415
Q21351934	Q21351929
Q27630826	Q3115221
Q27612230	Q1077059
Q3374711	Q725342
Q1266146	Q375593
Q934841	Q370849
Q31874364	Q1083905
Q27614413	Q606886
Q1304739	Q2387360
Q27638077	Q1588735
Q27616688	Q1260796
Q11847543	Q1248923
Q27638546	Q679711
Q27631251	Q1591704
Q27621399	Q1092678
Q27621740	Q537579
Q27615791	Q263854
Q27619893	Q2667669
Q40989513	Q869569
Q1265216	Q1087793
Q27606764	Q367459
Q912166	Q226900
Q61996007	Q28807860
Q27609130	Q1275852
Q1260975	Q637533
Q3726427	Q2719515
Q40471682	Q1590193
Q1303382	Q339465
Q3727007	Q1075355
Q84619700	Q244282
Q1305417	Q10757041
Q40560842	Q657638
Q27622451	Q73430
Q27603057	Q839539
Q55119187	Q754657
Q277660	Q1094420
Q3295310	Q2345384
Q838168	Q10856
Q2224836	Q1077909
Q33135777	Q14006560
Q753743	Q827257
Q27636640	Q1591688
Q1265186	Q116364
Q27610831	Q1267780
Q692828	Q2862448
Q27636957	Q587505
Q2224994	Q771870
Q27617030	Q1265676
Q25265928	Q30944
Q17273280	Q19163
Q27636428	Q580297
Q4021762	Q21368853
Q109563260	Q905872
Q1261876	Q386521
Q28854524	Q28854519
Q10733799	Q43624
Q27620031	Q27075257
Q9360055	Q43624
Q25402	Q29564928
Q28106837	Q28106682
Q27610226	Q1059641
Q27617589	Q581571
Q40978381	Q937947
Q27604290	Q764282
Q27603463	Q607024
Q429173	Q839859
Q107055618	Q853653
Q27609080	Q1260643
Q939265	Q776072
Q27624943	Q27075479
Q27615460	Q614284
Q10770369	Q28922
Q1923720	Q867433
Q2927902	Q737061
Q110257395	Q455997
Q27624554	Q3113953
Q27615440	Q1266253
Q27626521	Q2225589
Q40550802	Q832329
Q27636986	Q525818
Q1302555	Q1032231
Q41171105	Q47456329
Q27618184	Q858281
Q40997031	Q2465230
Q1042525	Q1187535
Q903920	Q955626
Q27618982	Q791132
Q27637909	Q2934255
Q41024566	Q41972
Q27620319	Q1301115
Q27626704	Q795556
Q583022	Q840128
Q27636196	Q27075934
Q843173	Q667490
Q16536157	Q25439
Q9019949	Q205930
Q1272944	Q2704971
Q27607431	Q1262940
Q1049505	Q454872
Q27606292	Q156250
Q688204	Q223402
Q27603899	Q432327
Q27624047	Q207249
Q776138	Q1074819
Q106481132	Q28812582
Q27619614	Q1587539
Q27638423	Q728336
Q1093526	Q844415
Q28869846	Q581391
Q61886662	Q208682
Q262063	Q187014
Q22085051	Q671699
Q27620604	Q1310713
Q27628946	Q3179439
Q670926	Q1424573
Q21401282	Q1262700
Q21366763	Q2967366
Q1260796	Q1060119
Q837402	Q2962666
Q110901552	Q2483684
Q653246	Q2090536
Q27617500	Q1266655
Q106447444	Q642855
Q27628934	Q1061897
Q1265522	Q244282
Q27609574	Q662429
Q1268557	Q310935
Q40996239	Q786045
Q20800680	Q4748481
Q27635378	Q739209
Q27632835	Q201831
Q41012087	Q1082724
Q28864199	Q1180307
Q1932080	Q904159
Q56762145	Q15278695
Q1262546	Q468569
Q107053829	Q11846118
Q1256551	Q913555
Q40986875	Q860944
Q27611724	Q1259380
Q27620473	Q1922955
Q10838409	Q647533
Q27607282	Q18847
Q1017132	Q10743850
Q518531	Q10734182
Q14438633	Q27244
Q378778	Q858279
Q27076010	Q134909
Q27616509	Q558913
Q27610768	Q27074745
Q531132	Q908136
Q14661848	Q179333
Q27621086	Q1940157
Q1070365	Q135851
Q33136760	Q21685
Q27601029	Q247412
Q27623648	Q27075391
Q62011155	Q49000970
Q22081801	Q671699
Q27638004	Q1071693
Q27619400	Q12261855
Q1091721	Q1091153
Q21306837	Q687310
Q27630314	Q928134
Q27624171	Q790596
Q27617790	Q839929
Q1314628	Q1932281
Q27634040	Q73779
Q40980833	Q193807
Q735231	Q827257
Q41025263	Q945088
Q40530898	Q27075477
Q27624990	Q3728930
Q27635159	Q1590302
Q28532027	Q581391
Q27614985	Q1071855
Q40655595	Q28530692
Q10820366	Q185237
Q41020918	Q540883
Q27629706	Q773487
Q108084973	Q1175810
Q27624679	Q73483
Q27618815	Q27075175
Q730279	Q455997
Q27624475	Q25909
Q27606706	Q742780
Q1305523	Q1035890
Q1263774	Q595643
Q28845708	Q610468
Q41018841	Q906092
Q841099	Q730023
Q195727	Q310935
Q27622979	Q25307
Q1262774	Q568111
Q107055611	Q207796
Q843631	Q10793695
Q458356	Q226900
Q373436	Q13571873
Q168514	Q30944
Q589704	Q252936
Q85368953	Q1062897
Q2668445	Q1193141
Q40997103	Q1027912
Q40591244	Q1586476
Q1265442	Q198823
Q735178	Q611996
Q41214660	Q2631667
Q27637768	Q602759
Q27610202	Q798401
Q1265955	Q989480
Q109563222	Q209239
Q27617072	Q1269465
Q41170713	Q40654417
Q21613347	Q3074529
Q10803545	Q1069958
Q21283079	Q116364
Q1029511	Q27589
Q1186101	Q198823
Q773105	Q774692
Q62080177	Q55312740
Q1273690	Q838747
Q40660325	Q941671
Q551496	Q114015
Q27614021	Q1266353
Q22085036	Q671699
Q40995612	Q1002161
Q16243047	Q5113
Q27616756	Q616230
Q27636646	Q2668913
Q27620349	Q1301064
Q27637987	Q779743
Q11296652	Q21659
Q41018194	Q21447163
Q27624004	Q12258128
Q27636642	Q1591688
Q27611009	Q1260867
Q1273505	Q256637
Q27609965	Q1270622
Q27628687	Q3177489
Q27637060	Q1588210
Q27602967	Q1387028
Q27075396	Q3838093
Q107333215	Q107272819
Q27623674	Q1591099
Q41219506	Q771870
Q27632775	Q27075701
Q27613439	Q862819
Q40519358	Q2226198
Q32858230	Q7556
Q27632006	Q27075676
Q1051007	Q1752184
Q1269294	Q252936
Q27623494	Q207838
Q27620682	Q1317356
Q27613626	Q27074799
Q27636872	Q842599
Q869267	Q869262
Q62123713	Q29510058
Q1316810	Q1062130
Q94294	Q226900
Q109578372	Q10809423
Q2226414	Q1159505
Q589593	Q15885682
Q40994942	Q1752184
Q532281	Q612893
Q27621600	Q1193857
Q41006841	Q1088541
Q40657991	Q863293
Q27615246	Q114477
Q107272761	Q7556
Q27621746	Q1590584
Q41093766	Q40656259
Q28863945	Q1180307
Q426403	Q666222
Q1002123	Q214264
Q27618163	Q27075151
Q41163819	Q41152661
Q27627402	Q1586627
Q838959	Q591480
Q790083	Q1093619
Q27604863	Q469940
Q40448033	Q457471
Q27623867	Q1591286
Q952140	Q3924795
Q27610394	Q1062614
Q1300780	Q16271623
Q40579555	Q20823397
Q28841883	Q1193253
Q27631192	Q1067396
Q15879298	Q211670
Q27628479	Q1048896
Q27621276	Q12265751
Q27621174	Q3119545
Q1923450	Q2050255
Q27075682	Q16069825
Q40512259	Q1089154
Q1259911	Q1071983
Q40979006	Q378278
Q27620367	Q927380
Q62535957	Q28823826
Q1059573	Q1088385
Q41001186	Q746986
Q27611606	Q1262955
Q41014819	Q569096
Q27625753	Q863110
Q27627519	Q1091403
Q27637308	Q2229892
Q41026937	Q13426919
Q41156763	Q26623
Q40655308	Q1301362
Q40989890	Q28913231
Q62391622	Q10757981
Q27631284	Q589946
Q680262	Q214462
Q27609771	Q648011
Q690521	Q15873882
Q602496	Q728881
Q27622489	Q2224525
Q21353837	Q572657
Q27614918	Q25876
Q27637384	Q3315166
Q114500	Q188737
Q1124545	Q21744
Q1038577	Q659724
Q4251311	Q5493217
Q23122749	Q4779241
Q40993015	Q28856735
Q1083497	Q754657
Q40681456	Q767991
Q49629626	Q4764
Q109563325	Q11756901
Q27074946	Q149041
Q27624451	Q1589225
Q62537091	Q28863618
Q40502018	Q579621
Q40654088	Q387464
Q849988	Q852812
Q27637426	Q2226500
Q27638815	Q2226631
Q21347865	Q1260228
Q2960971	Q662785
Q41115321	Q40658058
Q27074717	Q16527983
Q15883036	Q278968
Q27618620	Q204055
Q41023003	Q1187707
Q41145527	Q40660768
Q40993901	Q614481
Q27618483	Q1268636
Q40989938	Q819388
Q27637774	Q730464
Q27611997	Q1261008
Q27616832	Q1039940
Q27631715	Q27075654
Q541001	Q115661
Q16635925	Q1293045
Q27608825	Q1303318
Q109563195	Q1991437
Q40653791	Q28913231
Q27614622	Q264640
Q859005	Q28486
Q27620147	Q1309980
Q107055504	Q76366
Q21293522	Q26623
Q40985680	Q657775
Q40488398	Q997313
Q1186108	Q198823
Q41214116	Q611069
Q27613610	Q1270101
Q27620184	Q1922972
Q27617006	Q910301
Q41019005	Q7431965
Q2726035	Q9147
Q27605706	Q1272519
Q27614093	Q27074872
Q1262906	Q575930
Q41017088	Q1082869
Q27632872	Q912010
Q109563582	Q687310
Q5727820	Q852860
Q40433118	Q180835
Q21325529	Q16985144
Q27614425	Q946681
Q52254540	Q551092
Q41170733	Q1263833
Q109578452	Q28822681
Q27619257	Q12262806
Q27633530	Q854678
Q27622300	Q2224767
Q213216	Q1192748
Q27625267	Q3728542
Q736052	Q1089134
Q2181627	Q1401386
Q27622125	Q427204
Q21346920	Q380225
Q27635707	Q27075852
Q27618162	Q27075151
Q40655924	Q754657
Q1261981	Q942971
Q27612203	Q428275
Q27622017	Q1303306
Q16687592	Q20728897
Q27636418	Q1317712
Q1316022	Q28753
Q27606451	Q426708
Q27621192	Q1591898
Q27624780	Q170831
Q27621081	Q1957093
Q136985	Q11725806
Q27629053	Q12255626
Q27637364	Q1854439
Q21445609	Q995772
Q794337	Q609717
Q27625270	Q3728542
Q1027867	Q25341
Q16981445	Q252499
Q916830	Q25341
Q849703	Q739200
Q2784520	Q719380
Q27617592	Q1265391
Q27629007	Q1314731
Q27614929	Q33554
Q27601490	Q830385
Q27624577	Q1466513
Q27602119	Q1070011
Q27627812	Q27075545
Q29637606	Q587527
Q14006560	Q484131
Q27623782	Q774291
Q31874169	Q1083925
Q40997081	Q2465230
Q27614732	Q1274668
Q27610252	Q769564
Q27637686	Q1301273
Q1588046	Q10809242
Q27621858	Q2667703
Q1061009	Q1076011
Q60516614	Q583551
Q62575638	Q16527983
Q1590333	Q646544
Q27614141	Q1273443
Q22569684	Q388003
Q27615087	Q922333
Q27606153	Q127822
Q1050978	Q931426
Q41007458	Q1079850
Q40657424	Q2603364
Q27629178	Q997457
Q27623390	Q3314726
Q27619342	Q901888
Q41018667	Q906092
Q27615837	Q936369
Q27625220	Q768711
Q27616594	Q1271132
Q27621194	Q1591898
Q62325270	Q61046238
Q1586243	Q13571873
Q27609207	Q688940
Q27622321	Q2224767
Q27631476	Q1315514
Q416501	Q1293045
Q31874088	Q1190673
Q27632772	Q12265001
Q901041	Q39861
Q1268852	Q540287
Q27631147	Q1587231
Q103817303	Q249826
Q1082110	Q379403
Q24050733	Q241515
Q40651439	Q772179
Q1736963	Q292580
Q24957256	Q546835
Q40520264	Q76471
Q40599173	Q1268557
Q1272977	Q631964
Q27621006	Q2667574
Q40563920	Q1072609
Q27626462	Q2225511
Q27636583	Q1588623
Q106447728	Q43489
Q835525	Q26623
Q110266065	Q945274
Q27624491	Q1059968
Q27602422	Q737923
Q28123664	Q28123239
Q426277	Q1752184
Q27610435	Q265026
Q41024922	Q687310
Q27626743	Q3315365
Q16579299	Q37302735
Q27635960	Q1210137
Q27612206	Q428275
Q1593784	Q695679
Q27621779	Q1302920
Q40498633	Q1261098
Q40989726	Q869723
Q27621857	Q2667703
Q40498030	Q903642
Q27620730	Q1302770
Q27615173	Q27074965
Q31501	Q10808617
Q27616843	Q1264527
Q40470803	Q3315002
Q27623670	Q1591099
Q1305182	Q1044109
Q530337	Q1075355
Q109556985	Q945088
Q1265314	Q1955343
Q27613981	Q490209
Q4669562	Q663363
Q27628931	Q3073755
Q2668504	Q1193281
Q1059578	Q570477
Q11784283	Q214462
Q20072385	Q20165851
Q2462971	Q662785
Q27633320	Q73567
Q17501833	Q3889298
Q1052057	Q540128
Q40980330	Q214264
Q27461	Q10770062
Q27612983	Q998727
Q27631138	Q1587231
Q21347958	Q581590
Q28837716	Q2149147
Q27636678	Q228125
Q777962	Q681374
Q40995441	Q43489
Q40578874	Q25740
Q10828228	Q3888717
Q27626822	Q1318011
Q716869	Q1869243
Q41165971	Q41155480
Q41214088	Q611069
Q28916376	Q14517970
Q27633467	Q1083204
Q1300290	Q612008
Q27612523	Q432073
Q41171020	Q40512034
Q28423	Q133577
Q27601363	Q1078580
Q28113723	Q921396
Q27630945	Q775368
Q27630506	Q2110987
Q512792	Q785234
Q4920112	Q648414
Q41010110	Q18340387
Q27633117	Q1871298
Q10826908	Q43624
Q47463372	Q581391
Q27609257	Q628225
Q107055476	Q15042113
Q27627449	Q3002239
Q17592	Q2576337
Q513741	Q27589
Q1268422	Q379371
Q27623817	Q10794078
Q27604600	Q392570
Q40529019	Q25440
Q27617114	Q1274841
Q1273551	Q832329
Q27629623	Q883006
Q25066367	Q1293045
Q27621664	Q705505
Q20162764	Q20162776
Q21270506	Q581391
Q27618130	Q1269225
Q11328137	Q719380
Q27614651	Q16819
Q40592455	Q940854
Q3233038	Q240083
Q27075948	Q1180282
Q10789528	Q371086
Q3873312	Q29789381
Q235052	Q754657
Q27630610	Q3728750
Q40654588	Q2715993
Q27614329	Q3382384
Q27627293	Q2828923
Q1302941	Q827170
Q27629054	Q12255626
Q41015462	Q863293
Q27637355	Q5608066
Q62131950	Q62131914
Q41136715	Q40659869
Q40683314	Q184825
Q27620347	Q481672
Q27637378	Q3315295
Q40993941	Q743740
Q41026945	Q13426919
Q27622294	Q642235
Q27624651	Q2225479
Q27634681	Q578352
Q27621230	Q3233149
Q1089812	Q1062313
Q3604164	Q25380
Q27622307	Q2224767
Q21086844	Q839859
Q2494894	Q2247179
Q2982363	Q2520305
Q27609371	Q510766
Q27622201	Q74084
Q41119423	Q40658670
Q26416	Q1073197
Q27619886	Q774382
Q27629085	Q935880
Q40496467	Q25003801
Q27630940	Q775368
Q41109835	Q40657613
Q1267663	Q2587436
Q10832170	Q10856
Q27618079	Q901862
Q27620247	Q1300169
Q27635694	Q10965357
Q40548879	Q2670949
Q27620800	Q997383
Q27620368	Q1301469
Q21348755	Q25234
Q27614237	Q1073606
Q40452139	Q27075408
Q990759	Q1073958
Q41024032	Q368369
Q40449977	Q270722
Q40640089	Q27471
Q27624010	Q207249
Q40535761	Q3233002
Q27621425	Q1923220
Q27628856	Q24997849
Q2998692	Q2511641
Q1272126	Q1027872
Q1259849	Q1059774
Q5475247	Q916830
Q1263946	Q302790
Q27613726	Q942503
Q40570426	Q616770
Q27600768	Q510118
Q27607515	Q503804
Q1273226	Q235152
Q27614493	Q1265011
Q40445076	Q2096798
Q27635254	Q1588749
Q40996350	Q16548856
Q1265557	Q728674
Q27075561	Q2333854
Q27624523	Q2718656
Q41005931	Q600204
Q13963071	Q753221
Q27636749	Q1193031
Q27622603	Q840107
Q27621835	Q596266
Q27616186	Q1270600
Q1955343	Q1607847
Q27622075	Q74092
Q40497309	Q790658
Q109563303	Q56513108
Q27616217	Q964756
Q27624817	Q2746307
Q25652814	Q43365
Q752485	Q736322
Q537481	Q945274
Q3233016	Q2303843
Q10821950	Q30944
Q27624407	Q1303993
Q27630271	Q1591533
Q27631333	Q908489
Q10770220	Q734720
Q2216110	Q1537187
Q41103185	Q40657028
Q1049484	Q785454
Q27615321	Q1055832
Q41013056	Q737061
Q27616979	Q1272878
Q28845651	Q10749078
Q21354378	Q856209
Q27636263	Q27075999
Q27619325	Q1267191
Q41078267	Q40654531
Q1273465	Q634586
Q41011766	Q539433
Q27610535	Q190083
Q613202	Q28486
Q1266090	Q386521
Q40537382	Q3726284
Q998661	Q1076011
Q40985304	Q201231
Q27623502	Q215211
Q21949185	Q21949237
Q10824687	Q2071911
Q27625469	Q2225661
Q10796093	Q427512
Q1193043	Q10759992
Q40689360	Q695723
Q40435588	Q760292
Q40507027	Q162984
Q27635745	Q26552
Q40657673	Q310935
Q4457045	Q25357
Q908256	Q1193758
Q27611491	Q1273366
Q27613010	Q1034953
Q835098	Q852812
Q1586890	Q1137414
Q109563463	Q208716
Q27629616	Q883006
Q900773	Q207796
Q1268523	Q2347332
Q27621438	Q1923204
Q25265905	Q1260197
Q27622053	Q74092
Q27622323	Q2224767
Q27604658	Q870775
Q40593193	Q25440
Q929942	Q835525
Q27613523	Q247996
Q15707877	Q22111510
Q27606735	Q756714
Q31769	Q135898
Q27638652	Q1585663
Q28843719	Q187014
Q2718273	Q373682
Q27600815	Q1264425
Q62540507	Q28861901
Q27074586	Q135464
Q12267925	Q1992066
Q27628439	Q1443109
Q27609680	Q512566
Q41025231	Q945088
Q27627169	Q27075516
Q27635470	Q25170208
Q27620692	Q1311227
Q27622800	Q1588111
Q27629089	Q935880
Q27635133	Q995602
Q552050	Q568111
Q892008	Q776138
Q27637518	Q770865
Q28813343	Q644294
Q41016431	Q28740166
Q28106878	Q28106738
Q1267222	Q385322
Q106481134	Q882373
Q27620917	Q26537
Q27623489	Q207838
Q27623150	Q1590171
Q62391684	Q10757981
Q27617145	Q1262127
Q531879	Q1234395
Q995599	Q858577
Q27635496	Q27075788
Q40984373	Q10743937
Q27625084	Q1587496
Q27614650	Q16819
Q28828080	Q28778416
Q41015567	Q612893
Q27602407	Q27074564
Q27609448	Q1271347
Q27627356	Q2225852
Q27638648	Q1588596
Q3314804	Q1093632
Q27613832	Q27074813
Q221306	Q827170
Q200989	Q1179990
Q2911527	Q10759510
Q1273513	Q257205
Q512949	Q198823
Q27619087	Q1269881
Q27610545	Q185279
Q40486431	Q2667841
Q929817	Q1073958
Q498158	Q776739
Q41004936	Q777396
Q27075938	Q132908
Q15881126	Q1271783
Q795570	Q188737
Q646410	Q2465230
Q857839	Q732881
Q27630754	Q1837277
Q27618432	Q1272176
Q23056688	Q10804320
Q27608894	Q27160
Q21348965	Q743740
Q2668172	Q791308
Q40987554	Q207796
Q40450516	Q28122638
Q1265741	Q731153
Q27605652	Q795570
Q40466244	Q193593
Q1259339	Q288340
Q27610578	Q518608
Q61883463	Q39861
Q15616450	Q2468288
Q1852439	Q2706005
Q16136580	Q783116
Q27618774	Q518628
Q27626819	Q1309449
Q27620443	Q753440
Q27636043	Q27075888
Q27627557	Q3313694
Q1092597	Q666222
Q27633911	Q2743811
Q41020039	Q132908
Q27615180	Q27074965
Q988641	Q25510
Q1267573	Q859716
Q27631775	Q1589176
Q27620008	Q27075242
Q40530793	Q752513
Q27638671	Q2226721
Q27629377	Q10680158
Q47404096	Q12198609
Q107333195	Q107272769
Q27619337	Q901888
Q27622816	Q15616389
Q27623928	Q525871
Q27614905	Q773651
Q907845	Q386521
Q27615195	Q27074995
Q55115545	Q23818622
Q27631158	Q1587231
Q41001393	Q31843655
Q41088025	Q40655624
Q548262	Q852860
Q27618394	Q1269145
Q1301039	Q1524259
Q27633916	Q2743811
Q1061396	Q39861
Q2668060	Q14526318
Q27611240	Q863116
Q27625408	Q2225735
Q10803651	Q2303843
Q28872923	Q162085
Q27632051	Q73839
Q40996846	Q2375770
Q2823625	Q937947
Q1092087	Q4038175
Q27622089	Q1585751
Q28856225	Q1175810
Q27622670	Q1923280
Q27627266	Q2667873
Q27095649	Q907260
Q28884526	Q10819031
Q27603459	Q203628
Q95488888	Q3727728
Q40501227	Q1273605
Q27614389	Q27074882
Q11847253	Q26050
Q1590574	Q832245
Q27623706	Q63671
Q383469	Q25565
Q54974349	Q25402929
Q10820719	Q5261336
Q3285302	Q25978
Q27635474	Q27075785
Q191125	Q183361
Q919653	Q10789401
Q27043	Q1050525
Q21573328	Q24056586
Q27624147	Q509455
Q795982	Q1887740
Q27603381	Q25432
Q40982006	Q780867
Q10749351	Q8154335
Q16542266	Q25934
Q27629984	Q903933
Q27636577	Q1314688
Q973164	Q193807
Q41015426	Q835525
Q1536167	Q132900
Q27624579	Q1589215
Q27605255	Q431212
Q21401225	Q1272421
Q41008573	Q1092597
Q27610669	Q257878
Q1262552	Q743573
Q145854	Q25978
Q27638642	Q1588596
Q27606088	Q114170
Q27631686	Q1591254
Q964102	Q420841
Q10802383	Q8327
Q27628329	Q509128
Q28125234	Q28125230
Q41120218	Q40658797
Q28830064	Q1956383
Q109578167	Q43489
Q27614314	Q368657
Q27613752	Q512931
Q40655520	Q28363583
Q62554475	Q55112046
Q27075738	Q15885678
Q795567	Q754657
Q3313766	Q2648008
Q49550205	Q10770477
Q27638348	Q2668397
Q27617968	Q907845
Q27601818	Q129059
Q27633978	Q73760
Q5400036	Q899824
Q849173	Q19401
Q40979423	Q28860394
