item
http://www.wikidata.org/entity/Q132731
http://www.wikidata.org/entity/Q136317
http://www.wikidata.org/entity/Q179112
http://www.wikidata.org/entity/Q182761
http://www.wikidata.org/entity/Q222951
http://www.wikidata.org/entity/Q251575
http://www.wikidata.org/entity/Q281002
http://www.wikidata.org/entity/Q303077
http://www.wikidata.org/entity/Q387610
http://www.wikidata.org/entity/Q431110
http://www.wikidata.org/entity/Q513226
http://www.wikidata.org/entity/Q569957
http://www.wikidata.org/entity/Q570477
http://www.wikidata.org/entity/Q595643
http://www.wikidata.org/entity/Q609533
http://www.wikidata.org/entity/Q632986
http://www.wikidata.org/entity/Q737426
http://www.wikidata.org/entity/Q737923
http://www.wikidata.org/entity/Q747372
http://www.wikidata.org/entity/Q773896
http://www.wikidata.org/entity/Q838744
http://www.wikidata.org/entity/Q839855
http://www.wikidata.org/entity/Q852812
http://www.wikidata.org/entity/Q863604
http://www.wikidata.org/entity/Q929817
http://www.wikidata.org/entity/Q990759
http://www.wikidata.org/entity/Q997393
http://www.wikidata.org/entity/Q1033762
http://www.wikidata.org/entity/Q1034234
http://www.wikidata.org/entity/Q1035118
http://www.wikidata.org/entity/Q1036005
http://www.wikidata.org/entity/Q1036394
http://www.wikidata.org/entity/Q1066543
http://www.wikidata.org/entity/Q1088385
http://www.wikidata.org/entity/Q1093526
http://www.wikidata.org/entity/Q1187277
http://www.wikidata.org/entity/Q1261008
http://www.wikidata.org/entity/Q1261158
http://www.wikidata.org/entity/Q1261619
http://www.wikidata.org/entity/Q1261802
http://www.wikidata.org/entity/Q1262269
http://www.wikidata.org/entity/Q1263004
http://www.wikidata.org/entity/Q1264380
http://www.wikidata.org/entity/Q1264455
http://www.wikidata.org/entity/Q1265911
http://www.wikidata.org/entity/Q1266045
http://www.wikidata.org/entity/Q1266683
http://www.wikidata.org/entity/Q1268200
http://www.wikidata.org/entity/Q1268606
http://www.wikidata.org/entity/Q1271333
http://www.wikidata.org/entity/Q1275114
http://www.wikidata.org/entity/Q1275889
http://www.wikidata.org/entity/Q2048635
http://www.wikidata.org/entity/Q2442601
http://www.wikidata.org/entity/Q2718257
http://www.wikidata.org/entity/Q10730907
http://www.wikidata.org/entity/Q10773349
http://www.wikidata.org/entity/Q10809594
http://www.wikidata.org/entity/Q13420329
http://www.wikidata.org/entity/Q15331248
http://www.wikidata.org/entity/Q16537759
http://www.wikidata.org/entity/Q16548850
http://www.wikidata.org/entity/Q16572676
http://www.wikidata.org/entity/Q16587520
http://www.wikidata.org/entity/Q20719997
http://www.wikidata.org/entity/Q20830886
http://www.wikidata.org/entity/Q21446235
http://www.wikidata.org/entity/Q25095810
http://www.wikidata.org/entity/Q25662647
